"Hour", "Undervoltages", "Min Voltage", "Overvoltage", "Max Voltage"
246, 0, 0.99839, 0, 1.04325
247, 0, 0.997038, 0, 1.04134
248, 0, 0.995161, 0, 1.03897
249, 0, 0.991784, 0, 1.03527
250, 0, 0.989344, 0, 1.03691
251, 0, 0.986612, 0, 1.03842
252, 0, 0.985443, 0, 1.03766
253, 0, 0.985233, 0, 1.03735
254, 0, 0.985305, 0, 1.03746
255, 0, 0.985134, 0, 1.03721
256, 0, 0.984665, 0, 1.03685
257, 0, 0.980584, 0, 1.03807
258, 0, 0.980248, 0, 1.04407
259, 0, 0.978768, 0, 1.04327
260, 0, 0.981097, 0, 1.04452
261, 0, 0.984033, 0, 1.04779
262, 0, 0.988469, 0, 1.04855
263, 0, 0.993752, 0, 1.04734
264, 0, 0.999128, 0, 1.04863
265, 0, 0.996342, 0, 1.04038
266, 0, 0.998246, 0, 1.04307
267, 0, 0.999139, 0, 1.04433
268, 0, 0.999026, 0, 1.04417
269, 0, 0.998349, 0, 1.04321
270, 0, 0.995488, 0, 1.03917
271, 0, 0.988998, 0, 1.03642
272, 0, 0.983031, 0, 1.03589
273, 0, 0.982612, 0, 1.03566
274, 0, 0.98158, 0, 1.0351
275, 0, 0.980522, 0, 1.038
276, 0, 0.984849, 0, 1.04248
277, 0, 0.983663, 0, 1.04115
278, 0, 0.983919, 0, 1.04143
279, 0, 0.985694, 0, 1.04343
280, 0, 0.988294, 0, 1.04636
281, 0, 0.987411, 0, 1.04537
282, 0, 0.979085, 0, 1.03687
283, 0, 0.980941, 0, 1.04393
284, 0, 0.983448, 0, 1.04677
285, 0, 0.986193, 0, 1.04361
286, 0, 0.991295, 0, 1.04935
287, 0, 0.991837, 0, 1.03822
288, 0, 0.997629, 0, 1.04649
289, 0, 0.994923, 0, 1.03871
290, 0, 0.996698, 0, 1.04086
291, 0, 0.997587, 0, 1.04212
292, 0, 0.997855, 0, 1.0425
293, 0, 0.997001, 0, 1.04129
294, 0, 0.994081, 0, 1.03779
295, 0, 0.987671, 0, 1.03452
296, 0, 0.981423, 0, 1.03902
297, 0, 0.981454, 0, 1.03905
298, 0, 0.981076, 0, 1.03863
299, 0, 0.98069, 0, 1.03819
300, 0, 0.980782, 0, 1.0383
301, 0, 0.981523, 0, 1.03913
302, 0, 0.98216, 0, 1.03985
303, 0, 0.982819, 0, 1.04059
304, 0, 0.983394, 0, 1.04124
305, 0, 0.980426, 0, 1.03789
306, 0, 0.978569, 0, 1.04317
307, 0, 0.981981, 0, 1.04821
308, 0, 0.984016, 0, 1.0493
309, 0, 0.986981, 0, 1.04446
310, 0, 0.991954, 0, 1.04697
311, 0, 0.99233, 0, 1.03893
312, 0, 0.998048, 0, 1.04709
313, 0, 0.995255, 0, 1.03884
314, 0, 0.99711, 0, 1.04146
315, 0, 0.998067, 0, 1.04281
316, 0, 0.998327, 0, 1.04318
317, 0, 0.997616, 0, 1.04218
318, 0, 0.994629, 0, 1.03795
319, 0, 0.988431, 0, 1.03561
320, 0, 0.981584, 0, 1.03511
321, 0, 0.981613, 0, 1.03923
322, 0, 0.980364, 0, 1.03782
323, 0, 0.986001, 0, 1.04378
324, 0, 0.985841, 0, 1.0436
325, 0, 0.985229, 0, 1.04291
326, 0, 0.985509, 0, 1.04323
327, 0, 0.985449, 0, 1.04316
328, 0, 0.985505, 0, 1.04322
329, 0, 0.98321, 0, 1.04063
330, 0, 0.982798, 0, 1.04603
331, 0, 0.980291, 0, 1.04319
332, 0, 0.982804, 0, 1.04604
333, 0, 0.985644, 0, 1.04926
334, 0, 0.990862, 0, 1.04886
335, 0, 0.997864, 0, 1.04459
336, 0, 0.996487, 0, 1.04149
337, 0, 0.992504, 0, 1.03814
338, 0, 0.993955, 0, 1.04153
339, 0, 0.994434, 0, 1.04265
340, 0, 0.994686, 0, 1.04324
341, 0, 0.994212, 0, 1.04213
342, 0, 0.992375, 0, 1.03784
343, 0, 0.988183, 0, 1.03525
344, 0, 0.981647, 0, 1.03927
345, 0, 0.981188, 0, 1.03875
346, 0, 0.985794, 0, 1.04355
347, 0, 0.985206, 0, 1.04289
348, 0, 0.985153, 0, 1.04282
349, 0, 0.986175, 0, 1.04398
350, 0, 0.987028, 0, 1.04494
351, 0, 0.987404, 0, 1.04536
352, 0, 0.987972, 0, 1.046
353, 0, 0.986525, 0, 1.04437
354, 0, 0.979463, 0, 1.03707
355, 0, 0.976879, 0, 1.03569
356, 0, 0.978792, 0, 1.03671
357, 0, 0.981876, 0, 1.03913
358, 0, 0.986297, 0, 1.04411
359, 0, 0.992592, 0, 1.04568
360, 0, 0.997985, 0, 1.04857
361, 0, 0.995531, 0, 1.03923
362, 0, 0.997534, 0, 1.04206
363, 0, 0.998601, 0, 1.04357
364, 0, 0.998877, 0, 1.04396
365, 0, 0.998027, 0, 1.04276
366, 0, 0.995314, 0, 1.03892
367, 0, 0.98961, 0, 1.03729
368, 0, 0.98362, 0, 1.03621
369, 0, 0.982511, 0, 1.03561
370, 0, 0.981171, 0, 1.03873
371, 0, 0.98083, 0, 1.03835
372, 0, 0.9811, 0, 1.03865
373, 0, 0.981185, 0, 1.03875
374, 0, 0.981808, 0, 1.03945
375, 0, 0.982067, 0, 1.03974
376, 0, 0.981252, 0, 1.03882
377, 0, 0.985643, 0, 1.04338
378, 0, 0.980649, 0, 1.03775
379, 0, 0.979357, 0, 1.03701
380, 0, 0.982197, 0, 1.03949
381, 0, 0.985185, 0, 1.04286
382, 0, 0.989224, 0, 1.04741
383, 0, 0.99331, 0, 1.04671
384, 0, 0.997592, 0, 1.0483
385, 0, 0.994795, 0, 1.03857
386, 0, 0.997042, 0, 1.04135
387, 0, 0.998529, 0, 1.04345
388, 0, 0.999138, 0, 1.04431
389, 0, 0.998999, 0, 1.04411
390, 0, 0.998386, 0, 1.04325
391, 0, 0.996503, 0, 1.04059
392, 0, 0.994077, 0, 1.03778
393, 0, 0.9916, 0, 1.03513
394, 0, 0.989262, 0, 1.03679
395, 0, 0.98808, 0, 1.0351
396, 0, 0.987925, 0, 1.03488
397, 0, 0.988426, 0, 1.0356
398, 0, 0.989047, 0, 1.03649
399, 0, 0.98987, 0, 1.03766
400, 0, 0.990333, 0, 1.03832
401, 0, 0.9893, 0, 1.03685
402, 0, 0.983881, 0, 1.03635
403, 0, 0.980114, 0, 1.03754
404, 0, 0.981722, 0, 1.03935
405, 0, 0.983986, 0, 1.04198
406, 0, 0.986586, 0, 1.04575
407, 0, 0.989327, 0, 1.04324
408, 0, 0.993232, 0, 1.04885
409, 0, 0.996273, 0, 1.04669
410, 0, 0.998314, 0, 1.04672
411, 0, 0.999672, 0, 1.04767
412, 0, 0.999999, 0, 1.0459
413, 0, 0.999999, 0, 1.04588
414, 0, 0.999795, 0, 1.04524
415, 0, 0.998296, 0, 1.04312
416, 0, 0.996652, 0, 1.0408
417, 0, 0.993822, 0, 1.0375
418, 0, 0.990873, 0, 1.03909
419, 0, 0.989225, 0, 1.03674
420, 0, 0.986349, 0, 1.03897
421, 0, 0.983096, 0, 1.03592
422, 0, 0.981904, 0, 1.03528
423, 0, 0.98371, 0, 1.03626
424, 0, 0.984312, 0, 1.03661
425, 0, 0.981608, 0, 1.03923
426, 0, 0.982637, 0, 1.04541
427, 0, 0.981662, 0, 1.04488
428, 0, 0.983343, 0, 1.0458
429, 0, 0.985458, 0, 1.04694
430, 0, 0.989487, 0, 1.04932
431, 0, 0.993645, 0, 1.04719
432, 0, 0.99851, 0, 1.04774
433, 0, 0.995799, 0, 1.03961
434, 0, 0.997683, 0, 1.04227
435, 0, 0.998698, 0, 1.0437
436, 0, 0.998915, 0, 1.04401
437, 0, 0.998226, 0, 1.04304
438, 0, 0.996266, 0, 1.04027
439, 0, 0.990026, 0, 1.03789
440, 0, 0.983726, 0, 1.03627
441, 0, 0.982561, 0, 1.03563
442, 0, 0.981896, 0, 1.03527
443, 0, 0.980522, 0, 1.038
444, 0, 0.986169, 0, 1.04397
445, 0, 0.985281, 0, 1.04297
446, 0, 0.985109, 0, 1.04278
447, 0, 0.985108, 0, 1.04277
448, 0, 0.987351, 0, 1.0453
449, 0, 0.988688, 0, 1.04681
450, 0, 0.980094, 0, 1.03741
451, 0, 0.981858, 0, 1.04497
452, 0, 0.983308, 0, 1.04661
453, 0, 0.986249, 0, 1.04364
454, 0, 0.991206, 0, 1.04925
455, 0, 0.991712, 0, 1.03804
456, 0, 0.997283, 0, 1.046
457, 0, 0.994596, 0, 1.03835
458, 0, 0.996567, 0, 1.04068
459, 0, 0.997464, 0, 1.04195
460, 0, 0.997631, 0, 1.04218
461, 0, 0.99684, 0, 1.04106
462, 0, 0.993481, 0, 1.03713
463, 0, 0.986959, 0, 1.03867
464, 0, 0.981227, 0, 1.0388
465, 0, 0.980011, 0, 1.03743
466, 0, 0.985895, 0, 1.04366
467, 0, 0.986019, 0, 1.0438
468, 0, 0.986933, 0, 1.04483
469, 0, 0.988443, 0, 1.04653
470, 0, 0.989164, 0, 1.04734
471, 0, 0.989582, 0, 1.04781
472, 0, 0.989955, 0, 1.04833
473, 0, 0.988076, 0, 1.04612
474, 0, 0.97979, 0, 1.03724
475, 0, 0.982006, 0, 1.04513
476, 0, 0.983031, 0, 1.04629
477, 0, 0.985768, 0, 1.0494
478, 0, 0.990594, 0, 1.04856
479, 0, 0.99758, 0, 1.04419
480, 0, 0.996335, 0, 1.04132
481, 0, 0.992141, 0, 1.0373
482, 0, 0.993379, 0, 1.04019
483, 0, 0.993936, 0, 1.04149
484, 0, 0.994047, 0, 1.04175
485, 0, 0.99348, 0, 1.04043
486, 0, 0.99148, 0, 1.03633
487, 0, 0.986637, 0, 1.03844
488, 0, 0.980544, 0, 1.03803
489, 0, 0.981143, 0, 1.0387
490, 0, 0.981252, 0, 1.03882
491, 0, 0.981653, 0, 1.03928
492, 0, 0.982316, 0, 1.04002
493, 0, 0.983219, 0, 1.04104
494, 0, 0.985089, 0, 1.04357
495, 0, 0.985601, 0, 1.04432
496, 0, 0.984601, 0, 1.04287
497, 0, 0.983052, 0, 1.04085
498, 0, 0.981218, 0, 1.0446
499, 0, 0.982179, 0, 1.04832
500, 0, 0.983237, 0, 1.04888
501, 0, 0.986044, 0, 1.04354
502, 0, 0.991055, 0, 1.04908
503, 0, 0.991785, 0, 1.03815
504, 0, 0.997638, 0, 1.0465
505, 0, 0.994825, 0, 1.0386
506, 0, 0.9968, 0, 1.04101
507, 0, 0.997736, 0, 1.04233
508, 0, 0.997856, 0, 1.0425
509, 0, 0.996882, 0, 1.04112
510, 0, 0.993605, 0, 1.03726
511, 0, 0.986856, 0, 1.0386
512, 0, 0.981345, 0, 1.03893
513, 0, 0.981887, 0, 1.03954
514, 0, 0.981934, 0, 1.03959
515, 0, 0.982096, 0, 1.03978
516, 0, 0.982524, 0, 1.04026
517, 0, 0.983559, 0, 1.04142
518, 0, 0.983989, 0, 1.04198
519, 0, 0.984508, 0, 1.04273
520, 0, 0.985328, 0, 1.04392
521, 0, 0.984216, 0, 1.04231
522, 0, 0.983545, 0, 1.0459
523, 0, 0.97752, 0, 1.04266
524, 0, 0.97913, 0, 1.04352
525, 0, 0.981396, 0, 1.04475
526, 0, 0.986356, 0, 1.04742
527, 0, 0.992737, 0, 1.04589
528, 0, 0.9981, 0, 1.04716
529, 0, 0.995267, 0, 1.03886
530, 0, 0.997114, 0, 1.04147
531, 0, 0.998084, 0, 1.04284
532, 0, 0.998331, 0, 1.04319
533, 0, 0.997256, 0, 1.04167
534, 0, 0.994212, 0, 1.03736
535, 0, 0.988019, 0, 1.03502
536, 0, 0.981885, 0, 1.03527
537, 0, 0.981535, 0, 1.03914
538, 0, 0.981327, 0, 1.03891
539, 0, 0.981136, 0, 1.03869
540, 0, 0.981397, 0, 1.03899
541, 0, 0.982065, 0, 1.03974
542, 0, 0.98258, 0, 1.04032
543, 0, 0.982588, 0, 1.04033
544, 0, 0.981882, 0, 1.03954
545, 0, 0.980146, 0, 1.03758
546, 0, 0.981415, 0, 1.04483
547, 0, 0.978662, 0, 1.04322
548, 0, 0.981165, 0, 1.04456
549, 0, 0.983854, 0, 1.04759
550, 0, 0.987584, 0, 1.04807
551, 0, 0.992148, 0, 1.04504
552, 0, 0.996742, 0, 1.0477
553, 0, 0.994163, 0, 1.03787
554, 0, 0.996333, 0, 1.04035
555, 0, 0.997578, 0, 1.04211
556, 0, 0.998228, 0, 1.04302
557, 0, 0.997958, 0, 1.04264
558, 0, 0.997196, 0, 1.04157
559, 0, 0.994766, 0, 1.03854
560, 0, 0.991699, 0, 1.0352
561, 0, 0.988859, 0, 1.03622
562, 0, 0.986865, 0, 1.0386
563, 0, 0.986562, 0, 1.03839
564, 0, 0.987221, 0, 1.03885
565, 0, 0.987955, 0, 1.03937
566, 0, 0.989175, 0, 1.04022
567, 0, 0.989756, 0, 1.04063
568, 0, 0.989988, 0, 1.04079
569, 0, 0.989126, 0, 1.04018
570, 0, 0.984155, 0, 1.0365
571, 0, 0.985515, 0, 1.04323
572, 0, 0.987312, 0, 1.04526
573, 0, 0.989378, 0, 1.04758
574, 0, 0.991184, 0, 1.04365
575, 0, 0.994672, 0, 1.04866
576, 0, 0.998433, 0, 1.04764
577, 0, 0.995399, 0, 1.03904
578, 0, 0.997674, 0, 1.04226
579, 0, 0.998893, 0, 1.04398
580, 0, 0.99925, 0, 1.04448
581, 0, 0.99925, 0, 1.04449
582, 0, 0.998726, 0, 1.04375
583, 0, 0.997068, 0, 1.0414
584, 0, 0.995029, 0, 1.03852
585, 0, 0.992427, 0, 1.03589
586, 0, 0.990154, 0, 1.03807
587, 0, 0.98909, 0, 1.03655
588, 0, 0.98934, 0, 1.03691
589, 0, 0.989259, 0, 1.03679
590, 0, 0.988866, 0, 1.03623
591, 0, 0.989241, 0, 1.03676
592, 0, 0.989494, 0, 1.03713
593, 0, 0.988439, 0, 1.03562
594, 0, 0.98194, 0, 1.0353
595, 0, 0.984457, 0, 1.0464
596, 0, 0.984958, 0, 1.04667
597, 0, 0.986796, 0, 1.04765
598, 0, 0.990526, 0, 1.04916
599, 0, 0.995588, 0, 1.04689
600, 0, 0.994083, 0, 1.03779
601, 0, 0.997457, 0, 1.04194
602, 0, 0.999202, 0, 1.0444
603, 0, 0.999999, 0, 1.04557
604, 0, 0.999999, 0, 1.04553
605, 0, 0.999106, 0, 1.04427
606, 0, 0.996253, 0, 1.04023
607, 0, 0.989807, 0, 1.03757
608, 0, 0.984343, 0, 1.03663
609, 0, 0.98409, 0, 1.03646
610, 0, 0.98295, 0, 1.03584
611, 0, 0.98172, 0, 1.03518
612, 0, 0.98162, 0, 1.03512
613, 0, 0.98168, 0, 1.03516
614, 0, 0.981339, 0, 1.03892
615, 0, 0.981298, 0, 1.03888
616, 0, 0.980552, 0, 1.03804
617, 0, 0.984663, 0, 1.04224
618, 0, 0.978996, 0, 1.03661
619, 0, 0.9826, 0, 1.04581
620, 0, 0.984635, 0, 1.04811
621, 0, 0.987478, 0, 1.04505
622, 0, 0.992285, 0, 1.04714
623, 0, 0.992883, 0, 1.03972
624, 0, 0.998538, 0, 1.04779
625, 0, 0.99579, 0, 1.0396
626, 0, 0.998051, 0, 1.04279
627, 0, 0.998906, 0, 1.044
628, 0, 0.998933, 0, 1.04404
629, 0, 0.998315, 0, 1.04317
630, 0, 0.995263, 0, 1.03885
631, 0, 0.988968, 0, 1.03637
632, 0, 0.982519, 0, 1.03561
633, 0, 0.982659, 0, 1.03569
634, 0, 0.982306, 0, 1.03549
635, 0, 0.982614, 0, 1.03566
636, 0, 0.982948, 0, 1.03584
637, 0, 0.982988, 0, 1.03586
638, 0, 0.983348, 0, 1.03606
639, 0, 0.984101, 0, 1.03647
640, 0, 0.984338, 0, 1.03662
641, 0, 0.983183, 0, 1.03597
642, 0, 0.982951, 0, 1.04558
643, 0, 0.977717, 0, 1.04276
644, 0, 0.979384, 0, 1.04366
645, 0, 0.982496, 0, 1.04534
646, 0, 0.987108, 0, 1.04782
647, 0, 0.993408, 0, 1.04685
648, 0, 0.998846, 0, 1.04822
649, 0, 0.996028, 0, 1.03993
650, 0, 0.997933, 0, 1.04262
651, 0, 0.998762, 0, 1.0438
652, 0, 0.998996, 0, 1.04413
653, 0, 0.99821, 0, 1.04302
654, 0, 0.995106, 0, 1.03863
655, 0, 0.988719, 0, 1.03602
656, 0, 0.983242, 0, 1.036
657, 0, 0.983277, 0, 1.03602
658, 0, 0.982333, 0, 1.03551
659, 0, 0.982448, 0, 1.03557
660, 0, 0.982819, 0, 1.03578
661, 0, 0.983601, 0, 1.0362
662, 0, 0.983251, 0, 1.03601
663, 0, 0.983769, 0, 1.03629
664, 0, 0.984065, 0, 1.03645
665, 0, 0.98216, 0, 1.03541
666, 0, 0.981987, 0, 1.04506
667, 0, 0.977074, 0, 1.04242
668, 0, 0.97931, 0, 1.04362
669, 0, 0.982199, 0, 1.04518
670, 0, 0.987019, 0, 1.04777
671, 0, 0.993567, 0, 1.04708
672, 0, 0.998765, 0, 1.04811
673, 0, 0.995624, 0, 1.03936
674, 0, 0.997759, 0, 1.04238
675, 0, 0.998817, 0, 1.04387
676, 0, 0.99867, 0, 1.04367
677, 0, 0.998057, 0, 1.0428
678, 0, 0.995221, 0, 1.03879
679, 0, 0.988835, 0, 1.03618
680, 0, 0.983603, 0, 1.0362
681, 0, 0.983106, 0, 1.03593
682, 0, 0.981954, 0, 1.0353
683, 0, 0.98202, 0, 1.03534
684, 0, 0.982441, 0, 1.03557
685, 0, 0.982864, 0, 1.0358
686, 0, 0.983065, 0, 1.03591
687, 0, 0.983608, 0, 1.0362
688, 0, 0.984595, 0, 1.03681
689, 0, 0.984124, 0, 1.03648
690, 0, 0.984888, 0, 1.04253
691, 0, 0.978762, 0, 1.03669
692, 0, 0.979948, 0, 1.03733
693, 0, 0.982809, 0, 1.04018
694, 0, 0.986955, 0, 1.04486
695, 0, 0.992729, 0, 1.04588
696, 0, 0.99819, 0, 1.04729
