"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase"
105, "Line.L10", 400, 600, 102.0043, 68.00288, 2.4 
105, "Line.SW1", 400, 600, 115.6317, 77.08779, 2.4 
106, "Line.L115", 400, 600, 117.1971, 78.13137, 2.4 
106, "Line.L3", 400, 600, 113.7737, 75.84914, 2.4 
106, "Line.L7", 400, 600, 112.0539, 74.70263, 2.4 
106, "Line.L10", 400, 600, 103.394, 68.92934, 2.4 
106, "Line.SW1", 400, 600, 117.1971, 78.13137, 2.4 
107, "Line.L115", 400, 600, 114.5215, 76.34763, 2.4 
107, "Line.L3", 400, 600, 111.1739, 74.11591, 2.4 
107, "Line.L7", 400, 600, 109.4926, 72.99506, 2.4 
107, "Line.L10", 400, 600, 101.0238, 67.34919, 2.4 
107, "Line.SW1", 400, 600, 114.5215, 76.34763, 2.4 
108, "Line.L115", 400, 600, 113.1178, 75.41184, 2.4 
108, "Line.L3", 400, 600, 109.8105, 73.20698, 2.4 
108, "Line.L7", 400, 600, 108.1496, 72.09976, 2.4 
108, "Line.SW1", 400, 600, 113.1178, 75.41184, 2.4 
109, "Line.L115", 400, 600, 111.1171, 74.07804, 2.4 
109, "Line.L3", 400, 600, 107.8672, 71.91147, 2.4 
109, "Line.L7", 400, 600, 106.2355, 70.82368, 2.4 
109, "Line.SW1", 400, 600, 111.1171, 74.07804, 2.4 
110, "Line.L115", 400, 600, 110.1006, 73.40041, 2.4 
110, "Line.L3", 400, 600, 106.8799, 71.25325, 2.4 
110, "Line.L7", 400, 600, 105.263, 70.17533, 2.4 
110, "Line.SW1", 400, 600, 110.1006, 73.40041, 2.4 
111, "Line.L115", 400, 600, 108.0372, 72.02479, 2.4 
111, "Line.L3", 400, 600, 104.8759, 69.91729, 2.4 
111, "Line.L7", 400, 600, 103.2892, 68.85949, 2.4 
111, "Line.SW1", 400, 600, 108.0372, 72.02479, 2.4 
112, "Line.L115", 400, 600, 105.8805, 70.58702, 2.4 
112, "Line.L3", 400, 600, 102.7816, 68.52104, 2.4 
112, "Line.L7", 400, 600, 101.2265, 67.4843, 2.4 
112, "Line.SW1", 400, 600, 105.8805, 70.58702, 2.4 
113, "Line.L115", 400, 600, 110.1878, 73.45854, 2.4 
113, "Line.L3", 400, 600, 106.9644, 71.30963, 2.4 
113, "Line.L7", 400, 600, 105.3462, 70.23083, 2.4 
113, "Line.SW1", 400, 600, 110.1878, 73.45854, 2.4 
114, "Line.L115", 400, 600, 132.7267, 88.48449, 2.4 
114, "Line.L3", 400, 600, 128.8642, 85.90948, 2.4 
114, "Line.L7", 400, 600, 126.9211, 84.61408, 2.4 
114, "Line.L10", 400, 600, 117.1559, 78.1039, 2.4 
114, "Line.SW1", 400, 600, 132.7267, 88.48449, 2.4 
115, "Line.L115", 400, 600, 141.6567, 94.43782, 2.4 
115, "Line.L3", 400, 600, 137.564, 91.70932, 2.4 
115, "Line.L7", 400, 600, 135.5037, 90.33581, 2.4 
115, "Line.L10", 400, 600, 125.0978, 83.39855, 2.4 
115, "Line.SW1", 400, 600, 141.6567, 94.43782, 2.4 
116, "Line.L115", 400, 600, 140.2564, 93.50428, 2.4 
116, "Line.L3", 400, 600, 136.2028, 90.80186, 2.4 
116, "Line.L7", 400, 600, 134.1624, 89.44162, 2.4 
116, "Line.L10", 400, 600, 123.8552, 82.57013, 2.4 
116, "Line.SW1", 400, 600, 140.2564, 93.50428, 2.4 
117, "Line.L115", 400, 600, 134.5264, 89.68427, 2.4 
117, "Line.L3", 400, 600, 130.6324, 87.08827, 2.4 
117, "Line.L7", 400, 600, 128.6734, 85.78225, 2.4 
117, "Line.L10", 400, 600, 118.7692, 79.17947, 2.4 
117, "Line.SW1", 400, 600, 134.5264, 89.68427, 2.4 
118, "Line.L115", 400, 600, 123.294, 82.19599, 2.4 
118, "Line.L3", 400, 600, 119.7115, 79.80766, 2.4 
118, "Line.L7", 400, 600, 117.9109, 78.60726, 2.4 
118, "Line.L10", 400, 600, 108.7943, 72.52953, 2.4 
118, "Line.SW1", 400, 600, 123.294, 82.19599, 2.4 
119, "Line.L115", 400, 600, 105.9138, 70.60917, 2.4 
119, "Line.L3", 400, 600, 102.818, 68.5453, 2.4 
119, "Line.L7", 400, 600, 101.2643, 67.50956, 2.4 
119, "Line.SW1", 400, 600, 105.9138, 70.60917, 2.4 
127, "Line.L115", 400, 600, 101.0308, 67.35386, 2.4 
127, "Line.SW1", 400, 600, 101.0308, 67.35386, 2.4 
128, "Line.L115", 400, 600, 116.9749, 77.98325, 2.4 
128, "Line.L3", 400, 600, 113.5579, 75.70524, 2.4 
128, "Line.L7", 400, 600, 111.8413, 74.56088, 2.4 
128, "Line.L10", 400, 600, 103.1974, 68.79824, 2.4 
128, "Line.SW1", 400, 600, 116.9749, 77.98325, 2.4 
129, "Line.L115", 400, 600, 116.8226, 77.88177, 2.4 
129, "Line.L3", 400, 600, 113.41, 75.60665, 2.4 
129, "Line.L7", 400, 600, 111.6956, 74.46376, 2.4 
129, "Line.L10", 400, 600, 103.0626, 68.70841, 2.4 
129, "Line.SW1", 400, 600, 116.8226, 77.88177, 2.4 
130, "Line.L115", 400, 600, 118.382, 78.92132, 2.4 
130, "Line.L3", 400, 600, 114.9247, 76.61649, 2.4 
130, "Line.L7", 400, 600, 113.1878, 75.45852, 2.4 
130, "Line.L10", 400, 600, 104.4424, 69.62826, 2.4 
130, "Line.SW1", 400, 600, 118.382, 78.92132, 2.4 
131, "Line.L115", 400, 600, 117.9468, 78.6312, 2.4 
131, "Line.L3", 400, 600, 114.5021, 76.33474, 2.4 
131, "Line.L7", 400, 600, 112.7715, 75.18101, 2.4 
131, "Line.L10", 400, 600, 104.0578, 69.37185, 2.4 
131, "Line.SW1", 400, 600, 117.9468, 78.6312, 2.4 
132, "Line.L115", 400, 600, 115.6757, 77.1171, 2.4 
132, "Line.L3", 400, 600, 112.2959, 74.86393, 2.4 
132, "Line.L7", 400, 600, 110.5982, 73.73216, 2.4 
132, "Line.L10", 400, 600, 102.0482, 68.03214, 2.4 
132, "Line.SW1", 400, 600, 115.6757, 77.1171, 2.4 
133, "Line.L115", 400, 600, 113.7749, 75.84994, 2.4 
133, "Line.L3", 400, 600, 110.4487, 73.63245, 2.4 
133, "Line.L7", 400, 600, 108.7783, 72.51883, 2.4 
133, "Line.L10", 400, 600, 100.3634, 66.9089, 2.4 
133, "Line.SW1", 400, 600, 113.7749, 75.84994, 2.4 
134, "Line.L115", 400, 600, 113.0099, 75.33995, 2.4 
134, "Line.L3", 400, 600, 109.7057, 73.13712, 2.4 
134, "Line.L7", 400, 600, 108.0464, 72.03093, 2.4 
134, "Line.SW1", 400, 600, 113.0099, 75.33995, 2.4 
135, "Line.L115", 400, 600, 112.125, 74.74998, 2.4 
135, "Line.L3", 400, 600, 108.8461, 72.56406, 2.4 
135, "Line.L7", 400, 600, 107.1997, 71.46646, 2.4 
135, "Line.SW1", 400, 600, 112.125, 74.74998, 2.4 
136, "Line.L115", 400, 600, 111.5414, 74.36094, 2.4 
136, "Line.L3", 400, 600, 108.2792, 72.18616, 2.4 
136, "Line.L7", 400, 600, 106.6413, 71.09422, 2.4 
136, "Line.SW1", 400, 600, 111.5414, 74.36094, 2.4 
137, "Line.L115", 400, 600, 119.6054, 79.73693, 2.4 
137, "Line.L3", 400, 600, 116.1128, 77.40856, 2.4 
137, "Line.L7", 400, 600, 114.3579, 76.23862, 2.4 
137, "Line.L10", 400, 600, 105.5235, 70.34899, 2.4 
137, "Line.SW1", 400, 600, 119.6054, 79.73693, 2.4 
138, "Line.L115", 400, 600, 136.0723, 90.71487, 2.4 
138, "Line.L3", 400, 600, 132.132, 88.08797, 2.4 
138, "Line.L7", 400, 600, 130.1492, 86.76615, 2.4 
138, "Line.L10", 400, 600, 120.1275, 80.085, 2.4 
138, "Line.SW1", 400, 600, 136.0723, 90.71487, 2.4 
139, "Line.L115", 400, 600, 142.645, 95.09668, 2.4 
139, "Line.L3", 400, 600, 138.5216, 92.34772, 2.4 
139, "Line.L7", 400, 600, 136.4456, 90.96372, 2.4 
139, "Line.L10", 400, 600, 125.9619, 83.97457, 2.4 
139, "Line.SW1", 400, 600, 142.645, 95.09668, 2.4 
140, "Line.L115", 400, 600, 139.8792, 93.25279, 2.4 
140, "Line.L3", 400, 600, 135.8328, 90.55517, 2.4 
140, "Line.L7", 400, 600, 133.796, 89.19732, 2.4 
140, "Line.L10", 400, 600, 123.5065, 82.33765, 2.4 
140, "Line.SW1", 400, 600, 139.8792, 93.25279, 2.4 
141, "Line.L115", 400, 600, 132.9182, 88.61211, 2.4 
141, "Line.L3", 400, 600, 129.0653, 86.0435, 2.4 
141, "Line.L7", 400, 600, 127.1271, 84.75138, 2.4 
141, "Line.L10", 400, 600, 117.3262, 78.21748, 2.4 
141, "Line.SW1", 400, 600, 132.9182, 88.61211, 2.4 
142, "Line.L115", 400, 600, 122.0561, 81.37076, 2.4 
142, "Line.L3", 400, 600, 118.5087, 79.00578, 2.4 
142, "Line.L7", 400, 600, 116.7259, 77.81724, 2.4 
142, "Line.L10", 400, 600, 107.698, 71.79866, 2.4 
142, "Line.SW1", 400, 600, 122.0561, 81.37076, 2.4 
143, "Line.L115", 400, 600, 104.8527, 69.90177, 2.4 
143, "Line.L3", 400, 600, 101.7874, 67.8583, 2.4 
143, "Line.L7", 400, 600, 100.2493, 66.8329, 2.4 
143, "Line.SW1", 400, 600, 104.8527, 69.90177, 2.4 
152, "Line.L115", 400, 600, 112.5032, 75.00215, 2.4 
152, "Line.L3", 400, 600, 109.2003, 72.80023, 2.4 
152, "Line.L7", 400, 600, 107.5417, 71.6945, 2.4 
152, "Line.SW1", 400, 600, 112.5032, 75.00215, 2.4 
153, "Line.L115", 400, 600, 113.9885, 75.99237, 2.4 
153, "Line.L3", 400, 600, 110.6428, 73.76187, 2.4 
153, "Line.L7", 400, 600, 108.9625, 72.64164, 2.4 
153, "Line.L10", 400, 600, 100.5501, 67.03338, 2.4 
153, "Line.SW1", 400, 600, 113.9885, 75.99237, 2.4 
154, "Line.L115", 400, 600, 115.9113, 77.27418, 2.4 
154, "Line.L3", 400, 600, 112.5246, 75.01639, 2.4 
154, "Line.L7", 400, 600, 110.8235, 73.8823, 2.4 
154, "Line.L10", 400, 600, 102.256, 68.17068, 2.4 
154, "Line.SW1", 400, 600, 115.9113, 77.27418, 2.4 
155, "Line.L115", 400, 600, 116.2127, 77.47515, 2.4 
155, "Line.L3", 400, 600, 112.8174, 75.2116, 2.4 
155, "Line.L7", 400, 600, 111.1119, 74.07459, 2.4 
155, "Line.L10", 400, 600, 102.5227, 68.34844, 2.4 
155, "Line.SW1", 400, 600, 116.2127, 77.47515, 2.4 
156, "Line.L115", 400, 600, 115.6443, 77.09617, 2.4 
156, "Line.L3", 400, 600, 112.2652, 74.84349, 2.4 
156, "Line.L7", 400, 600, 110.568, 73.71199, 2.4 
156, "Line.L10", 400, 600, 102.0199, 68.01325, 2.4 
156, "Line.SW1", 400, 600, 115.6443, 77.09617, 2.4 
157, "Line.L115", 400, 600, 113.0986, 75.3991, 2.4 
157, "Line.L3", 400, 600, 109.7918, 73.19452, 2.4 
157, "Line.L7", 400, 600, 108.1312, 72.08745, 2.4 
157, "Line.SW1", 400, 600, 113.0986, 75.3991, 2.4 
158, "Line.L115", 400, 600, 112.4153, 74.94351, 2.4 
158, "Line.L3", 400, 600, 109.128, 72.75203, 2.4 
158, "Line.L7", 400, 600, 107.4774, 71.65161, 2.4 
158, "Line.SW1", 400, 600, 112.4153, 74.94351, 2.4 
159, "Line.L115", 400, 600, 111.2182, 74.14543, 2.4 
159, "Line.L3", 400, 600, 107.9653, 71.97688, 2.4 
159, "Line.L7", 400, 600, 106.3321, 70.88809, 2.4 
159, "Line.SW1", 400, 600, 111.2182, 74.14543, 2.4 
160, "Line.L115", 400, 600, 111.6649, 74.44329, 2.4 
160, "Line.L3", 400, 600, 108.3991, 72.26609, 2.4 
160, "Line.L7", 400, 600, 106.7594, 71.17293, 2.4 
160, "Line.SW1", 400, 600, 111.6649, 74.44329, 2.4 
161, "Line.L115", 400, 600, 118.283, 78.85536, 2.4 
161, "Line.L3", 400, 600, 114.8281, 76.55207, 2.4 
161, "Line.L7", 400, 600, 113.0923, 75.39488, 2.4 
161, "Line.L10", 400, 600, 104.3527, 69.56849, 2.4 
161, "Line.SW1", 400, 600, 118.283, 78.85536, 2.4 
162, "Line.L115", 400, 600, 136.5917, 91.06116, 2.4 
162, "Line.L3", 400, 600, 132.64, 88.4267, 2.4 
162, "Line.L7", 400, 600, 130.6516, 87.10109, 2.4 
162, "Line.L10", 400, 600, 120.6017, 80.40114, 2.4 
162, "Line.SW1", 400, 600, 136.5917, 91.06116, 2.4 
163, "Line.L115", 400, 600, 142.6258, 95.08384, 2.4 
163, "Line.L3", 400, 600, 138.506, 92.33735, 2.4 
163, "Line.L7", 400, 600, 136.432, 90.95467, 2.4 
163, "Line.L10", 400, 600, 125.9581, 83.97206, 2.4 
163, "Line.SW1", 400, 600, 142.6258, 95.08384, 2.4 
164, "Line.L115", 400, 600, 139.8576, 93.23843, 2.4 
164, "Line.L3", 400, 600, 135.815, 90.54331, 2.4 
164, "Line.L7", 400, 600, 133.7802, 89.1868, 2.4 
164, "Line.L10", 400, 600, 123.5006, 82.33375, 2.4 
164, "Line.SW1", 400, 600, 139.8576, 93.23843, 2.4 
165, "Line.L115", 400, 600, 133.7883, 89.19223, 2.4 
165, "Line.L3", 400, 600, 129.9142, 86.60948, 2.4 
165, "Line.L7", 400, 600, 127.9653, 85.31023, 2.4 
165, "Line.L10", 400, 600, 118.1114, 78.74093, 2.4 
165, "Line.SW1", 400, 600, 133.7883, 89.19223, 2.4 
166, "Line.L115", 400, 600, 122.1233, 81.41553, 2.4 
166, "Line.L3", 400, 600, 118.5739, 79.04925, 2.4 
166, "Line.L7", 400, 600, 116.7901, 77.86005, 2.4 
166, "Line.L10", 400, 600, 107.7573, 71.83819, 2.4 
166, "Line.SW1", 400, 600, 122.1233, 81.41553, 2.4 
167, "Line.L115", 400, 600, 105.0487, 70.03244, 2.4 
167, "Line.L3", 400, 600, 101.9778, 67.9852, 2.4 
167, "Line.L7", 400, 600, 100.4368, 66.95789, 2.4 
167, "Line.SW1", 400, 600, 105.0487, 70.03244, 2.4 
176, "Line.L115", 400, 600, 113.2044, 75.46959, 2.4 
176, "Line.L3", 400, 600, 109.8814, 73.25424, 2.4 
176, "Line.L7", 400, 600, 108.2125, 72.14168, 2.4 
176, "Line.SW1", 400, 600, 113.2044, 75.46959, 2.4 
177, "Line.L115", 400, 600, 113.9334, 75.95562, 2.4 
177, "Line.L3", 400, 600, 110.5893, 73.72622, 2.4 
177, "Line.L7", 400, 600, 108.9098, 72.60654, 2.4 
177, "Line.L10", 400, 600, 100.5015, 67.00103, 2.4 
177, "Line.SW1", 400, 600, 113.9334, 75.95562, 2.4 
178, "Line.L115", 400, 600, 114.7635, 76.50903, 2.4 
178, "Line.L3", 400, 600, 111.3956, 74.26375, 2.4 
178, "Line.L7", 400, 600, 109.704, 73.13601, 2.4 
178, "Line.L10", 400, 600, 101.236, 67.49065, 2.4 
178, "Line.SW1", 400, 600, 114.7635, 76.50903, 2.4 
179, "Line.L115", 400, 600, 115.736, 77.15735, 2.4 
179, "Line.L3", 400, 600, 112.3544, 74.9029, 2.4 
179, "Line.L7", 400, 600, 110.6558, 73.77051, 2.4 
179, "Line.L10", 400, 600, 102.1009, 68.0673, 2.4 
179, "Line.SW1", 400, 600, 115.736, 77.15735, 2.4 
180, "Line.L115", 400, 600, 114.8482, 76.56549, 2.4 
180, "Line.L3", 400, 600, 111.4913, 74.32754, 2.4 
180, "Line.L7", 400, 600, 109.8053, 73.20353, 2.4 
180, "Line.L10", 400, 600, 101.3129, 67.54194, 2.4 
180, "Line.SW1", 400, 600, 114.8482, 76.56549, 2.4 
181, "Line.L115", 400, 600, 112.4014, 74.93427, 2.4 
181, "Line.L3", 400, 600, 109.1145, 72.74302, 2.4 
181, "Line.L7", 400, 600, 107.4641, 71.64273, 2.4 
181, "Line.SW1", 400, 600, 112.4014, 74.93427, 2.4 
182, "Line.L115", 400, 600, 110.5, 73.66666, 2.4 
182, "Line.L3", 400, 600, 107.2678, 71.5119, 2.4 
182, "Line.L7", 400, 600, 105.6452, 70.43011, 2.4 
182, "Line.SW1", 400, 600, 110.5, 73.66666, 2.4 
183, "Line.L115", 400, 600, 110.341, 73.56069, 2.4 
183, "Line.L3", 400, 600, 107.1133, 71.40887, 2.4 
183, "Line.L7", 400, 600, 105.4929, 70.32859, 2.4 
183, "Line.SW1", 400, 600, 110.341, 73.56069, 2.4 
184, "Line.L115", 400, 600, 110.4561, 73.63742, 2.4 
184, "Line.L3", 400, 600, 107.2251, 71.48338, 2.4 
184, "Line.L7", 400, 600, 105.603, 70.40197, 2.4 
184, "Line.SW1", 400, 600, 110.4561, 73.63742, 2.4 
185, "Line.L115", 400, 600, 118.2124, 78.80826, 2.4 
185, "Line.L3", 400, 600, 114.7595, 76.5063, 2.4 
185, "Line.L7", 400, 600, 113.0247, 75.34979, 2.4 
185, "Line.L10", 400, 600, 104.2902, 69.52677, 2.4 
185, "Line.SW1", 400, 600, 118.2124, 78.80826, 2.4 
186, "Line.L115", 400, 600, 133.9796, 89.31974, 2.4 
186, "Line.L3", 400, 600, 130.0819, 86.72129, 2.4 
186, "Line.L7", 400, 600, 128.1209, 85.41395, 2.4 
186, "Line.L10", 400, 600, 118.2673, 78.8449, 2.4 
186, "Line.SW1", 400, 600, 133.9796, 89.31974, 2.4 
187, "Line.L115", 400, 600, 139.4784, 92.98562, 2.4 
187, "Line.L3", 400, 600, 135.4463, 90.29752, 2.4 
187, "Line.L7", 400, 600, 133.4169, 88.9446, 2.4 
187, "Line.L10", 400, 600, 123.1639, 82.10928, 2.4 
187, "Line.SW1", 400, 600, 139.4784, 92.98562, 2.4 
188, "Line.L115", 400, 600, 137.3248, 91.54985, 2.4 
188, "Line.L3", 400, 600, 133.3526, 88.90175, 2.4 
188, "Line.L7", 400, 600, 131.3538, 87.56921, 2.4 
188, "Line.L10", 400, 600, 121.2523, 80.83486, 2.4 
188, "Line.SW1", 400, 600, 137.3248, 91.54985, 2.4 
189, "Line.L115", 400, 600, 131.3595, 87.573, 2.4 
189, "Line.L3", 400, 600, 127.5534, 85.03558, 2.4 
189, "Line.L7", 400, 600, 125.6391, 83.75939, 2.4 
189, "Line.L10", 400, 600, 115.957, 77.30466, 2.4 
189, "Line.SW1", 400, 600, 131.3595, 87.573, 2.4 
190, "Line.L115", 400, 600, 120.3704, 80.24694, 2.4 
190, "Line.L3", 400, 600, 116.869, 77.91269, 2.4 
190, "Line.L7", 400, 600, 115.1097, 76.73978, 2.4 
190, "Line.L10", 400, 600, 106.2545, 70.83635, 2.4 
190, "Line.SW1", 400, 600, 120.3704, 80.24694, 2.4 
191, "Line.L115", 400, 600, 103.9058, 69.27054, 2.4 
191, "Line.L3", 400, 600, 100.8679, 67.24527, 2.4 
191, "Line.SW1", 400, 600, 103.9058, 69.27054, 2.4 
200, "Line.L115", 400, 600, 111.3838, 74.25585, 2.4 
