"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase"
18, "Line.L3", 400, 600, 114.4033, 76.26889, 2.4 
18, "Line.L7", 400, 600, 112.2055, 74.80369, 2.4 
18, "Line.L10", 400, 600, 101.0674, 67.37827, 2.4 
18, "Line.SW1", 400, 600, 118.7681, 79.1787, 2.4 
19, "Line.L115", 400, 600, 115.7502, 77.16682, 2.4 
19, "Line.L3", 400, 600, 111.4877, 74.32513, 2.4 
19, "Line.L7", 400, 600, 109.3419, 72.8946, 2.4 
19, "Line.SW1", 400, 600, 115.7502, 77.16682, 2.4 
20, "Line.L115", 400, 600, 112.5984, 75.06557, 2.4 
20, "Line.L3", 400, 600, 108.4428, 72.29522, 2.4 
20, "Line.L7", 400, 600, 106.3515, 70.90099, 2.4 
20, "Line.SW1", 400, 600, 112.5984, 75.06557, 2.4 
21, "Line.L115", 400, 600, 107.476, 71.65069, 2.4 
21, "Line.L3", 400, 600, 103.493, 68.99533, 2.4 
21, "Line.L7", 400, 600, 101.4894, 67.65958, 2.4 
21, "Line.SW1", 400, 600, 107.476, 71.65069, 2.4 
22, "Line.L115", 400, 600, 107.4753, 71.65023, 2.4 
22, "Line.L3", 400, 600, 103.4923, 68.99487, 2.4 
22, "Line.L7", 400, 600, 101.4887, 67.65913, 2.4 
22, "Line.SW1", 400, 600, 107.4753, 71.65023, 2.4 
23, "Line.L115", 400, 600, 100.8746, 67.24976, 2.4 
23, "Line.SW1", 400, 600, 100.8746, 67.24976, 2.4 
33, "Line.L115", 400, 600, 101.8752, 67.91677, 2.4 
33, "Line.SW1", 400, 600, 101.8752, 67.91677, 2.4 
34, "Line.L115", 400, 600, 108.2716, 72.18103, 2.4 
34, "Line.L3", 400, 600, 104.2446, 69.49639, 2.4 
34, "Line.L7", 400, 600, 102.2186, 68.14573, 2.4 
34, "Line.SW1", 400, 600, 108.2716, 72.18103, 2.4 
35, "Line.L115", 400, 600, 116.4968, 77.66456, 2.4 
35, "Line.L3", 400, 600, 112.189, 74.79264, 2.4 
35, "Line.L7", 400, 600, 110.0201, 73.34672, 2.4 
35, "Line.SW1", 400, 600, 116.4968, 77.66456, 2.4 
36, "Line.L115", 400, 600, 123.0637, 82.04244, 2.4 
36, "Line.L3", 400, 600, 118.555, 79.03666, 2.4 
36, "Line.L7", 400, 600, 116.2839, 77.52257, 2.4 
36, "Line.L10", 400, 600, 104.782, 69.85465, 2.4 
36, "Line.SW1", 400, 600, 123.0637, 82.04244, 2.4 
37, "Line.L115", 400, 600, 122.514, 81.67601, 2.4 
37, "Line.L3", 400, 600, 118.0239, 78.68259, 2.4 
37, "Line.L7", 400, 600, 115.7622, 77.17479, 2.4 
37, "Line.L10", 400, 600, 104.3071, 69.5381, 2.4 
37, "Line.SW1", 400, 600, 122.514, 81.67601, 2.4 
38, "Line.L115", 400, 600, 121.8263, 81.2175, 2.4 
38, "Line.L3", 400, 600, 117.3593, 78.23954, 2.4 
38, "Line.L7", 400, 600, 115.1094, 76.73962, 2.4 
38, "Line.L10", 400, 600, 103.713, 69.14198, 2.4 
38, "Line.SW1", 400, 600, 121.8263, 81.2175, 2.4 
39, "Line.L115", 400, 600, 123.1668, 82.1112, 2.4 
39, "Line.L3", 400, 600, 118.6545, 79.10302, 2.4 
39, "Line.L7", 400, 600, 116.3816, 77.58773, 2.4 
39, "Line.L10", 400, 600, 104.8706, 69.91375, 2.4 
39, "Line.SW1", 400, 600, 123.1668, 82.1112, 2.4 
40, "Line.L115", 400, 600, 124.4347, 82.95644, 2.4 
40, "Line.L3", 400, 600, 119.8797, 79.91981, 2.4 
40, "Line.L7", 400, 600, 117.585, 78.39002, 2.4 
40, "Line.L10", 400, 600, 105.9663, 70.64421, 2.4 
40, "Line.SW1", 400, 600, 124.4347, 82.95644, 2.4 
41, "Line.L115", 400, 600, 124.5774, 83.05161, 2.4 
41, "Line.L3", 400, 600, 120.0178, 80.01185, 2.4 
41, "Line.L7", 400, 600, 117.7207, 78.48045, 2.4 
41, "Line.L10", 400, 600, 106.0901, 70.72671, 2.4 
41, "Line.SW1", 400, 600, 124.5774, 83.05161, 2.4 
42, "Line.L115", 400, 600, 118.7681, 79.1787, 2.4 
42, "Line.L3", 400, 600, 114.4033, 76.26889, 2.4 
42, "Line.L7", 400, 600, 112.2055, 74.80369, 2.4 
42, "Line.L10", 400, 600, 101.0674, 67.37827, 2.4 
42, "Line.SW1", 400, 600, 118.7681, 79.1787, 2.4 
43, "Line.L115", 400, 600, 115.7502, 77.16682, 2.4 
43, "Line.L3", 400, 600, 111.4877, 74.32513, 2.4 
43, "Line.L7", 400, 600, 109.3419, 72.8946, 2.4 
43, "Line.SW1", 400, 600, 115.7502, 77.16682, 2.4 
44, "Line.L115", 400, 600, 112.5984, 75.06557, 2.4 
44, "Line.L3", 400, 600, 108.4428, 72.29522, 2.4 
44, "Line.L7", 400, 600, 106.3515, 70.90099, 2.4 
44, "Line.SW1", 400, 600, 112.5984, 75.06557, 2.4 
45, "Line.L115", 400, 600, 107.476, 71.65069, 2.4 
45, "Line.L3", 400, 600, 103.493, 68.99533, 2.4 
45, "Line.L7", 400, 600, 101.4894, 67.65958, 2.4 
45, "Line.SW1", 400, 600, 107.476, 71.65069, 2.4 
46, "Line.L115", 400, 600, 107.4753, 71.65023, 2.4 
46, "Line.L3", 400, 600, 103.4923, 68.99487, 2.4 
46, "Line.L7", 400, 600, 101.4887, 67.65913, 2.4 
46, "Line.SW1", 400, 600, 107.4753, 71.65023, 2.4 
47, "Line.L115", 400, 600, 100.8746, 67.24976, 2.4 
47, "Line.SW1", 400, 600, 100.8746, 67.24976, 2.4 
57, "Line.L115", 400, 600, 101.8752, 67.91677, 2.4 
57, "Line.SW1", 400, 600, 101.8752, 67.91677, 2.4 
58, "Line.L115", 400, 600, 108.2716, 72.18103, 2.4 
58, "Line.L3", 400, 600, 104.2446, 69.49639, 2.4 
58, "Line.L7", 400, 600, 102.2186, 68.14573, 2.4 
58, "Line.SW1", 400, 600, 108.2716, 72.18103, 2.4 
59, "Line.L115", 400, 600, 116.4968, 77.66456, 2.4 
59, "Line.L3", 400, 600, 112.189, 74.79264, 2.4 
59, "Line.L7", 400, 600, 110.0201, 73.34672, 2.4 
59, "Line.SW1", 400, 600, 116.4968, 77.66456, 2.4 
60, "Line.L115", 400, 600, 123.0637, 82.04244, 2.4 
60, "Line.L3", 400, 600, 118.555, 79.03666, 2.4 
60, "Line.L7", 400, 600, 116.2839, 77.52257, 2.4 
60, "Line.L10", 400, 600, 104.782, 69.85465, 2.4 
60, "Line.SW1", 400, 600, 123.0637, 82.04244, 2.4 
61, "Line.L115", 400, 600, 122.514, 81.67601, 2.4 
61, "Line.L3", 400, 600, 118.0239, 78.68259, 2.4 
61, "Line.L7", 400, 600, 115.7622, 77.17479, 2.4 
61, "Line.L10", 400, 600, 104.3071, 69.5381, 2.4 
61, "Line.SW1", 400, 600, 122.514, 81.67601, 2.4 
62, "Line.L115", 400, 600, 121.8263, 81.2175, 2.4 
62, "Line.L3", 400, 600, 117.3593, 78.23954, 2.4 
62, "Line.L7", 400, 600, 115.1094, 76.73962, 2.4 
62, "Line.L10", 400, 600, 103.713, 69.14198, 2.4 
62, "Line.SW1", 400, 600, 121.8263, 81.2175, 2.4 
63, "Line.L115", 400, 600, 123.1668, 82.1112, 2.4 
63, "Line.L3", 400, 600, 118.6545, 79.10302, 2.4 
63, "Line.L7", 400, 600, 116.3816, 77.58773, 2.4 
63, "Line.L10", 400, 600, 104.8706, 69.91375, 2.4 
63, "Line.SW1", 400, 600, 123.1668, 82.1112, 2.4 
64, "Line.L115", 400, 600, 124.4347, 82.95644, 2.4 
64, "Line.L3", 400, 600, 119.8797, 79.91981, 2.4 
64, "Line.L7", 400, 600, 117.585, 78.39002, 2.4 
64, "Line.L10", 400, 600, 105.9663, 70.64421, 2.4 
64, "Line.SW1", 400, 600, 124.4347, 82.95644, 2.4 
65, "Line.L115", 400, 600, 124.5774, 83.05161, 2.4 
65, "Line.L3", 400, 600, 120.0178, 80.01185, 2.4 
65, "Line.L7", 400, 600, 117.7207, 78.48045, 2.4 
65, "Line.L10", 400, 600, 106.0901, 70.72671, 2.4 
65, "Line.SW1", 400, 600, 124.5774, 83.05161, 2.4 
66, "Line.L115", 400, 600, 118.7681, 79.1787, 2.4 
66, "Line.L3", 400, 600, 114.4033, 76.26889, 2.4 
66, "Line.L7", 400, 600, 112.2055, 74.80369, 2.4 
66, "Line.L10", 400, 600, 101.0674, 67.37827, 2.4 
66, "Line.SW1", 400, 600, 118.7681, 79.1787, 2.4 
67, "Line.L115", 400, 600, 115.7502, 77.16682, 2.4 
67, "Line.L3", 400, 600, 111.4877, 74.32513, 2.4 
67, "Line.L7", 400, 600, 109.3419, 72.8946, 2.4 
67, "Line.SW1", 400, 600, 115.7502, 77.16682, 2.4 
68, "Line.L115", 400, 600, 112.5984, 75.06557, 2.4 
68, "Line.L3", 400, 600, 108.4428, 72.29522, 2.4 
68, "Line.L7", 400, 600, 106.3515, 70.90099, 2.4 
68, "Line.SW1", 400, 600, 112.5984, 75.06557, 2.4 
69, "Line.L115", 400, 600, 107.476, 71.65069, 2.4 
69, "Line.L3", 400, 600, 103.493, 68.99533, 2.4 
69, "Line.L7", 400, 600, 101.4894, 67.65958, 2.4 
69, "Line.SW1", 400, 600, 107.476, 71.65069, 2.4 
70, "Line.L115", 400, 600, 107.4753, 71.65023, 2.4 
70, "Line.L3", 400, 600, 103.4923, 68.99487, 2.4 
70, "Line.L7", 400, 600, 101.4887, 67.65913, 2.4 
70, "Line.SW1", 400, 600, 107.4753, 71.65023, 2.4 
71, "Line.L115", 400, 600, 100.8746, 67.24976, 2.4 
71, "Line.SW1", 400, 600, 100.8746, 67.24976, 2.4 
81, "Line.L115", 400, 600, 101.8752, 67.91677, 2.4 
81, "Line.SW1", 400, 600, 101.8752, 67.91677, 2.4 
82, "Line.L115", 400, 600, 108.2716, 72.18103, 2.4 
82, "Line.L3", 400, 600, 104.2446, 69.49639, 2.4 
82, "Line.L7", 400, 600, 102.2186, 68.14573, 2.4 
82, "Line.SW1", 400, 600, 108.2716, 72.18103, 2.4 
83, "Line.L115", 400, 600, 116.4968, 77.66456, 2.4 
83, "Line.L3", 400, 600, 112.189, 74.79264, 2.4 
83, "Line.L7", 400, 600, 110.0201, 73.34672, 2.4 
83, "Line.SW1", 400, 600, 116.4968, 77.66456, 2.4 
84, "Line.L115", 400, 600, 123.0637, 82.04244, 2.4 
84, "Line.L3", 400, 600, 118.555, 79.03666, 2.4 
84, "Line.L7", 400, 600, 116.2839, 77.52257, 2.4 
84, "Line.L10", 400, 600, 104.782, 69.85465, 2.4 
84, "Line.SW1", 400, 600, 123.0637, 82.04244, 2.4 
85, "Line.L115", 400, 600, 122.514, 81.67601, 2.4 
85, "Line.L3", 400, 600, 118.0239, 78.68259, 2.4 
85, "Line.L7", 400, 600, 115.7622, 77.17479, 2.4 
85, "Line.L10", 400, 600, 104.3071, 69.5381, 2.4 
85, "Line.SW1", 400, 600, 122.514, 81.67601, 2.4 
86, "Line.L115", 400, 600, 121.8263, 81.2175, 2.4 
86, "Line.L3", 400, 600, 117.3593, 78.23954, 2.4 
86, "Line.L7", 400, 600, 115.1094, 76.73962, 2.4 
86, "Line.L10", 400, 600, 103.713, 69.14198, 2.4 
86, "Line.SW1", 400, 600, 121.8263, 81.2175, 2.4 
87, "Line.L115", 400, 600, 123.1668, 82.1112, 2.4 
87, "Line.L3", 400, 600, 118.6545, 79.10302, 2.4 
87, "Line.L7", 400, 600, 116.3816, 77.58773, 2.4 
87, "Line.L10", 400, 600, 104.8706, 69.91375, 2.4 
87, "Line.SW1", 400, 600, 123.1668, 82.1112, 2.4 
88, "Line.L115", 400, 600, 124.4347, 82.95644, 2.4 
88, "Line.L3", 400, 600, 119.8797, 79.91981, 2.4 
88, "Line.L7", 400, 600, 117.585, 78.39002, 2.4 
88, "Line.L10", 400, 600, 105.9663, 70.64421, 2.4 
88, "Line.SW1", 400, 600, 124.4347, 82.95644, 2.4 
89, "Line.L115", 400, 600, 124.5774, 83.05161, 2.4 
89, "Line.L3", 400, 600, 120.0178, 80.01185, 2.4 
89, "Line.L7", 400, 600, 117.7207, 78.48045, 2.4 
89, "Line.L10", 400, 600, 106.0901, 70.72671, 2.4 
89, "Line.SW1", 400, 600, 124.5774, 83.05161, 2.4 
90, "Line.L115", 400, 600, 118.7681, 79.1787, 2.4 
90, "Line.L3", 400, 600, 114.4033, 76.26889, 2.4 
90, "Line.L7", 400, 600, 112.2055, 74.80369, 2.4 
90, "Line.L10", 400, 600, 101.0674, 67.37827, 2.4 
90, "Line.SW1", 400, 600, 118.7681, 79.1787, 2.4 
91, "Line.L115", 400, 600, 115.7502, 77.16682, 2.4 
91, "Line.L3", 400, 600, 111.4877, 74.32513, 2.4 
91, "Line.L7", 400, 600, 109.3419, 72.8946, 2.4 
91, "Line.SW1", 400, 600, 115.7502, 77.16682, 2.4 
92, "Line.L115", 400, 600, 112.5984, 75.06557, 2.4 
92, "Line.L3", 400, 600, 108.4428, 72.29522, 2.4 
92, "Line.L7", 400, 600, 106.3515, 70.90099, 2.4 
92, "Line.SW1", 400, 600, 112.5984, 75.06557, 2.4 
93, "Line.L115", 400, 600, 107.476, 71.65069, 2.4 
93, "Line.L3", 400, 600, 103.493, 68.99533, 2.4 
93, "Line.L7", 400, 600, 101.4894, 67.65958, 2.4 
93, "Line.SW1", 400, 600, 107.476, 71.65069, 2.4 
94, "Line.L115", 400, 600, 107.4753, 71.65023, 2.4 
94, "Line.L3", 400, 600, 103.4923, 68.99487, 2.4 
94, "Line.L7", 400, 600, 101.4887, 67.65913, 2.4 
94, "Line.SW1", 400, 600, 107.4753, 71.65023, 2.4 
95, "Line.L115", 400, 600, 100.8746, 67.24976, 2.4 
95, "Line.SW1", 400, 600, 100.8746, 67.24976, 2.4 
105, "Line.L115", 400, 600, 101.8752, 67.91677, 2.4 
105, "Line.SW1", 400, 600, 101.8752, 67.91677, 2.4 
106, "Line.L115", 400, 600, 108.2716, 72.18103, 2.4 
106, "Line.L3", 400, 600, 104.2446, 69.49639, 2.4 
106, "Line.L7", 400, 600, 102.2186, 68.14573, 2.4 
106, "Line.SW1", 400, 600, 108.2716, 72.18103, 2.4 
107, "Line.L115", 400, 600, 116.4968, 77.66456, 2.4 
107, "Line.L3", 400, 600, 112.189, 74.79264, 2.4 
107, "Line.L7", 400, 600, 110.0201, 73.34672, 2.4 
107, "Line.SW1", 400, 600, 116.4968, 77.66456, 2.4 
108, "Line.L115", 400, 600, 123.0637, 82.04244, 2.4 
108, "Line.L3", 400, 600, 118.555, 79.03666, 2.4 
108, "Line.L7", 400, 600, 116.2839, 77.52257, 2.4 
108, "Line.L10", 400, 600, 104.782, 69.85465, 2.4 
108, "Line.SW1", 400, 600, 123.0637, 82.04244, 2.4 
109, "Line.L115", 400, 600, 122.514, 81.67601, 2.4 
109, "Line.L3", 400, 600, 118.0239, 78.68259, 2.4 
109, "Line.L7", 400, 600, 115.7622, 77.17479, 2.4 
109, "Line.L10", 400, 600, 104.3071, 69.5381, 2.4 
109, "Line.SW1", 400, 600, 122.514, 81.67601, 2.4 
110, "Line.L115", 400, 600, 121.8263, 81.2175, 2.4 
110, "Line.L3", 400, 600, 117.3593, 78.23954, 2.4 
110, "Line.L7", 400, 600, 115.1094, 76.73962, 2.4 
110, "Line.L10", 400, 600, 103.713, 69.14198, 2.4 
110, "Line.SW1", 400, 600, 121.8263, 81.2175, 2.4 
111, "Line.L115", 400, 600, 123.1668, 82.1112, 2.4 
111, "Line.L3", 400, 600, 118.6545, 79.10302, 2.4 
111, "Line.L7", 400, 600, 116.3816, 77.58773, 2.4 
111, "Line.L10", 400, 600, 104.8706, 69.91375, 2.4 
111, "Line.SW1", 400, 600, 123.1668, 82.1112, 2.4 
112, "Line.L115", 400, 600, 124.4347, 82.95644, 2.4 
112, "Line.L3", 400, 600, 119.8797, 79.91981, 2.4 
112, "Line.L7", 400, 600, 117.585, 78.39002, 2.4 
112, "Line.L10", 400, 600, 105.9663, 70.64421, 2.4 
112, "Line.SW1", 400, 600, 124.4347, 82.95644, 2.4 
113, "Line.L115", 400, 600, 124.5774, 83.05161, 2.4 
113, "Line.L3", 400, 600, 120.0178, 80.01185, 2.4 
113, "Line.L7", 400, 600, 117.7207, 78.48045, 2.4 
113, "Line.L10", 400, 600, 106.0901, 70.72671, 2.4 
113, "Line.SW1", 400, 600, 124.5774, 83.05161, 2.4 
114, "Line.L115", 400, 600, 118.7681, 79.1787, 2.4 
114, "Line.L3", 400, 600, 114.4033, 76.26889, 2.4 
114, "Line.L7", 400, 600, 112.2055, 74.80369, 2.4 
114, "Line.L10", 400, 600, 101.0674, 67.37827, 2.4 
114, "Line.SW1", 400, 600, 118.7681, 79.1787, 2.4 
115, "Line.L115", 400, 600, 115.7502, 77.16682, 2.4 
115, "Line.L3", 400, 600, 111.4877, 74.32513, 2.4 
115, "Line.L7", 400, 600, 109.3419, 72.8946, 2.4 
115, "Line.SW1", 400, 600, 115.7502, 77.16682, 2.4 
116, "Line.L115", 400, 600, 112.5984, 75.06557, 2.4 
116, "Line.L3", 400, 600, 108.4428, 72.29522, 2.4 
116, "Line.L7", 400, 600, 106.3515, 70.90099, 2.4 
116, "Line.SW1", 400, 600, 112.5984, 75.06557, 2.4 
117, "Line.L115", 400, 600, 107.476, 71.65069, 2.4 
117, "Line.L3", 400, 600, 103.493, 68.99533, 2.4 
117, "Line.L7", 400, 600, 101.4894, 67.65958, 2.4 
117, "Line.SW1", 400, 600, 107.476, 71.65069, 2.4 
118, "Line.L115", 400, 600, 107.4753, 71.65023, 2.4 
118, "Line.L3", 400, 600, 103.4923, 68.99487, 2.4 
118, "Line.L7", 400, 600, 101.4887, 67.65913, 2.4 
118, "Line.SW1", 400, 600, 107.4753, 71.65023, 2.4 
119, "Line.L115", 400, 600, 100.8746, 67.24976, 2.4 
119, "Line.SW1", 400, 600, 100.8746, 67.24976, 2.4 
129, "Line.L115", 400, 600, 101.8752, 67.91677, 2.4 
129, "Line.SW1", 400, 600, 101.8752, 67.91677, 2.4 
130, "Line.L115", 400, 600, 108.2716, 72.18103, 2.4 
130, "Line.L3", 400, 600, 104.2446, 69.49639, 2.4 
130, "Line.L7", 400, 600, 102.2186, 68.14573, 2.4 
130, "Line.SW1", 400, 600, 108.2716, 72.18103, 2.4 
131, "Line.L115", 400, 600, 116.4968, 77.66456, 2.4 
131, "Line.L3", 400, 600, 112.189, 74.79264, 2.4 
131, "Line.L7", 400, 600, 110.0201, 73.34672, 2.4 
131, "Line.SW1", 400, 600, 116.4968, 77.66456, 2.4 
132, "Line.L115", 400, 600, 123.0637, 82.04244, 2.4 
132, "Line.L3", 400, 600, 118.555, 79.03666, 2.4 
132, "Line.L7", 400, 600, 116.2839, 77.52257, 2.4 
132, "Line.L10", 400, 600, 104.782, 69.85465, 2.4 
132, "Line.SW1", 400, 600, 123.0637, 82.04244, 2.4 
133, "Line.L115", 400, 600, 122.514, 81.67601, 2.4 
133, "Line.L3", 400, 600, 118.0239, 78.68259, 2.4 
133, "Line.L7", 400, 600, 115.7622, 77.17479, 2.4 
133, "Line.L10", 400, 600, 104.3071, 69.5381, 2.4 
133, "Line.SW1", 400, 600, 122.514, 81.67601, 2.4 
134, "Line.L115", 400, 600, 121.8263, 81.2175, 2.4 
134, "Line.L3", 400, 600, 117.3593, 78.23954, 2.4 
134, "Line.L7", 400, 600, 115.1094, 76.73962, 2.4 
134, "Line.L10", 400, 600, 103.713, 69.14198, 2.4 
134, "Line.SW1", 400, 600, 121.8263, 81.2175, 2.4 
135, "Line.L115", 400, 600, 123.1668, 82.1112, 2.4 
135, "Line.L3", 400, 600, 118.6545, 79.10302, 2.4 
135, "Line.L7", 400, 600, 116.3816, 77.58773, 2.4 
135, "Line.L10", 400, 600, 104.8706, 69.91375, 2.4 
135, "Line.SW1", 400, 600, 123.1668, 82.1112, 2.4 
136, "Line.L115", 400, 600, 124.4347, 82.95644, 2.4 
136, "Line.L3", 400, 600, 119.8797, 79.91981, 2.4 
136, "Line.L7", 400, 600, 117.585, 78.39002, 2.4 
136, "Line.L10", 400, 600, 105.9663, 70.64421, 2.4 
136, "Line.SW1", 400, 600, 124.4347, 82.95644, 2.4 
137, "Line.L115", 400, 600, 124.5774, 83.05161, 2.4 
137, "Line.L3", 400, 600, 120.0178, 80.01185, 2.4 
137, "Line.L7", 400, 600, 117.7207, 78.48045, 2.4 
137, "Line.L10", 400, 600, 106.0901, 70.72671, 2.4 
137, "Line.SW1", 400, 600, 124.5774, 83.05161, 2.4 
138, "Line.L115", 400, 600, 118.7681, 79.1787, 2.4 
138, "Line.L3", 400, 600, 114.4033, 76.26889, 2.4 
138, "Line.L7", 400, 600, 112.2055, 74.80369, 2.4 
138, "Line.L10", 400, 600, 101.0674, 67.37827, 2.4 
138, "Line.SW1", 400, 600, 118.7681, 79.1787, 2.4 
139, "Line.L115", 400, 600, 115.7502, 77.16682, 2.4 
139, "Line.L3", 400, 600, 111.4877, 74.32513, 2.4 
139, "Line.L7", 400, 600, 109.3419, 72.8946, 2.4 
139, "Line.SW1", 400, 600, 115.7502, 77.16682, 2.4 
140, "Line.L115", 400, 600, 112.5984, 75.06557, 2.4 
140, "Line.L3", 400, 600, 108.4428, 72.29522, 2.4 
140, "Line.L7", 400, 600, 106.3515, 70.90099, 2.4 
140, "Line.SW1", 400, 600, 112.5984, 75.06557, 2.4 
141, "Line.L115", 400, 600, 107.476, 71.65069, 2.4 
141, "Line.L3", 400, 600, 103.493, 68.99533, 2.4 
141, "Line.L7", 400, 600, 101.4894, 67.65958, 2.4 
141, "Line.SW1", 400, 600, 107.476, 71.65069, 2.4 
142, "Line.L115", 400, 600, 107.4753, 71.65023, 2.4 
142, "Line.L3", 400, 600, 103.4923, 68.99487, 2.4 
142, "Line.L7", 400, 600, 101.4887, 67.65913, 2.4 
142, "Line.SW1", 400, 600, 107.4753, 71.65023, 2.4 
143, "Line.L115", 400, 600, 100.8746, 67.24976, 2.4 
143, "Line.SW1", 400, 600, 100.8746, 67.24976, 2.4 
153, "Line.L115", 400, 600, 101.8752, 67.91677, 2.4 
153, "Line.SW1", 400, 600, 101.8752, 67.91677, 2.4 
154, "Line.L115", 400, 600, 108.2716, 72.18103, 2.4 
154, "Line.L3", 400, 600, 104.2446, 69.49639, 2.4 
154, "Line.L7", 400, 600, 102.2186, 68.14573, 2.4 
154, "Line.SW1", 400, 600, 108.2716, 72.18103, 2.4 
155, "Line.L115", 400, 600, 116.4968, 77.66456, 2.4 
155, "Line.L3", 400, 600, 112.189, 74.79264, 2.4 
155, "Line.L7", 400, 600, 110.0201, 73.34672, 2.4 
155, "Line.SW1", 400, 600, 116.4968, 77.66456, 2.4 
156, "Line.L115", 400, 600, 123.0637, 82.04244, 2.4 
156, "Line.L3", 400, 600, 118.555, 79.03666, 2.4 
156, "Line.L7", 400, 600, 116.2839, 77.52257, 2.4 
156, "Line.L10", 400, 600, 104.782, 69.85465, 2.4 
156, "Line.SW1", 400, 600, 123.0637, 82.04244, 2.4 
157, "Line.L115", 400, 600, 122.514, 81.67601, 2.4 
157, "Line.L3", 400, 600, 118.0239, 78.68259, 2.4 
157, "Line.L7", 400, 600, 115.7622, 77.17479, 2.4 
157, "Line.L10", 400, 600, 104.3071, 69.5381, 2.4 
157, "Line.SW1", 400, 600, 122.514, 81.67601, 2.4 
158, "Line.L115", 400, 600, 121.8263, 81.2175, 2.4 
158, "Line.L3", 400, 600, 117.3593, 78.23954, 2.4 
158, "Line.L7", 400, 600, 115.1094, 76.73962, 2.4 
158, "Line.L10", 400, 600, 103.713, 69.14198, 2.4 
158, "Line.SW1", 400, 600, 121.8263, 81.2175, 2.4 
159, "Line.L115", 400, 600, 123.1668, 82.1112, 2.4 
159, "Line.L3", 400, 600, 118.6545, 79.10302, 2.4 
159, "Line.L7", 400, 600, 116.3816, 77.58773, 2.4 
159, "Line.L10", 400, 600, 104.8706, 69.91375, 2.4 
159, "Line.SW1", 400, 600, 123.1668, 82.1112, 2.4 
160, "Line.L115", 400, 600, 124.4347, 82.95644, 2.4 
160, "Line.L3", 400, 600, 119.8797, 79.91981, 2.4 
160, "Line.L7", 400, 600, 117.585, 78.39002, 2.4 
160, "Line.L10", 400, 600, 105.9663, 70.64421, 2.4 
160, "Line.SW1", 400, 600, 124.4347, 82.95644, 2.4 
161, "Line.L115", 400, 600, 124.5774, 83.05161, 2.4 
161, "Line.L3", 400, 600, 120.0178, 80.01185, 2.4 
161, "Line.L7", 400, 600, 117.7207, 78.48045, 2.4 
161, "Line.L10", 400, 600, 106.0901, 70.72671, 2.4 
161, "Line.SW1", 400, 600, 124.5774, 83.05161, 2.4 
162, "Line.L115", 400, 600, 118.7681, 79.1787, 2.4 
162, "Line.L3", 400, 600, 114.4033, 76.26889, 2.4 
