"Hour", "Element", "Normal Amps", "Emerg Amps", "% Normal", "% Emerg", "kVBase"
395, "Line.sw1", 400, 600, 100.4758, 66.98385, 2.4 
396, "Line.l115", 400, 600, 100.1475, 66.76502, 2.4 
396, "Line.sw1", 400, 600, 100.1475, 66.76502, 2.4 
397, "Line.l115", 400, 600, 101.4907, 67.66048, 2.4 
397, "Line.sw1", 400, 600, 101.4907, 67.66048, 2.4 
398, "Line.l115", 400, 600, 100.4963, 66.99756, 2.4 
398, "Line.sw1", 400, 600, 100.4963, 66.99756, 2.4 
416, "Line.l115", 400, 600, 101.4907, 67.66048, 2.4 
416, "Line.sw1", 400, 600, 101.4907, 67.66048, 2.4 
417, "Line.l115", 400, 600, 101.3264, 67.55096, 2.4 
417, "Line.sw1", 400, 600, 101.3264, 67.55096, 2.4 
418, "Line.l115", 400, 600, 100.3298, 66.88651, 2.4 
418, "Line.sw1", 400, 600, 100.3298, 66.88651, 2.4 
608, "Line.l115", 400, 600, 103.8783, 69.25217, 2.4 
608, "Line.l3", 400, 600, 100.8181, 67.21206, 2.4 
608, "Line.sw1", 400, 600, 103.8783, 69.25217, 2.4 
609, "Line.l115", 400, 600, 101.3811, 67.58737, 2.4 
609, "Line.sw1", 400, 600, 101.3811, 67.58737, 2.4 
752, "Line.l115", 400, 600, 102.2023, 68.13489, 2.4 
752, "Line.sw1", 400, 600, 102.2023, 68.13489, 2.4 
872, "Line.l115", 400, 600, 101.1847, 67.45649, 2.4 
872, "Line.sw1", 400, 600, 101.1847, 67.45649, 2.4 
873, "Line.l115", 400, 600, 101.3526, 67.5684, 2.4 
873, "Line.sw1", 400, 600, 101.3526, 67.5684, 2.4 
895, "Line.l115", 400, 600, 103.2094, 68.8063, 2.4 
895, "Line.l3", 400, 600, 100.1686, 66.77907, 2.4 
895, "Line.sw1", 400, 600, 103.2094, 68.8063, 2.4 
896, "Line.l115", 400, 600, 108.9053, 72.60352, 2.4 
896, "Line.l3", 400, 600, 105.7004, 70.46697, 2.4 
896, "Line.l7", 400, 600, 104.0917, 69.39449, 2.4 
896, "Line.sw1", 400, 600, 108.9053, 72.60352, 2.4 
897, "Line.l115", 400, 600, 105.2166, 70.14438, 2.4 
897, "Line.l3", 400, 600, 102.1178, 68.07852, 2.4 
897, "Line.l7", 400, 600, 100.5629, 67.0419, 2.4 
897, "Line.sw1", 400, 600, 105.2166, 70.14438, 2.4 
898, "Line.l115", 400, 600, 102.3733, 68.24884, 2.4 
898, "Line.sw1", 400, 600, 102.3733, 68.24884, 2.4 
899, "Line.l115", 400, 600, 100.0382, 66.69215, 2.4 
899, "Line.sw1", 400, 600, 100.0382, 66.69215, 2.4 
920, "Line.l115", 400, 600, 101.3517, 67.5678, 2.4 
920, "Line.sw1", 400, 600, 101.3517, 67.5678, 2.4 
921, "Line.l115", 400, 600, 100.1906, 66.79377, 2.4 
921, "Line.sw1", 400, 600, 100.1906, 66.79377, 2.4 
944, "Line.l115", 400, 600, 101.3515, 67.56766, 2.4 
944, "Line.sw1", 400, 600, 101.3515, 67.56766, 2.4 
945, "Line.l115", 400, 600, 103.2094, 68.8063, 2.4 
945, "Line.l3", 400, 600, 100.1686, 66.77906, 2.4 
945, "Line.sw1", 400, 600, 103.2094, 68.8063, 2.4 
946, "Line.l115", 400, 600, 101.5445, 67.69633, 2.4 
946, "Line.sw1", 400, 600, 101.5445, 67.69633, 2.4 
947, "Line.l115", 400, 600, 100.3752, 66.91681, 2.4 
947, "Line.sw1", 400, 600, 100.3752, 66.91681, 2.4 
955, "Line.l115", 400, 600, 102.5337, 68.35582, 2.4 
955, "Line.sw1", 400, 600, 102.5337, 68.35582, 2.4 
956, "Line.l115", 400, 600, 100.54, 67.02669, 2.4 
956, "Line.sw1", 400, 600, 100.54, 67.02669, 2.4 
968, "Line.l115", 400, 600, 100.9989, 67.33257, 2.4 
968, "Line.sw1", 400, 600, 100.9989, 67.33257, 2.4 
969, "Line.l115", 400, 600, 101.3323, 67.55486, 2.4 
969, "Line.sw1", 400, 600, 101.3323, 67.55486, 2.4 
970, "Line.l115", 400, 600, 100.0046, 66.66974, 2.4 
970, "Line.sw1", 400, 600, 100.0046, 66.66974, 2.4 
1040, "Line.l115", 400, 600, 102.0354, 68.02359, 2.4 
1040, "Line.sw1", 400, 600, 102.0354, 68.02359, 2.4 
1041, "Line.l115", 400, 600, 104.8818, 69.9212, 2.4 
1041, "Line.l3", 400, 600, 101.7927, 67.86177, 2.4 
1041, "Line.l7", 400, 600, 100.2426, 66.82842, 2.4 
1041, "Line.sw1", 400, 600, 104.8818, 69.9212, 2.4 
1042, "Line.l115", 400, 600, 107.0501, 71.36671, 2.4 
1042, "Line.l3", 400, 600, 103.8983, 69.26554, 2.4 
1042, "Line.l7", 400, 600, 102.3165, 68.21103, 2.4 
1042, "Line.sw1", 400, 600, 107.0501, 71.36671, 2.4 
1043, "Line.l115", 400, 600, 105.7236, 70.48241, 2.4 
1043, "Line.l3", 400, 600, 102.6103, 68.40687, 2.4 
1043, "Line.l7", 400, 600, 101.048, 67.36534, 2.4 
1043, "Line.sw1", 400, 600, 105.7236, 70.48241, 2.4 
1044, "Line.l115", 400, 600, 101.7058, 67.80384, 2.4 
1044, "Line.sw1", 400, 600, 101.7058, 67.80384, 2.4 
1045, "Line.l115", 400, 600, 100.376, 66.9173, 2.4 
1045, "Line.sw1", 400, 600, 100.376, 66.9173, 2.4 
1051, "Line.l115", 400, 600, 102.1996, 68.13307, 2.4 
1051, "Line.sw1", 400, 600, 102.1996, 68.13307, 2.4 
1052, "Line.l115", 400, 600, 101.3694, 67.57959, 2.4 
1052, "Line.sw1", 400, 600, 101.3694, 67.57959, 2.4 
1170, "Line.l115", 400, 600, 101.3519, 67.56792, 2.4 
1170, "Line.sw1", 400, 600, 101.3519, 67.56792, 2.4 
1171, "Line.l115", 400, 600, 104.5475, 69.69835, 2.4 
1171, "Line.l3", 400, 600, 101.468, 67.64536, 2.4 
1171, "Line.sw1", 400, 600, 104.5475, 69.69835, 2.4 
1172, "Line.l115", 400, 600, 103.2133, 68.80886, 2.4 
1172, "Line.l3", 400, 600, 100.1724, 66.78161, 2.4 
1172, "Line.sw1", 400, 600, 103.2133, 68.80886, 2.4 
1173, "Line.l115", 400, 600, 101.3785, 67.58564, 2.4 
1173, "Line.sw1", 400, 600, 101.3785, 67.58564, 2.4 
1208, "Line.l115", 400, 600, 102.8723, 68.58154, 2.4 
1208, "Line.sw1", 400, 600, 102.8723, 68.58154, 2.4 
1209, "Line.l115", 400, 600, 106.3897, 70.92645, 2.4 
1209, "Line.l3", 400, 600, 103.2571, 68.83808, 2.4 
1209, "Line.l7", 400, 600, 101.6851, 67.79003, 2.4 
1209, "Line.sw1", 400, 600, 106.3897, 70.92645, 2.4 
1210, "Line.l115", 400, 600, 104.887, 69.92466, 2.4 
1210, "Line.l3", 400, 600, 101.7978, 67.86521, 2.4 
1210, "Line.l7", 400, 600, 100.2477, 66.83182, 2.4 
1210, "Line.sw1", 400, 600, 104.887, 69.92466, 2.4 
1211, "Line.l115", 400, 600, 103.0484, 68.69894, 2.4 
1211, "Line.l3", 400, 600, 100.0123, 66.67489, 2.4 
1211, "Line.sw1", 400, 600, 103.0484, 68.69894, 2.4 
1232, "Line.l115", 400, 600, 100.3513, 66.90089, 2.4 
1232, "Line.sw1", 400, 600, 100.3513, 66.90089, 2.4 
1376, "Line.l115", 400, 600, 102.8723, 68.58154, 2.4 
1376, "Line.sw1", 400, 600, 102.8723, 68.58154, 2.4 
1377, "Line.l115", 400, 600, 101.7047, 67.80315, 2.4 
1377, "Line.sw1", 400, 600, 101.7047, 67.80315, 2.4 
1378, "Line.l115", 400, 600, 100.0394, 66.69294, 2.4 
1378, "Line.sw1", 400, 600, 100.0394, 66.69294, 2.4 
1379, "Line.l115", 400, 600, 100.0329, 66.68857, 2.4 
1379, "Line.sw1", 400, 600, 100.0329, 66.68857, 2.4 
2581, "Line.l115", 400, 600, 102.5382, 68.35879, 2.4 
2581, "Line.sw1", 400, 600, 102.5382, 68.35879, 2.4 
2582, "Line.l115", 400, 600, 104.7049, 69.80324, 2.4 
2582, "Line.l3", 400, 600, 101.6206, 67.74709, 2.4 
2582, "Line.l7", 400, 600, 100.0731, 66.71542, 2.4 
2582, "Line.sw1", 400, 600, 104.7049, 69.80324, 2.4 
2583, "Line.l115", 400, 600, 105.7141, 70.47607, 2.4 
2583, "Line.l3", 400, 600, 102.6009, 68.40059, 2.4 
2583, "Line.l7", 400, 600, 101.0386, 67.3591, 2.4 
2583, "Line.sw1", 400, 600, 105.7141, 70.47607, 2.4 
2584, "Line.l115", 400, 600, 104.717, 69.81135, 2.4 
2584, "Line.l3", 400, 600, 101.6327, 67.75513, 2.4 
2584, "Line.l7", 400, 600, 100.0851, 66.72339, 2.4 
2584, "Line.sw1", 400, 600, 104.717, 69.81135, 2.4 
2585, "Line.l115", 400, 600, 101.3718, 67.5812, 2.4 
2585, "Line.sw1", 400, 600, 101.3718, 67.5812, 2.4 
2604, "Line.l115", 400, 600, 103.8778, 69.25185, 2.4 
2604, "Line.l3", 400, 600, 100.8176, 67.21174, 2.4 
2604, "Line.sw1", 400, 600, 103.8778, 69.25185, 2.4 
2605, "Line.l115", 400, 600, 107.0584, 71.37226, 2.4 
2605, "Line.l3", 400, 600, 103.9066, 69.27104, 2.4 
2605, "Line.l7", 400, 600, 102.3247, 68.21649, 2.4 
2605, "Line.sw1", 400, 600, 107.0584, 71.37226, 2.4 
2606, "Line.l115", 400, 600, 108.2293, 72.15288, 2.4 
2606, "Line.l3", 400, 600, 105.0438, 70.02919, 2.4 
2606, "Line.l7", 400, 600, 103.4449, 68.96325, 2.4 
2606, "Line.sw1", 400, 600, 108.2293, 72.15288, 2.4 
2607, "Line.l115", 400, 600, 108.7372, 72.49149, 2.4 
2607, "Line.l3", 400, 600, 105.5372, 70.35815, 2.4 
2607, "Line.l7", 400, 600, 103.931, 69.2873, 2.4 
2607, "Line.sw1", 400, 600, 108.7372, 72.49149, 2.4 
2608, "Line.l115", 400, 600, 109.7423, 73.16154, 2.4 
2608, "Line.l3", 400, 600, 106.5134, 71.00895, 2.4 
2608, "Line.l7", 400, 600, 104.8925, 69.92835, 2.4 
2608, "Line.sw1", 400, 600, 109.7423, 73.16154, 2.4 
2609, "Line.l115", 400, 600, 105.8867, 70.59115, 2.4 
2609, "Line.l3", 400, 600, 102.7686, 68.51243, 2.4 
2609, "Line.l7", 400, 600, 101.2039, 67.46928, 2.4 
2609, "Line.sw1", 400, 600, 105.8867, 70.59115, 2.4 
2610, "Line.l115", 400, 600, 101.3722, 67.58149, 2.4 
2610, "Line.sw1", 400, 600, 101.3722, 67.58149, 2.4 
2611, "Line.l115", 400, 600, 100.2048, 66.80321, 2.4 
2611, "Line.sw1", 400, 600, 100.2048, 66.80321, 2.4 
2749, "Line.l115", 400, 600, 102.5382, 68.35879, 2.4 
2749, "Line.sw1", 400, 600, 102.5382, 68.35879, 2.4 
2750, "Line.l115", 400, 600, 104.7049, 69.80324, 2.4 
2750, "Line.l3", 400, 600, 101.6206, 67.74709, 2.4 
2750, "Line.l7", 400, 600, 100.0731, 66.71542, 2.4 
2750, "Line.sw1", 400, 600, 104.7049, 69.80324, 2.4 
2751, "Line.l115", 400, 600, 105.7141, 70.47607, 2.4 
2751, "Line.l3", 400, 600, 102.6009, 68.40059, 2.4 
2751, "Line.l7", 400, 600, 101.0386, 67.3591, 2.4 
2751, "Line.sw1", 400, 600, 105.7141, 70.47607, 2.4 
2752, "Line.l115", 400, 600, 104.717, 69.81135, 2.4 
2752, "Line.l3", 400, 600, 101.6327, 67.75513, 2.4 
2752, "Line.l7", 400, 600, 100.0851, 66.72339, 2.4 
2752, "Line.sw1", 400, 600, 104.717, 69.81135, 2.4 
2753, "Line.l115", 400, 600, 101.3718, 67.5812, 2.4 
2753, "Line.sw1", 400, 600, 101.3718, 67.5812, 2.4 
3447, "Line.l115", 400, 600, 100.3618, 66.90784, 2.4 
3447, "Line.sw1", 400, 600, 100.3618, 66.90784, 2.4 
3448, "Line.l115", 400, 600, 100.5321, 67.02138, 2.4 
3448, "Line.sw1", 400, 600, 100.5321, 67.02138, 2.4 
3466, "Line.l115", 400, 600, 104.2099, 69.47327, 2.4 
3466, "Line.l3", 400, 600, 101.1401, 67.42674, 2.4 
3466, "Line.sw1", 400, 600, 104.2099, 69.47327, 2.4 
3467, "Line.l115", 400, 600, 105.2115, 70.14101, 2.4 
3467, "Line.l3", 400, 600, 102.1128, 68.07519, 2.4 
3467, "Line.l7", 400, 600, 100.5579, 67.03859, 2.4 
3467, "Line.sw1", 400, 600, 105.2115, 70.14101, 2.4 
3468, "Line.l115", 400, 600, 104.0484, 69.36561, 2.4 
3468, "Line.l3", 400, 600, 100.9834, 67.32226, 2.4 
3468, "Line.sw1", 400, 600, 104.0484, 69.36561, 2.4 
3469, "Line.l115", 400, 600, 105.2109, 70.14059, 2.4 
3469, "Line.l3", 400, 600, 102.1121, 68.07476, 2.4 
3469, "Line.l7", 400, 600, 100.5573, 67.03817, 2.4 
3469, "Line.sw1", 400, 600, 105.2109, 70.14059, 2.4 
3470, "Line.l115", 400, 600, 107.5533, 71.70218, 2.4 
3470, "Line.l3", 400, 600, 104.3871, 69.59137, 2.4 
3470, "Line.l7", 400, 600, 102.798, 68.53197, 2.4 
3470, "Line.sw1", 400, 600, 107.5533, 71.70218, 2.4 
3471, "Line.l115", 400, 600, 110.7554, 73.8369, 2.4 
3471, "Line.l3", 400, 600, 107.4976, 71.66504, 2.4 
3471, "Line.l7", 400, 600, 105.862, 70.57465, 2.4 
3471, "Line.sw1", 400, 600, 110.7554, 73.8369, 2.4 
3472, "Line.l115", 400, 600, 111.9298, 74.61986, 2.4 
3472, "Line.l3", 400, 600, 108.6384, 72.42557, 2.4 
3472, "Line.l7", 400, 600, 106.9857, 71.3238, 2.4 
3472, "Line.sw1", 400, 600, 111.9298, 74.61986, 2.4 
3473, "Line.l115", 400, 600, 108.0676, 72.04505, 2.4 
3473, "Line.l3", 400, 600, 104.8868, 69.92454, 2.4 
3473, "Line.l7", 400, 600, 103.2903, 68.86019, 2.4 
3473, "Line.sw1", 400, 600, 108.0676, 72.04505, 2.4 
3474, "Line.l115", 400, 600, 103.3763, 68.91756, 2.4 
3474, "Line.l3", 400, 600, 100.3307, 66.8871, 2.4 
3474, "Line.sw1", 400, 600, 103.3763, 68.91755, 2.4 
3475, "Line.l115", 400, 600, 100.2048, 66.8032, 2.4 
3475, "Line.sw1", 400, 600, 100.2048, 66.8032, 2.4 
3476, "Line.l115", 400, 600, 103.207, 68.8047, 2.4 
3476, "Line.l3", 400, 600, 100.1662, 66.77748, 2.4 
3476, "Line.sw1", 400, 600, 103.207, 68.8047, 2.4 
3490, "Line.l115", 400, 600, 105.6774, 70.45163, 2.4 
3490, "Line.l3", 400, 600, 102.5643, 68.37619, 2.4 
3490, "Line.l7", 400, 600, 101.0021, 67.33472, 2.4 
3490, "Line.sw1", 400, 600, 105.6774, 70.45163, 2.4 
3491, "Line.l115", 400, 600, 108.358, 72.23868, 2.4 
3491, "Line.l3", 400, 600, 105.1678, 70.11184, 2.4 
3491, "Line.l7", 400, 600, 103.5664, 69.04429, 2.4 
3491, "Line.sw1", 400, 600, 108.358, 72.23868, 2.4 
3492, "Line.l115", 400, 600, 112.5633, 75.04222, 2.4 
3492, "Line.l3", 400, 600, 109.2527, 72.83515, 2.4 
3492, "Line.l7", 400, 600, 107.5903, 71.7269, 2.4 
3492, "Line.sw1", 400, 600, 112.5633, 75.04222, 2.4 
3493, "Line.l115", 400, 600, 115.8732, 77.24882, 2.4 
3493, "Line.l3", 400, 600, 112.4785, 74.98569, 2.4 
3493, "Line.l7", 400, 600, 110.7734, 73.84895, 2.4 
3493, "Line.l10", 400, 600, 102.2345, 68.15632, 2.4 
3493, "Line.sw1", 400, 600, 115.8732, 77.24882, 2.4 
3494, "Line.l115", 400, 600, 115.7045, 77.13633, 2.4 
3494, "Line.l3", 400, 600, 112.3146, 74.87639, 2.4 
3494, "Line.l7", 400, 600, 110.6119, 73.74127, 2.4 
3494, "Line.l10", 400, 600, 102.085, 68.05666, 2.4 
3494, "Line.sw1", 400, 600, 115.7045, 77.13633, 2.4 
3495, "Line.l115", 400, 600, 115.8713, 77.2475, 2.4 
3495, "Line.l3", 400, 600, 112.4766, 74.98438, 2.4 
3495, "Line.l7", 400, 600, 110.7715, 73.84766, 2.4 
3495, "Line.l10", 400, 600, 102.2326, 68.15507, 2.4 
3495, "Line.sw1", 400, 600, 115.8713, 77.2475, 2.4 
3496, "Line.l115", 400, 600, 115.7045, 77.13632, 2.4 
3496, "Line.l3", 400, 600, 112.3146, 74.87637, 2.4 
3496, "Line.l7", 400, 600, 110.6119, 73.74126, 2.4 
3496, "Line.l10", 400, 600, 102.085, 68.05665, 2.4 
3496, "Line.sw1", 400, 600, 115.7045, 77.13632, 2.4 
3497, "Line.l115", 400, 600, 112.3325, 74.88835, 2.4 
3497, "Line.l3", 400, 600, 109.0383, 72.69218, 2.4 
3497, "Line.l7", 400, 600, 107.3842, 71.58945, 2.4 
3497, "Line.sw1", 400, 600, 112.3325, 74.88835, 2.4 
3498, "Line.l115", 400, 600, 107.4751, 71.65007, 2.4 
3498, "Line.l3", 400, 600, 104.3196, 69.54641, 2.4 
3498, "Line.l7", 400, 600, 102.7359, 68.49062, 2.4 
3498, "Line.sw1", 400, 600, 107.4751, 71.65007, 2.4 
3499, "Line.l115", 400, 600, 104.302, 69.53465, 2.4 
3499, "Line.l3", 400, 600, 101.2376, 67.49174, 2.4 
3499, "Line.sw1", 400, 600, 104.302, 69.53465, 2.4 
3500, "Line.l115", 400, 600, 104.9652, 69.97677, 2.4 
3500, "Line.l3", 400, 600, 101.8816, 67.92108, 2.4 
3500, "Line.l7", 400, 600, 100.3344, 66.88963, 2.4 
3500, "Line.sw1", 400, 600, 104.9652, 69.97677, 2.4 
3517, "Line.l115", 400, 600, 103.5023, 69.00156, 2.4 
3517, "Line.l3", 400, 600, 100.4519, 66.96797, 2.4 
3517, "Line.sw1", 400, 600, 103.5023, 69.00156, 2.4 
3518, "Line.l115", 400, 600, 103.6671, 69.11143, 2.4 
3518, "Line.l3", 400, 600, 100.6119, 67.07462, 2.4 
3518, "Line.sw1", 400, 600, 103.6671, 69.11143, 2.4 
3519, "Line.l115", 400, 600, 104.0008, 69.33388, 2.4 
3519, "Line.l3", 400, 600, 100.936, 67.29065, 2.4 
3519, "Line.sw1", 400, 600, 104.0008, 69.33388, 2.4 
3520, "Line.l115", 400, 600, 105.1685, 70.11234, 2.4 
3520, "Line.l3", 400, 600, 102.0699, 68.0466, 2.4 
3520, "Line.l7", 400, 600, 100.5151, 67.01005, 2.4 
3520, "Line.sw1", 400, 600, 105.1685, 70.11234, 2.4 
3521, "Line.l115", 400, 600, 105.6736, 70.44905, 2.4 
3521, "Line.l3", 400, 600, 102.5605, 68.37364, 2.4 
3521, "Line.l7", 400, 600, 100.9983, 67.33219, 2.4 
3521, "Line.sw1", 400, 600, 105.6736, 70.44905, 2.4 
3522, "Line.l115", 400, 600, 103.676, 69.11734, 2.4 
3522, "Line.l3", 400, 600, 100.6207, 67.08049, 2.4 
3522, "Line.sw1", 400, 600, 103.676, 69.11734, 2.4 
3523, "Line.l115", 400, 600, 100.3313, 66.8875, 2.4 
3523, "Line.sw1", 400, 600, 100.3313, 66.8875, 2.4 
3524, "Line.l115", 400, 600, 100.4963, 66.99756, 2.4 
3524, "Line.sw1", 400, 600, 100.4963, 66.99756, 2.4 
3541, "Line.l115", 400, 600, 100.3625, 66.90832, 2.4 
3541, "Line.sw1", 400, 600, 100.3625, 66.90832, 2.4 
3566, "Line.l115", 400, 600, 100.3745, 66.9163, 2.4 
3566, "Line.sw1", 400, 600, 100.3745, 66.9163, 2.4 
3567, "Line.l115", 400, 600, 101.7044, 67.80292, 2.4 
3567, "Line.sw1", 400, 600, 101.7044, 67.80292, 2.4 
3568, "Line.l115", 400, 600, 102.541, 68.36067, 2.4 
3568, "Line.sw1", 400, 600, 102.541, 68.36067, 2.4 
3569, "Line.l115", 400, 600, 100.8815, 67.25433, 2.4 
3569, "Line.sw1", 400, 600, 100.8815, 67.25433, 2.4 
3585, "Line.l115", 400, 600, 108.5693, 72.3795, 2.4 
3585, "Line.l3", 400, 600, 105.3741, 70.24937, 2.4 
3585, "Line.l7", 400, 600, 103.7702, 69.18015, 2.4 
3585, "Line.sw1", 400, 600, 108.5693, 72.3795, 2.4 
3586, "Line.l115", 400, 600, 117.2691, 78.17941, 2.4 
3586, "Line.l3", 400, 600, 113.8361, 75.89076, 2.4 
3586, "Line.l7", 400, 600, 112.1116, 74.74105, 2.4 
3586, "Line.l10", 400, 600, 103.4301, 68.95343, 2.4 
3586, "Line.sw1", 400, 600, 117.2691, 78.17941, 2.4 
3587, "Line.l115", 400, 600, 123.0148, 82.00984, 2.4 
3587, "Line.l3", 400, 600, 119.4198, 79.61317, 2.4 
3587, "Line.l7", 400, 600, 117.6129, 78.40859, 2.4 
3587, "Line.l10", 400, 600, 108.5217, 72.3478, 2.4 
3587, "Line.sw1", 400, 600, 123.0148, 82.00984, 2.4 
3588, "Line.l115", 400, 600, 128.1648, 85.4432, 2.4 
3588, "Line.l3", 400, 600, 124.428, 82.95202, 2.4 
3588, "Line.l7", 400, 600, 122.5491, 81.69942, 2.4 
3588, "Line.l10", 400, 600, 113.1004, 75.40024, 2.4 
3588, "Line.sw1", 400, 600, 128.1648, 85.4432, 2.4 
3589, "Line.l115", 400, 600, 132.5889, 88.39258, 2.4 
3589, "Line.l3", 400, 600, 128.7285, 85.819, 2.4 
3589, "Line.l7", 400, 600, 126.7867, 84.52449, 2.4 
3589, "Line.l10", 400, 600, 117.026, 78.01736, 2.4 
3589, "Line.sw1", 400, 600, 132.5889, 88.39258, 2.4 
3590, "Line.l115", 400, 600, 132.0815, 88.05434, 2.4 
3590, "Line.l3", 400, 600, 128.2354, 85.49024, 2.4 
3590, "Line.l7", 400, 600, 126.3008, 84.20054, 2.4 
3590, "Line.l10", 400, 600, 116.576, 77.71731, 2.4 
3590, "Line.sw1", 400, 600, 132.0815, 88.05434, 2.4 
3591, "Line.l115", 400, 600, 128.3306, 85.55372, 2.4 
3591, "Line.l3", 400, 600, 124.5891, 83.05939, 2.4 
3591, "Line.l7", 400, 600, 122.7078, 81.8052, 2.4 
3591, "Line.l10", 400, 600, 113.2471, 75.49809, 2.4 
3591, "Line.sw1", 400, 600, 128.3306, 85.55372, 2.4 
3592, "Line.l115", 400, 600, 125.9488, 83.96588, 2.4 
3592, "Line.l3", 400, 600, 122.274, 81.51599, 2.4 
3592, "Line.l7", 400, 600, 120.4266, 80.2844, 2.4 
3592, "Line.l10", 400, 600, 111.1343, 74.08951, 2.4 
3592, "Line.sw1", 400, 600, 125.9488, 83.96588, 2.4 
3593, "Line.l115", 400, 600, 120.0144, 80.00962, 2.4 
3593, "Line.l3", 400, 600, 116.5064, 77.67092, 2.4 
3593, "Line.l7", 400, 600, 114.7438, 76.49585, 2.4 
3593, "Line.l10", 400, 600, 105.8731, 70.58205, 2.4 
3593, "Line.sw1", 400, 600, 120.0144, 80.00962, 2.4 
3594, "Line.l115", 400, 600, 112.4168, 74.94456, 2.4 
3594, "Line.l3", 400, 600, 109.1239, 72.74924, 2.4 
3594, "Line.l7", 400, 600, 107.4705, 71.647, 2.4 
3594, "Line.sw1", 400, 600, 112.4168, 74.94456, 2.4 
3596, "Line.l115", 400, 600, 100.507, 67.00469, 2.4 
3596, "Line.sw1", 400, 600, 100.507, 67.00469, 2.4 
3609, "Line.l115", 400, 600, 106.6829, 71.12192, 2.4 
3609, "Line.l3", 400, 600, 103.5408, 69.02719, 2.4 
3609, "Line.l7", 400, 600, 101.9639, 67.97593, 2.4 
3609, "Line.sw1", 400, 600, 106.6829, 71.12192, 2.4 
3610, "Line.l115", 400, 600, 115.3547, 76.90312, 2.4 
3610, "Line.l3", 400, 600, 111.9684, 74.64557, 2.4 
3610, "Line.l7", 400, 600, 110.2676, 73.51172, 2.4 
3610, "Line.l10", 400, 600, 101.7497, 67.83314, 2.4 
3610, "Line.sw1", 400, 600, 115.3547, 76.90312, 2.4 
