"Hour", kWh, kvarh, "Peak kW", "peak kVA", "Losses kWh", "Losses kvarh", "Peak Losses kW"
41, 1639.90691623778, 140.016613493948, 1692.97991099187, 1701.7319064538, 22.1584100804787, 43.8200696062903, 23.3324268352239
42, 1785.01191968541, 225.837965793652, 1785.01191968541, 1799.24160140121, 25.5165360119362, 50.6129114197994, 25.5165360119362
43, 1810.37482206604, 238.531021096505, 1810.37482206604, 1826.02137019148, 26.1514898521, 51.8952502816722, 26.1514898521
44, 1796.22661116602, 229.855907885502, 1810.37482206604, 1826.02137019148, 25.8034249613375, 51.1918279204544, 26.1514898521
45, 1718.33160461073, 182.183578251048, 1810.37482206604, 1826.02137019148, 23.9537859100615, 47.4545000560369, 26.1514898521
46, 1605.10459749833, 113.089770074652, 1810.37482206604, 1826.02137019148, 21.4654939680032, 42.4282347537298, 26.1514898521
47, 1467.18291133301, 29.2560327253383, 1810.37482206604, 1826.02137019148, 18.7537978062389, 36.9531178052007, 26.1514898521
48, 1360.67114305371, -32.3266189570204, 1810.37482206604, 1826.02137019148, 16.8716685474688, 33.1549036364304, 26.1514898521
49, 1339.49631262209, -45.1174162779678, 1810.37482206604, 1826.02137019148, 16.5271003121891, 32.4597917100524, 26.1514898521
50, 1325.36018759164, -53.6482051625513, 1810.37482206604, 1826.02137019148, 16.3015133851174, 32.0046961116791, 26.1514898521
51, 1321.81872005258, -55.7832991729168, 1810.37482206604, 1826.02137019148, 16.2455366584017, 31.8917625325263, 26.1514898521
52, 1360.64067670991, -32.3392883663286, 1810.37482206604, 1826.02137019148, 16.8710740675651, 33.1536786909266, 26.1514898521
53, 1395.97488470489, -10.9838612381166, 1810.37482206604, 1826.02137019148, 17.4645347043922, 34.3511676475515, 26.1514898521
54, 1569.20233712565, 94.0530686819972, 1810.37482206604, 1826.02137019148, 20.7053153871198, 40.893458668775, 26.1514898521
55, 1852.86836986172, 264.599702134085, 1852.86836986172, 1871.66615570285, 27.2190935935818, 54.0528497631309, 27.2190935935818
56, 2013.22096379309, 360.466980661606, 2013.22096379309, 2045.23717284898, 31.546137798605, 62.8005762248009, 31.546137798605
57, 2069.83922773296, 395.465388520371, 2069.83922773296, 2107.27959753322, 33.1872225634479, 66.1188543077373, 33.1872225634479
58, 2077.03011466218, 399.898791431932, 2077.03011466218, 2115.17685799611, 33.4006306481557, 66.5506780128111, 33.4006306481557
59, 2116.73746939071, 421.722867064607, 2116.73746939071, 2158.33910471172, 34.5983396951572, 68.9724888364623, 34.5983396951572
60, 2084.86339696171, 401.969848084378, 2116.73746939071, 2158.33910471172, 33.6397633144412, 67.0338509623598, 34.5983396951572
61, 2088.33491670257, 404.132032229852, 2116.73746939071, 2158.33910471172, 33.7427758585391, 67.2419752404741, 34.5983396951572
62, 2060.02410849358, 386.5995797055, 2116.73746939071, 2158.33910471172, 32.9058117921892, 65.5495652628662, 34.5983396951572
63, 2028.10961147205, 366.865780604621, 2116.73746939071, 2158.33910471172, 31.9798674756625, 63.6771713107414, 34.5983396951572
64, 2006.80846699241, 353.710894069699, 2116.73746939071, 2158.33910471172, 31.3722870448362, 62.4485591140689, 34.5983396951572
65, 2116.71359216821, 421.710223060342, 2116.73746939071, 2158.33910471172, 34.5971726509623, 68.9698924383035, 34.5983396951572
66, 2173.37618281668, 456.871108454333, 2173.37618281668, 2220.87713342614, 36.3477424984819, 72.5102835297069, 36.3477424984819
67, 2148.71367268906, 441.540713142438, 2173.37618281668, 2220.87713342614, 35.5792596860305, 70.9564065395638, 36.3477424984819
68, 2092.01227423559, 406.387087294147, 2173.37618281668, 2220.87713342614, 33.8534635895342, 67.4661742679182, 36.3477424984819
69, 2052.95281898728, 382.221644090923, 2173.37618281668, 2220.87713342614, 32.6991391197414, 65.1316876721722, 36.3477424984819
70, 1918.13817995129, 299.035335123444, 2173.37618281668, 2220.87713342614, 28.9345895221653, 57.5199980339272, 36.3477424984819
71, 1772.8278870866, 209.629988106538, 2173.37618281668, 2220.87713342614, 25.2560311104814, 50.0846216345595, 36.3477424984819
72, 1666.59426705856, 144.618210411684, 2173.37618281668, 2220.87713342614, 22.8151838962727, 45.1531108220674, 36.3477424984819
73, 1574.01517643191, 91.0905429948975, 2173.37618281668, 2220.87713342614, 20.8370918293035, 41.1583133441505, 36.3477424984819
74, 1549.28091654082, 76.0322972408761, 2173.37618281668, 2220.87713342614, 20.3404428929168, 40.15549577062, 36.3477424984819
75, 1538.65024354356, 69.5693728108592, 2173.37618281668, 2220.87713342614, 20.1302632110137, 39.73105773334, 36.3477424984819
76, 1552.77366447655, 78.1655645497706, 2173.37618281668, 2220.87713342614, 20.409704633637, 40.2952698538747, 36.3477424984819
77, 1581.06390503567, 95.3876504571352, 2173.37618281668, 2220.87713342614, 20.9806890200454, 41.4482978652502, 36.3477424984819
78, 1733.30056689635, 188.305668557385, 2173.37618281668, 2220.87713342614, 24.307369587379, 48.1684344263749, 36.3477424984819
79, 1967.11961408649, 331.890356569269, 2173.37618281668, 2220.87713342614, 30.2529457376541, 60.1855249838363, 36.3477424984819
80, 2059.32689243247, 388.948227400607, 2173.37618281668, 2220.87713342614, 32.8785739964129, 65.4950051057707, 36.3477424984819
81, 2059.31273477085, 388.940821544156, 2173.37618281668, 2220.87713342614, 32.8781681999613, 65.4941786896858, 36.3477424984819
82, 2034.54103824624, 373.624444583851, 2173.37618281668, 2220.87713342614, 32.1577102402552, 64.0374439916917, 36.3477424984819
83, 2013.25999418741, 360.484053575272, 2173.37618281668, 2220.87713342614, 31.5476272891421, 62.8038138869112, 36.3477424984819
84, 1970.76061947638, 334.257919048523, 2173.37618281668, 2220.87713342614, 30.3549123098155, 60.3923690839752, 36.3477424984819
85, 1967.13852819445, 332.039755239808, 2173.37618281668, 2220.87713342614, 30.2543467825311, 60.1888574181468, 36.3477424984819
86, 1924.6825951241, 305.871089771018, 2173.37618281668, 2220.87713342614, 29.0995662292078, 57.8544382265139, 36.3477424984819
87, 1868.01208279133, 271.008687255126, 2173.37618281668, 2220.87713342614, 27.6100349327039, 54.8434879855524, 36.3477424984819
88, 1839.55580179949, 253.42543307528, 2173.37618281668, 2220.87713342614, 26.8832166701865, 53.3737861642133, 36.3477424984819
89, 1910.42013538297, 296.97540644981, 2173.37618281668, 2220.87713342614, 28.7177384631901, 57.0819551923441, 36.3477424984819
90, 2020.31463147891, 364.845638574867, 2173.37618281668, 2220.87713342614, 31.7487229261816, 63.2103792493444, 36.3477424984819
91, 2009.69249856478, 358.286016393641, 2173.37618281668, 2220.87713342614, 31.446058438357, 62.5983878410846, 36.3477424984819
92, 1956.59992818544, 325.527396193391, 2173.37618281668, 2220.87713342614, 29.9650141851623, 59.6041296483204, 36.3477424984819
93, 1924.66024047385, 305.86268533189, 2173.37618281668, 2220.87713342614, 29.0988417739571, 57.8529220475637, 36.3477424984819
94, 1828.92816084442, 246.902429122374, 2173.37618281668, 2220.87713342614, 26.6161419117139, 52.8340011460483, 36.3477424984819
95, 1701.43629969738, 168.819092763993, 2173.37618281668, 2220.87713342614, 23.5757575029102, 46.6903171728222, 36.3477424984819
96, 1581.1029765271, 95.404618564946, 2173.37618281668, 2220.87713342614, 20.9816944700699, 41.4504098497019, 36.3477424984819
97, 1513.9603546582, 54.5408404422944, 2173.37618281668, 2220.87713342614, 19.6506941119494, 38.7628863627209, 36.3477424984819
98, 1489.14336005676, 39.4797462549208, 2173.37618281668, 2220.87713342614, 19.1793091625536, 37.8110981080104, 36.3477424984819
99, 1482.04627187209, 35.1768647657695, 2173.37618281668, 2220.87713342614, 19.0465507267948, 37.5430471592815, 36.3477424984819
100, 1489.10250201568, 39.4657212984924, 2173.37618281668, 2220.87713342614, 19.1783423104673, 37.809073700965, 36.3477424984819
101, 1531.50696474883, 65.2415863831508, 2173.37618281668, 2220.87713342614, 19.9899234149451, 39.4475611154981, 36.3477424984819
102, 1673.11228914195, 151.515261193609, 2173.37618281668, 2220.87713342614, 22.9410066543494, 45.4079040793093, 36.3477424984819
103, 1935.21669109801, 312.237863100069, 2173.37618281668, 2220.87713342614, 29.3817644247205, 58.4242650910247, 36.3477424984819
104, 2091.90264657783, 406.339050801221, 2173.37618281668, 2220.87713342614, 33.8497248078832, 67.4584581763557, 36.3477424984819
105, 2137.91542417457, 434.866187267576, 2173.37618281668, 2220.87713342614, 35.2448778564551, 70.2796661977752, 36.3477424984819
106, 2159.25944886483, 448.098070767059, 2173.37618281668, 2220.87713342614, 35.9063145237638, 71.6176375136219, 36.3477424984819
107, 2194.71864850624, 470.117075786911, 2194.71864850624, 2244.50440210027, 37.0233194438691, 73.8769392985864, 37.0233194438691
108, 2170.00580494075, 454.753743908927, 2194.71864850624, 2244.50440210027, 36.2430675174212, 72.299062382521, 37.0233194438691
109, 2194.74208670128, 470.128631818094, 2194.74208670128, 2244.52974085732, 37.0242254883039, 73.8788402778365, 37.0242254883039
110, 2187.71289961839, 465.753463149334, 2194.74208670128, 2244.52974085732, 36.801338845615, 73.4281882458942, 37.0242254883039
111, 2162.90815468265, 450.348403016246, 2194.74208670128, 2244.52974085732, 36.0208457631031, 71.8495783360357, 37.0242254883039
112, 2173.47815798971, 456.919724316179, 2194.74208670128, 2244.52974085732, 36.3516230761973, 72.5184213818385, 37.0242254883039
113, 2272.89016576859, 511.344283650429, 2272.89016576859, 2329.70012706991, 39.136597157067, 78.1321064607047, 39.136597157067
114, 2329.73690590262, 546.855766650018, 2329.73690590262, 2393.05772605741, 41.0309495796161, 81.9637727979431, 41.0309495796161
115, 2308.56232364114, 533.599603594308, 2329.73690590262, 2393.05772605741, 40.3192279449356, 80.5245373370818, 41.0309495796161
116, 2251.52914594858, 497.865842373851, 2329.73690590262, 2393.05772605741, 38.4384811707326, 76.7192376723274, 41.0309495796161
117, 2176.78908224985, 451.332168329255, 2329.73690590262, 2393.05772605741, 36.0679761921878, 71.9248045917299, 41.0309495796161
118, 2030.91560730206, 360.823722287026, 2329.73690590262, 2393.05772605741, 31.7395993439473, 63.1723010937787, 41.0309495796161
119, 1891.60010082508, 277.641060770058, 2329.73690590262, 2393.05772605741, 27.9604117416593, 55.5333799247362, 41.0309495796161
120, 1748.91015189337, 192.91977060213, 2329.73690590262, 2393.05772605741, 24.4594894842713, 48.4599746909041, 41.0309495796161
121, 1678.00880866556, 149.481888485247, 2329.73690590262, 2393.05772605741, 22.8606955903777, 45.2305783032353, 41.0309495796161
122, 1663.1555223051, 143.354851237288, 2329.73690590262, 2393.05772605741, 22.5186051017981, 44.5400801740762, 41.0309495796161
123, 1659.61752646488, 141.191839585896, 2329.73690590262, 2393.05772605741, 22.4422043441396, 44.3858509294287, 41.0309495796161
124, 1666.70077344758, 145.522445249742, 2329.73690590262, 2393.05772605741, 22.5956109350694, 44.6956594684342, 41.0309495796161
125, 1702.15145775653, 167.204453167562, 2329.73690590262, 2393.05772605741, 23.3773073642435, 46.2744829498906, 41.0309495796161
126, 1865.50215524217, 267.38371259394, 2329.73690590262, 2393.05772605741, 27.2773368839949, 54.1542523750622, 41.0309495796161
127, 2118.49070801896, 420.927479675646, 2329.73690590262, 2393.05772605741, 34.2914527684348, 68.3330305585109, 41.0309495796161
128, 2296.35270554793, 531.532340800797, 2329.73690590262, 2393.05772605741, 39.9222543145974, 79.7205136706333, 41.0309495796161
129, 2349.64801345888, 564.80341635407, 2349.64801345888, 2416.57788748397, 41.7236127075644, 83.3640738652818, 41.7236127075644
130, 2390.4618851642, 584.645035460276, 2390.4618851642, 2460.91808923238, 43.1221270931171, 86.1943898373621, 43.1221270931171
131, 2372.67385011314, 573.506772454829, 2390.4618851642, 2460.91808923238, 42.5024348265269, 84.9406807571606, 43.1221270931171
132, 2326.44304208833, 544.589445050759, 2390.4618851642, 2460.91808923238, 40.9199268822795, 81.7393333884964, 43.1221270931171
133, 2340.52807740537, 553.419765423094, 2390.4618851642, 2460.91808923238, 41.3968944472827, 82.7037780530763, 43.1221270931171
134, 2305.04464925802, 531.230064475504, 2390.4618851642, 2460.91808923238, 40.2005083224354, 80.2838764503852, 43.1221270931171
135, 2272.98534229282, 511.225590374616, 2390.4618851642, 2460.91808923238, 39.1388843032135, 78.1363115409705, 43.1221270931171
136, 2244.49091991149, 493.46262587172, 2390.4618851642, 2460.91808923238, 38.2113706634702, 76.260142610889, 43.1221270931171
137, 2333.42989367879, 548.978891404513, 2390.4618851642, 2460.91808923238, 41.1556299022875, 82.2157395918778, 43.1221270931171
138, 2368.96674903843, 571.21162731197, 2390.4618851642, 2460.91808923238, 42.3730192659522, 84.6784124596813, 43.1221270931171
139, 2347.74718981556, 557.915746427632, 2390.4618851642, 2460.91808923238, 41.6440037177189, 83.2039822899953, 43.1221270931171
140, 2283.59182162426, 517.85714919066, 2390.4618851642, 2460.91808923238, 39.4875010027778, 78.8413025420601, 43.1221270931171
141, 2230.31477423014, 484.616825830578, 2390.4618851642, 2460.91808923238, 37.7560010894605, 75.3392549050798, 43.1221270931171
142, 2098.50752348637, 402.70962184016, 2390.4618851642, 2460.91808923238, 33.6962324104662, 67.1285230283248, 43.1221270931171
143, 1988.23408011087, 334.418947097321, 2390.4618851642, 2460.91808923238, 30.5475361298182, 60.762295198327, 43.1221270931171
144, 1880.93907311368, 271.074666604275, 2390.4618851642, 2460.91808923238, 27.6865817046972, 54.9799519547601, 43.1221270931171
145, 1777.31720481848, 210.341710077545, 2390.4618851642, 2460.91808923238, 25.1260459437986, 49.8066114328017, 43.1221270931171
146, 1763.13657973738, 201.638795138443, 2390.4618851642, 2460.91808923238, 24.7915001280358, 49.1306944993291, 43.1221270931171
147, 1745.38785694051, 190.755436140485, 2390.4618851642, 2460.91808923238, 24.3779410464516, 48.2952198940228, 43.1221270931171
148, 1759.54396205705, 199.443183810319, 2390.4618851642, 2460.91808923238, 24.7070927154221, 48.9600758939691, 43.1221270931171
149, 1766.65609177037, 203.803095103246, 2390.4618851642, 2460.91808923238, 24.8740272427894, 49.2973533575229, 43.1221270931171
150, 1848.3477735363, 253.971428569584, 2390.4618851642, 2460.91808923238, 26.857339213864, 53.3047145108484, 43.1221270931171
151, 1954.93621597276, 319.621215346211, 2390.4618851642, 2460.91808923238, 29.6293486679596, 58.9070374073076, 43.1221270931171
152, 1990.42773177871, 341.534299717182, 2390.4618851642, 2460.91808923238, 30.5985079811072, 60.8659585065715, 43.1221270931171
153, 2082.93077239801, 398.887093887126, 2390.4618851642, 2460.91808923238, 33.2356564676548, 66.1980657458196, 43.1221270931171
154, 2079.36779633259, 396.680428991546, 2390.4618851642, 2460.91808923238, 33.1312463618731, 65.9869728562948, 43.1221270931171
155, 2072.26353103864, 392.279431035308, 2390.4618851642, 2460.91808923238, 32.9237008486853, 65.5673628076154, 43.1221270931171
156, 1990.49015143422, 341.7071512654, 2390.4618851642, 2460.91808923238, 30.6013710571646, 60.8723566335858, 43.1221270931171
157, 1933.73107903351, 306.655925134409, 2390.4618851642, 2460.91808923238, 29.0625701444558, 57.7621290405297, 43.1221270931171
158, 1851.89930943448, 256.155829034144, 2390.4618851642, 2460.91808923238, 26.9462099691398, 53.484271276346, 43.1221270931171
159, 1784.41669491858, 214.697954659703, 2390.4618851642, 2460.91808923238, 25.294916976386, 50.1477622005627, 43.1221270931171
160, 1766.69291210916, 203.818985931603, 2390.4618851642, 2460.91808923238, 24.8750935293777, 49.299589659729, 43.1221270931171
161, 1894.52780117638, 282.38830926965, 2390.4618851642, 2460.91808923238, 28.032654517048, 55.6798745226346, 43.1221270931171
162, 2111.37990370782, 416.517572403068, 2390.4618851642, 2460.91808923238, 34.0781911148335, 67.9016366735496, 43.1221270931171
163, 2104.26753399909, 412.107459973848, 2390.4618851642, 2460.91808923238, 33.8662534052951, 67.4731311635481, 43.1221270931171
164, 2086.50942256079, 401.09905228244, 2390.4618851642, 2460.91808923238, 33.3410567114977, 66.411267937487, 43.1221270931171
165, 2058.08567585458, 383.493490750497, 2390.4618851642, 2460.91808923238, 32.5124767092597, 64.7360556180572, 43.1221270931171
166, 1965.61172142775, 326.345864391247, 2390.4618851642, 2460.91808923238, 29.9193373184116, 59.493674924414, 43.1221270931171
167, 1855.45156635523, 258.340498853368, 2390.4618851642, 2460.91808923238, 27.0354598213713, 53.6646263762769, 43.1221270931171
168, 1724.05393076022, 177.68783980413, 2390.4618851642, 2460.91808923238, 23.8883474008178, 47.3061635733721, 43.1221270931171
169, 1627.67386980036, 121.685726249178, 2390.4618851642, 2460.91808923238, 21.7613006528768, 43.0106387688421, 43.1221270931171
170, 1606.16163191037, 108.51949610977, 2390.4618851642, 2460.91808923238, 21.3144998034057, 42.1078716915997, 43.1221270931171
171, 1591.99133935186, 99.8748442556884, 2390.4618851642, 2460.91808923238, 21.0240823279344, 41.5214859130451, 43.1221270931171
172, 1595.51714447675, 102.028500063946, 2390.4618851642, 2460.91808923238, 21.0959197151025, 41.6664994740056, 43.1221270931171
173, 1577.80819978045, 91.2285342006668, 2390.4618851642, 2460.91808923238, 20.7369905139688, 40.9418119666545, 43.1221270931171
174, 1613.21428980829, 112.829047759377, 2390.4618851642, 2460.91808923238, 21.4602476999039, 42.4021057372332, 43.1221270931171
175, 1655.7754135625, 138.812693333012, 2390.4618851642, 2460.91808923238, 22.3602235298665, 44.219575652212, 43.1221270931171
176, 1673.54551865838, 149.666212808476, 2390.4618851642, 2460.91808923238, 22.7459319256077, 44.9986469741536, 43.1221270931171
177, 1726.72850036312, 182.204555172755, 2390.4618851642, 2460.91808923238, 23.9340542911376, 47.3984433688539, 43.1221270931171
178, 1698.4408093295, 164.880209164424, 2390.4618851642, 2460.91808923238, 23.2960731889103, 46.1099543559509, 43.1221270931171
179, 1655.87956565898, 138.859895456008, 2390.4618851642, 2460.91808923238, 22.3629958912694, 44.22538993002, 43.1221270931171
180, 1620.39430258528, 117.195100027726, 2390.4618851642, 2460.91808923238, 21.610192667215, 42.7050709788769, 43.1221270931171
181, 1634.52405925371, 125.829478500094, 2390.4618851642, 2460.91808923238, 21.9068771618302, 43.3040878463723, 43.1221270931171
182, 1609.73946749102, 110.696474232798, 2390.4618851642, 2460.91808923238, 21.3885847787739, 42.2575380592713, 43.1221270931171
183, 1581.36765891034, 93.3955020809393, 2390.4618851642, 2460.91808923238, 20.8087640589371, 41.0867556318167, 43.1221270931171
184, 1574.2489208889, 89.0619357086791, 2390.4618851642, 2460.91808923238, 20.6654523414034, 40.7973457718307, 43.1221270931171
185, 1673.56303392883, 149.674131346882, 2390.4618851642, 2460.91808923238, 22.7463930860114, 44.9996100008465, 43.1221270931171
186, 1879.43846258936, 275.908274077351, 2390.4618851642, 2460.91808923238, 27.6343481482577, 54.8749754605079, 43.1221270931171
187, 1865.26342669471, 267.189042603023, 2390.4618851642, 2460.91808923238, 27.2730935308121, 54.1450227262075, 43.1221270931171
188, 1819.14591196603, 238.850159823924, 2390.4618851642, 2460.91808923238, 26.1228640824344, 51.8208504386208, 43.1221270931171
189, 1741.09042446907, 190.978095325182, 2390.4618851642, 2460.91808923238, 24.2647121898673, 48.0667737977719, 43.1221270931171
190, 1673.65065779673, 149.714658935103, 2390.4618851642, 2460.91808923238, 22.7487702585899, 45.0046005496216, 43.1221270931171
191, 1542.32785343824, 69.6208267493654, 2390.4618851642, 2460.91808923238, 20.034720986235, 39.5239242949692, 43.1221270931171
192, 1449.01357984959, 21.1126523231491, 2390.4618851642, 2460.91808923238, 18.3984745926026, 36.2361493166606, 43.1221270931171
193, 1392.52762271165, -13.0843672451832, 2390.4618851642, 2460.91808923238, 17.4060889654934, 34.2334154974581, 43.1221270931171
194, 1357.1754567514, -34.4457135909858, 2390.4618851642, 2460.91808923238, 16.8144726933751, 33.0396350370945, 43.1221270931171
195, 1357.14172191551, -34.4586785190363, 2390.4618851642, 2460.91808923238, 16.8137654614741, 33.0381521111618, 43.1221270931171
196, 1371.25997897346, -25.9262929117933, 2390.4618851642, 2460.91808923238, 17.0471814694675, 33.5090834434023, 43.1221270931171
197, 1403.0423205053, -6.70817852874849, 2390.4618851642, 2460.91808923238, 17.5860451598544, 34.5964169623104, 43.1221270931171
198, 1551.53246991799, 83.3120666348205, 2390.4618851642, 2460.91808923238, 20.3495059187169, 40.1749571407087, 43.1221270931171
199, 1813.9158044979, 240.70199197462, 2390.4618851642, 2460.91808923238, 26.2391753639847, 52.0724527459292, 43.1221270931171
200, 1948.48917855682, 323.389367315274, 2390.4618851642, 2460.91808923238, 29.7439497604293, 59.1562339165972, 43.1221270931171
201, 1976.79683170268, 340.831446071567, 2390.4618851642, 2460.91808923238, 30.5239777714931, 60.7330643184655, 43.1221270931171
202, 1980.38152306904, 343.036215115789, 2390.4618851642, 2460.91808923238, 30.6241009042049, 60.935589514757, 43.1221270931171
203, 1983.92510121018, 345.220415465178, 2390.4618851642, 2460.91808923238, 30.7230619621189, 61.1356597848816, 43.1221270931171
204, 1973.31838522495, 338.680728671587, 2390.4618851642, 2460.91808923238, 30.4276970018469, 60.5385860879905, 43.1221270931171
205, 1966.22588547045, 334.311354490053, 2390.4618851642, 2460.91808923238, 30.231230249212, 60.141384466129, 43.1221270931171
206, 1944.99072940075, 321.230389072773, 2390.4618851642, 2460.91808923238, 29.6488620179854, 58.9641394025683, 43.1221270931171
207, 1895.44119911442, 290.741500456122, 2390.4618851642, 2460.91808923238, 28.3226027478928, 56.2833317602693, 43.1221270931171
208, 1859.99949026619, 268.969955122928, 2390.4618851642, 2460.91808923238, 27.4016684466759, 54.4218756721084, 43.1221270931171
209, 1916.52210429079, 303.72728704981, 2390.4618851642, 2460.91808923238, 28.8803644614956, 57.410330108898, 43.1221270931171
210, 2041.58650025168, 377.984991775656, 2390.4618851642, 2460.91808923238, 32.3611064790552, 64.4484785723294, 43.1221270931171
211, 2016.81192789292, 362.675986279077, 2390.4618851642, 2460.91808923238, 31.6488955546164, 63.008593884416, 43.1221270931171
212, 1949.41442027164, 321.117894223191, 2390.4618851642, 2460.91808923238, 29.7680013794568, 59.2055977371963, 43.1221270931171
213, 1903.42491430789, 292.788172812298, 2390.4618851642, 2460.91808923238, 28.5337968067813, 56.7107287837704, 43.1221270931171
214, 1775.79253452687, 214.321791908958, 2390.4618851642, 2460.91808923238, 25.3124455401288, 50.1993731220494, 43.1221270931171
215, 1634.19001753794, 127.757727094344, 2390.4618851642, 2460.91808923238, 22.0931748370543, 43.695298037725, 43.1221270931171
216, 1485.58129579241, 37.3234111177735, 2390.4618851642, 2460.91808923238, 19.1125105575422, 37.6762051058016, 43.1221270931171
