"Hour", "Undervoltages", "Min Voltage", "Overvoltage", "Max Voltage"
109, 82, 0.982648, 0, 1.03639
110, 81, 0.98277, 0, 1.03656
111, 80, 0.9832, 0, 1.03718
112, 80, 0.983017, 0, 1.03692
113, 80, 0.987753, 0, 1.04148
114, 80, 0.986771, 0, 1.04008
115, 80, 0.987137, 0, 1.0406
116, 80, 0.988136, 0, 1.04202
117, 80, 0.989427, 0, 1.04387
118, 80, 0.991944, 0, 1.04746
119, 80, 0.994232, 0, 1.04422
120, 80, 0.996668, 0, 1.04767
121, 80, 0.997883, 0, 1.04939
122, 80, 0.998023, 0, 1.04571
123, 80, 0.998084, 0, 1.04576
124, 80, 0.997963, 0, 1.04567
125, 80, 0.997356, 0, 1.04522
126, 80, 0.994559, 0, 1.04317
127, 80, 0.990304, 0, 1.04003
128, 86, 0.987233, 0, 1.03779
129, 89, 0.986311, 0, 1.03712
130, 80, 0.98573, 0, 1.03858
131, 80, 0.986038, 0, 1.03902
132, 80, 0.986839, 0, 1.04016
133, 80, 0.986595, 0, 1.03982
134, 80, 0.987209, 0, 1.04069
135, 80, 0.987764, 0, 1.04149
136, 80, 0.988257, 0, 1.04219
137, 80, 0.986718, 0, 1.03999
138, 80, 0.986103, 0, 1.03911
139, 80, 0.98647, 0, 1.03964
140, 80, 0.987581, 0, 1.04123
141, 80, 0.988502, 0, 1.04254
142, 80, 0.990778, 0, 1.0458
143, 80, 0.992679, 0, 1.04851
144, 80, 0.994415, 0, 1.04448
145, 80, 0.996181, 0, 1.04699
146, 80, 0.996424, 0, 1.04733
147, 80, 0.996729, 0, 1.04776
148, 80, 0.996486, 0, 1.04742
149, 80, 0.996364, 0, 1.04725
150, 80, 0.994963, 0, 1.04526
151, 80, 0.993131, 0, 1.04267
152, 80, 0.992521, 0, 1.0418
153, 80, 0.990918, 0, 1.04047
154, 80, 0.990979, 0, 1.04052
155, 80, 0.991101, 0, 1.04061
156, 80, 0.99251, 0, 1.04179
157, 80, 0.993486, 0, 1.04317
158, 80, 0.994902, 0, 1.04517
159, 80, 0.996059, 0, 1.04681
160, 80, 0.996363, 0, 1.04724
161, 80, 0.99417, 0, 1.04414
162, 80, 0.990428, 0, 1.04011
163, 80, 0.99055, 0, 1.0402
164, 80, 0.990856, 0, 1.04043
165, 80, 0.991346, 0, 1.04078
166, 80, 0.992938, 0, 1.0424
167, 80, 0.994841, 0, 1.04509
168, 80, 0.997094, 0, 1.04828
169, 80, 0.99863, 0, 1.04616
170, 80, 0.999002, 0, 1.04642
171, 80, 0.999244, 0, 1.0466
172, 80, 0.999184, 0, 1.04656
173, 80, 0.999486, 0, 1.04678
174, 80, 0.998882, 0, 1.04633
175, 80, 0.998155, 0, 1.0458
176, 80, 0.997851, 0, 1.04557
177, 80, 0.996941, 0, 1.0449
178, 80, 0.997425, 0, 1.04526
179, 80, 0.998153, 0, 1.0458
180, 80, 0.998759, 0, 1.04624
181, 80, 0.998518, 0, 1.04606
182, 80, 0.998941, 0, 1.04638
183, 80, 0.999425, 0, 1.04673
184, 80, 0.999547, 0, 1.04682
185, 80, 0.99785, 0, 1.04557
186, 80, 0.994326, 0, 1.04299
187, 80, 0.994568, 0, 1.04317
188, 80, 0.995359, 0, 1.04375
189, 80, 0.996695, 0, 1.04473
190, 80, 0.997849, 0, 1.04558
191, 80, 0.999999, 0, 1.04722
192, 80, 0.995284, 0, 1.04175
193, 80, 0.99625, 0, 1.0427
194, 80, 0.996736, 0, 1.04355
195, 80, 0.996737, 0, 1.04355
196, 80, 0.996564, 0, 1.04321
197, 80, 0.996071, 0, 1.04245
198, 80, 0.993529, 0, 1.04046
199, 80, 0.989123, 0, 1.03917
200, 82, 0.986801, 0, 1.03587
201, 83, 0.986312, 0, 1.03518
202, 83, 0.98625, 0, 1.03509
203, 84, 0.986188, 0, 1.03503
204, 83, 0.986372, 0, 1.03526
205, 83, 0.986494, 0, 1.03544
206, 81, 0.986861, 0, 1.03596
207, 80, 0.987717, 0, 1.03717
208, 80, 0.988328, 0, 1.03804
209, 80, 0.987353, 0, 1.03666
210, 85, 0.985199, 0, 1.03413
211, 85, 0.985627, 0, 1.03461
212, 81, 0.986791, 0, 1.0359
213, 80, 0.987585, 0, 1.03698
214, 80, 0.989794, 0, 1.04011
215, 80, 0.99223, 0, 1.04356
216, 80, 0.99478, 0, 1.04716
217, 80, 0.996546, 0, 1.04312
218, 80, 0.996787, 0, 1.04346
219, 80, 0.996425, 0, 1.04295
220, 80, 0.996425, 0, 1.04295
221, 80, 0.9957, 0, 1.04207
222, 80, 0.993399, 0, 1.04037
223, 80, 0.988502, 0, 1.03829
224, 82, 0.986057, 0, 1.03508
225, 82, 0.986179, 0, 1.03522
226, 84, 0.98569, 0, 1.03468
227, 85, 0.985567, 0, 1.03454
228, 82, 0.986178, 0, 1.03522
229, 84, 0.98569, 0, 1.03468
230, 82, 0.986361, 0, 1.03542
231, 80, 0.987096, 0, 1.03629
232, 80, 0.987952, 0, 1.0375
233, 80, 0.987099, 0, 1.03629
234, 86, 0.984769, 0, 1.03381
235, 85, 0.985014, 0, 1.03399
236, 81, 0.986791, 0, 1.0359
237, 80, 0.987951, 0, 1.0375
238, 80, 0.990525, 0, 1.04114
239, 80, 0.992838, 0, 1.04442
240, 80, 0.995333, 0, 1.04794
241, 80, 0.996304, 0, 1.04278
242, 80, 0.996606, 0, 1.04321
243, 80, 0.996606, 0, 1.04321
244, 80, 0.996425, 0, 1.04295
245, 80, 0.995821, 0, 1.04216
246, 80, 0.992975, 0, 1.04006
247, 80, 0.98838, 0, 1.03812
248, 84, 0.985874, 0, 1.03488
249, 85, 0.984894, 0, 1.03389
250, 86, 0.984586, 0, 1.03367
251, 80, 0.984124, 0, 1.0385
252, 80, 0.985292, 0, 1.04017
253, 80, 0.98566, 0, 1.0407
254, 80, 0.986396, 0, 1.04175
255, 80, 0.987499, 0, 1.04332
256, 80, 0.988112, 0, 1.0442
257, 80, 0.987074, 0, 1.04272
258, 80, 0.984494, 0, 1.03903
259, 80, 0.984555, 0, 1.03912
260, 80, 0.985413, 0, 1.04034
261, 80, 0.985722, 0, 1.04079
262, 80, 0.987991, 0, 1.04403
263, 80, 0.990079, 0, 1.047
264, 80, 0.991805, 0, 1.04296
265, 80, 0.992897, 0, 1.0445
266, 80, 0.993141, 0, 1.04485
267, 80, 0.992899, 0, 1.0445
268, 80, 0.992534, 0, 1.04399
269, 80, 0.991623, 0, 1.0427
270, 80, 0.988696, 0, 1.03855
271, 80, 0.984493, 0, 1.03903
272, 82, 0.982224, 0, 1.0387
273, 82, 0.982532, 0, 1.03893
274, 80, 0.983641, 0, 1.03974
275, 80, 0.984193, 0, 1.04015
276, 80, 0.985176, 0, 1.04087
277, 80, 0.985546, 0, 1.04113
278, 82, 0.98241, 0, 1.03884
279, 80, 0.983392, 0, 1.03956
280, 80, 0.984564, 0, 1.04041
281, 80, 0.983333, 0, 1.03951
282, 80, 0.987146, 0, 1.04432
283, 80, 0.987516, 0, 1.04459
284, 80, 0.988698, 0, 1.04544
285, 80, 0.989556, 0, 1.04607
286, 80, 0.992381, 0, 1.04813
287, 80, 0.995461, 0, 1.04595
288, 80, 0.997702, 0, 1.04914
289, 80, 0.999123, 0, 1.04651
290, 80, 0.999607, 0, 1.04687
291, 80, 0.999999, 0, 1.04722
292, 80, 0.999971, 0, 1.04713
293, 80, 0.999185, 0, 1.04655
294, 80, 0.996576, 0, 1.04464
295, 84, 0.991754, 0, 1.04111
296, 80, 0.989334, 0, 1.03931
297, 82, 0.988293, 0, 1.03854
298, 86, 0.986937, 0, 1.03756
299, 80, 0.986052, 0, 1.03904
300, 80, 0.986544, 0, 1.03974
301, 80, 0.98673, 0, 1.04001
302, 80, 0.986977, 0, 1.04036
303, 80, 0.987899, 0, 1.04168
304, 80, 0.988147, 0, 1.04203
305, 80, 0.986793, 0, 1.0401
306, 80, 0.985484, 0, 1.03823
307, 80, 0.985792, 0, 1.03867
308, 80, 0.986716, 0, 1.03999
309, 80, 0.987149, 0, 1.04061
310, 80, 0.988886, 0, 1.04309
311, 80, 0.990974, 0, 1.04608
312, 80, 0.993118, 0, 1.04914
313, 80, 0.994679, 0, 1.04484
314, 80, 0.995043, 0, 1.04536
315, 80, 0.995044, 0, 1.04536
316, 80, 0.994558, 0, 1.04467
317, 80, 0.994374, 0, 1.04441
318, 80, 0.992848, 0, 1.04225
319, 80, 0.990758, 0, 1.04014
320, 80, 0.98941, 0, 1.03915
321, 84, 0.987629, 0, 1.03786
322, 86, 0.986647, 0, 1.03714
323, 80, 0.986175, 0, 1.03921
324, 80, 0.986668, 0, 1.03992
325, 80, 0.987222, 0, 1.04071
326, 80, 0.988206, 0, 1.04212
327, 80, 0.989191, 0, 1.04353
328, 80, 0.989193, 0, 1.04353
329, 80, 0.988025, 0, 1.04186
330, 82, 0.984495, 0, 1.03681
331, 82, 0.984496, 0, 1.03681
332, 80, 0.985485, 0, 1.03823
333, 80, 0.985916, 0, 1.03885
334, 80, 0.987643, 0, 1.04132
335, 80, 0.989624, 0, 1.04415
336, 80, 0.993363, 0, 1.04949
337, 80, 0.993694, 0, 1.04345
338, 80, 0.993693, 0, 1.04345
339, 80, 0.994059, 0, 1.04397
340, 80, 0.993694, 0, 1.04345
341, 80, 0.993632, 0, 1.04337
342, 80, 0.992901, 0, 1.04233
343, 80, 0.991923, 0, 1.04121
344, 80, 0.991188, 0, 1.04045
345, 80, 0.991187, 0, 1.04045
346, 80, 0.992103, 0, 1.04141
347, 80, 0.992959, 0, 1.04241
348, 80, 0.994057, 0, 1.04397
349, 80, 0.993816, 0, 1.04363
350, 80, 0.994302, 0, 1.04432
351, 80, 0.994923, 0, 1.04519
352, 80, 0.995165, 0, 1.04553
353, 80, 0.992909, 0, 1.04233
354, 80, 0.990085, 0, 1.03964
355, 80, 0.990329, 0, 1.03982
356, 80, 0.991063, 0, 1.04036
357, 80, 0.992163, 0, 1.04148
358, 80, 0.993263, 0, 1.04284
359, 80, 0.995348, 0, 1.04579
360, 80, 0.996434, 0, 1.04734
361, 80, 0.997103, 0, 1.04829
362, 80, 0.997893, 0, 1.0494
363, 80, 0.997833, 0, 1.04932
364, 80, 0.997894, 0, 1.04941
365, 80, 0.997287, 0, 1.04855
366, 80, 0.994424, 0, 1.0445
367, 80, 0.990623, 0, 1.04024
368, 82, 0.988659, 0, 1.03881
369, 83, 0.987862, 0, 1.03823
370, 86, 0.986878, 0, 1.03751
371, 80, 0.986052, 0, 1.03904
372, 80, 0.987039, 0, 1.04045
373, 80, 0.986978, 0, 1.04036
374, 80, 0.987715, 0, 1.04141
375, 80, 0.988886, 0, 1.04309
376, 80, 0.989622, 0, 1.04414
377, 80, 0.988209, 0, 1.04212
378, 80, 0.987162, 0, 1.04063
379, 80, 0.987531, 0, 1.04115
380, 80, 0.989316, 0, 1.04371
381, 80, 0.990052, 0, 1.04476
382, 80, 0.992996, 0, 1.04896
383, 80, 0.995836, 0, 1.04648
384, 80, 0.998032, 0, 1.04571
385, 80, 0.999303, 0, 1.04665
386, 80, 0.999909, 0, 1.04709
387, 80, 0.999999, 0, 1.04731
388, 80, 0.999999, 0, 1.0474
389, 80, 0.99985, 0, 1.04704
390, 80, 0.996819, 0, 1.04482
391, 85, 0.991448, 0, 1.04089
392, 82, 0.988412, 0, 1.03864
393, 84, 0.987678, 0, 1.03809
394, 86, 0.986878, 0, 1.03751
395, 89, 0.986507, 0, 1.03725
396, 88, 0.986629, 0, 1.03734
397, 80, 0.986239, 0, 1.0393
398, 80, 0.986606, 0, 1.03983
399, 80, 0.987717, 0, 1.04142
400, 80, 0.988085, 0, 1.04195
401, 80, 0.990544, 0, 1.04546
402, 80, 0.990177, 0, 1.04494
403, 80, 0.99036, 0, 1.0452
404, 80, 0.990728, 0, 1.04572
405, 80, 0.990729, 0, 1.04573
406, 80, 0.992261, 0, 1.04791
407, 80, 0.994618, 0, 1.04476
408, 80, 0.995774, 0, 1.04639
409, 80, 0.996921, 0, 1.04803
410, 80, 0.996739, 0, 1.04777
411, 80, 0.996374, 0, 1.04726
412, 80, 0.99607, 0, 1.04683
413, 80, 0.995157, 0, 1.04553
414, 80, 0.992531, 0, 1.04181
415, 82, 0.988414, 0, 1.03863
416, 80, 0.986239, 0, 1.0393
417, 80, 0.986299, 0, 1.03939
418, 80, 0.986668, 0, 1.03992
419, 80, 0.987038, 0, 1.04045
420, 80, 0.988332, 0, 1.0423
421, 80, 0.989068, 0, 1.04335
422, 80, 0.990238, 0, 1.04502
423, 80, 0.991649, 0, 1.04704
424, 80, 0.992382, 0, 1.04809
425, 80, 0.991345, 0, 1.04661
426, 80, 0.988517, 0, 1.04256
427, 80, 0.98864, 0, 1.04274
428, 80, 0.989314, 0, 1.0437
429, 80, 0.990052, 0, 1.04476
430, 80, 0.992078, 0, 1.04765
431, 80, 0.994618, 0, 1.04476
432, 80, 0.99686, 0, 1.04794
433, 80, 0.998033, 0, 1.04571
434, 80, 0.998577, 0, 1.04611
435, 80, 0.998578, 0, 1.04611
436, 80, 0.998699, 0, 1.0462
437, 80, 0.998215, 0, 1.04584
438, 80, 0.995725, 0, 1.04401
439, 86, 0.990898, 0, 1.04048
440, 80, 0.988904, 0, 1.03899
441, 80, 0.989701, 0, 1.03957
442, 80, 0.990254, 0, 1.03998
443, 80, 0.990622, 0, 1.04024
444, 80, 0.991725, 0, 1.04105
445, 80, 0.992092, 0, 1.04131
446, 80, 0.992886, 0, 1.04232
447, 80, 0.993863, 0, 1.04371
448, 80, 0.994668, 0, 1.04484
449, 80, 0.993998, 0, 1.04389
450, 80, 0.991174, 0, 1.04064
451, 80, 0.991052, 0, 1.04055
452, 80, 0.992029, 0, 1.04127
453, 80, 0.993008, 0, 1.04249
454, 80, 0.995156, 0, 1.04553
455, 80, 0.997711, 0, 1.04915
456, 80, 0.999305, 0, 1.04664
457, 80, 0.999999, 0, 1.04758
458, 80, 0.9948, 0, 1.0414
459, 80, 0.994921, 0, 1.04149
460, 80, 0.994921, 0, 1.04149
461, 80, 0.994074, 0, 1.04086
462, 80, 0.9917, 0, 1.03912
463, 81, 0.987106, 0, 1.03631
464, 85, 0.985015, 0, 1.03399
465, 85, 0.98532, 0, 1.03426
466, 82, 0.985994, 0, 1.03501
467, 82, 0.986179, 0, 1.03522
468, 81, 0.986729, 0, 1.03583
469, 81, 0.986669, 0, 1.03577
470, 80, 0.987036, 0, 1.0362
471, 80, 0.987891, 0, 1.03742
472, 80, 0.988574, 0, 1.03838
473, 80, 0.988269, 0, 1.03795
474, 84, 0.985811, 0, 1.03481
475, 84, 0.985689, 0, 1.03468
476, 81, 0.986789, 0, 1.0359
477, 80, 0.987646, 0, 1.03707
478, 80, 0.98955, 0, 1.03976
479, 80, 0.991926, 0, 1.04313
480, 80, 0.994537, 0, 1.04682
481, 80, 0.996355, 0, 1.0494
482, 80, 0.996848, 0, 1.04354
483, 80, 0.99721, 0, 1.04405
484, 80, 0.997089, 0, 1.04388
485, 80, 0.997391, 0, 1.04431
486, 80, 0.996426, 0, 1.04295
487, 80, 0.99455, 0, 1.04122
488, 80, 0.9934, 0, 1.04037
489, 80, 0.992299, 0, 1.03957
490, 81, 0.990719, 0, 1.03841
491, 85, 0.989746, 0, 1.03769
492, 85, 0.989562, 0, 1.03756
493, 85, 0.989684, 0, 1.03765
494, 82, 0.990413, 0, 1.03819
495, 82, 0.990536, 0, 1.03828
496, 82, 0.990354, 0, 1.03814
497, 85, 0.989259, 0, 1.03733
498, 83, 0.986606, 0, 1.0356
499, 82, 0.986728, 0, 1.03577
500, 80, 0.987339, 0, 1.03664
501, 80, 0.987951, 0, 1.03751
502, 80, 0.989172, 0, 1.03924
503, 80, 0.990699, 0, 1.0414
504, 80, 0.991976, 0, 1.04321
505, 80, 0.993316, 0, 1.04511
506, 80, 0.993801, 0, 1.04579
507, 80, 0.994044, 0, 1.04614
508, 80, 0.994044, 0, 1.04614
509, 80, 0.994226, 0, 1.04639
510, 80, 0.993559, 0, 1.04545
511, 80, 0.99277, 0, 1.04434
512, 80, 0.992161, 0, 1.04348
513, 80, 0.991066, 0, 1.04193
514, 80, 0.990152, 0, 1.04063
515, 80, 0.989907, 0, 1.04028
516, 80, 0.989967, 0, 1.04037
517, 80, 0.989602, 0, 1.03985
518, 80, 0.989967, 0, 1.04037
519, 80, 0.990515, 0, 1.04114
520, 80, 0.991185, 0, 1.04209
521, 80, 0.989724, 0, 1.04002
522, 80, 0.987463, 0, 1.03682
523, 80, 0.987646, 0, 1.03708
524, 80, 0.988623, 0, 1.03846
525, 80, 0.989906, 0, 1.04028
526, 80, 0.991369, 0, 1.04235
527, 80, 0.993255, 0, 1.04502
528, 80, 0.994589, 0, 1.04691
529, 80, 0.995568, 0, 1.04829
530, 80, 0.995991, 0, 1.04888
531, 80, 0.996113, 0, 1.04905
532, 80, 0.99575, 0, 1.04854
533, 80, 0.995326, 0, 1.04794
534, 80, 0.992525, 0, 1.04399
535, 80, 0.987402, 0, 1.03673
536, 80, 0.983817, 0, 1.03806
537, 80, 0.983817, 0, 1.03806
538, 80, 0.98351, 0, 1.03762
539, 81, 0.982772, 0, 1.03657
540, 80, 0.983507, 0, 1.03762
541, 80, 0.983141, 0, 1.03709
542, 80, 0.983754, 0, 1.03797
543, 80, 0.984553, 0, 1.03911
544, 80, 0.985229, 0, 1.04008
545, 80, 0.984125, 0, 1.0385
546, 82, 0.982409, 0, 1.03884
547, 82, 0.982594, 0, 1.03897
548, 80, 0.983454, 0, 1.03961
549, 80, 0.984564, 0, 1.04041
550, 80, 0.986896, 0, 1.04236
551, 80, 0.989781, 0, 1.04647
552, 80, 0.991933, 0, 1.04587
553, 80, 0.993086, 0, 1.04673
554, 80, 0.993573, 0, 1.04708
555, 80, 0.993755, 0, 1.04722
556, 80, 0.993331, 0, 1.0469
557, 80, 0.992542, 0, 1.04632
558, 80, 0.989802, 0, 1.0443
559, 85, 0.985023, 0, 1.04079
560, 82, 0.982532, 0, 1.03893
561, 82, 0.982348, 0, 1.03879
562, 80, 0.983146, 0, 1.03938
563, 80, 0.983763, 0, 1.03983
564, 80, 0.9845, 0, 1.04037
565, 80, 0.984931, 0, 1.04068
566, 80, 0.985913, 0, 1.0414
567, 80, 0.986955, 0, 1.04245
568, 80, 0.987813, 0, 1.04367
569, 80, 0.986898, 0, 1.04237
570, 80, 0.984072, 0, 1.04005
571, 80, 0.983765, 0, 1.03983
572, 80, 0.984623, 0, 1.04046
573, 80, 0.985361, 0, 1.041
574, 80, 0.987386, 0, 1.04306
575, 80, 0.989903, 0, 1.04665
576, 80, 0.992298, 0, 1.04614
577, 80, 0.993268, 0, 1.04686
578, 80, 0.99333, 0, 1.0469
579, 80, 0.993088, 0, 1.04672
580, 80, 0.992845, 0, 1.04654
581, 80, 0.991631, 0, 1.04565
582, 80, 0.988643, 0, 1.04345
583, 80, 0.983517, 0, 1.03965
584, 80, 0.987701, 0, 1.04472
585, 80, 0.987898, 0, 1.04486
586, 80, 0.988327, 0, 1.04517
587, 80, 0.988881, 0, 1.04558
588, 80, 0.989925, 0, 1.04634
589, 80, 0.990356, 0, 1.04665
590, 80, 0.991523, 0, 1.04751
591, 80, 0.992748, 0, 1.04851
592, 80, 0.992809, 0, 1.0486
593, 80, 0.992015, 0, 1.04786
594, 80, 0.989129, 0, 1.04576
595, 80, 0.988208, 0, 1.04508
596, 80, 0.988881, 0, 1.04558
597, 80, 0.989189, 0, 1.0458
598, 80, 0.991216, 0, 1.04728
599, 80, 0.993928, 0, 1.04379
600, 80, 0.995826, 0, 1.04647
601, 80, 0.996668, 0, 1.04767
602, 80, 0.99679, 0, 1.04785
603, 80, 0.996486, 0, 1.04742
604, 80, 0.99606, 0, 1.04682
605, 80, 0.994904, 0, 1.04518
606, 80, 0.991531, 0, 1.04092
607, 86, 0.986987, 0, 1.03761
608, 80, 0.985348, 0, 1.03804
609, 80, 0.986271, 0, 1.03936
610, 80, 0.987323, 0, 1.04087
611, 80, 0.988443, 0, 1.04246
612, 80, 0.990042, 0, 1.04475
613, 80, 0.990226, 0, 1.04501
614, 80, 0.991637, 0, 1.04703
615, 80, 0.992493, 0, 1.04825
616, 80, 0.993289, 0, 1.04938
617, 80, 0.992436, 0, 1.04817
618, 80, 0.988997, 0, 1.04325
619, 80, 0.988138, 0, 1.04203
620, 80, 0.988994, 0, 1.04325
621, 80, 0.989426, 0, 1.04387
622, 80, 0.991331, 0, 1.04659
623, 80, 0.993622, 0, 1.04336
624, 80, 0.995765, 0, 1.04638
625, 80, 0.996972, 0, 1.0481
626, 80, 0.996973, 0, 1.04811
627, 80, 0.996912, 0, 1.04802
628, 80, 0.996851, 0, 1.04793
629, 80, 0.996, 0, 1.04673
630, 80, 0.993009, 0, 1.04249
631, 80, 0.988955, 0, 1.03904
632, 86, 0.987048, 0, 1.03766
633, 82, 0.988029, 0, 1.03837
634, 80, 0.989138, 0, 1.03918
635, 80, 0.989812, 0, 1.03967
636, 80, 0.991224, 0, 1.04069
637, 80, 0.991652, 0, 1.04101
638, 80, 0.992325, 0, 1.04153
639, 80, 0.993303, 0, 1.04291
640, 80, 0.993792, 0, 1.04361
641, 80, 0.99355, 0, 1.04327
642, 80, 0.991163, 0, 1.04065
643, 80, 0.99098, 0, 1.04052
644, 80, 0.992204, 0, 1.04141
645, 80, 0.992997, 0, 1.04248
646, 80, 0.994841, 0, 1.04509
647, 80, 0.996729, 0, 1.04776
648, 80, 0.998266, 0, 1.04589
649, 80, 0.99991, 0, 1.04709
650, 80, 0.999999, 0, 1.04731
651, 80, 0.999999, 0, 1.04749
652, 80, 0.999999, 0, 1.04753
653, 80, 0.999999, 0, 1.04749
654, 80, 0.999367, 0, 1.04669
655, 80, 0.997729, 0, 1.04549
656, 80, 0.996881, 0, 1.04486
657, 80, 0.99603, 0, 1.04424
658, 80, 0.995725, 0, 1.04401
659, 80, 0.995968, 0, 1.04419
660, 80, 0.996939, 0, 1.04491
661, 80, 0.997546, 0, 1.04535
662, 80, 0.998395, 0, 1.04598
663, 80, 0.998759, 0, 1.04624
664, 80, 0.998578, 0, 1.04611
665, 80, 0.997306, 0, 1.04517
666, 80, 0.99396, 0, 1.04272
667, 80, 0.993656, 0, 1.0425
668, 80, 0.994385, 0, 1.04303
669, 80, 0.995358, 0, 1.04375
670, 80, 0.997122, 0, 1.04504
671, 80, 0.998881, 0, 1.04633
672, 80, 0.994498, 0, 1.04117
673, 80, 0.996312, 0, 1.04279
674, 80, 0.996794, 0, 1.04347
675, 80, 0.997277, 0, 1.04414
676, 80, 0.997217, 0, 1.04406
677, 80, 0.997157, 0, 1.04398
678, 80, 0.996674, 0, 1.0433
679, 80, 0.995407, 0, 1.04184
680, 80, 0.994922, 0, 1.04148
681, 80, 0.993712, 0, 1.04059
682, 80, 0.993347, 0, 1.04032
683, 80, 0.99365, 0, 1.04055
684, 80, 0.993771, 0, 1.04064
685, 80, 0.993287, 0, 1.04028
686, 80, 0.993468, 0, 1.04041
687, 80, 0.993771, 0, 1.04064
688, 80, 0.993892, 0, 1.04073
689, 80, 0.993348, 0, 1.04032
690, 84, 0.989998, 0, 1.03787
691, 80, 0.989123, 0, 1.03917
692, 80, 0.989671, 0, 1.03994
693, 80, 0.990585, 0, 1.04124
694, 80, 0.991926, 0, 1.04314
695, 80, 0.993628, 0, 1.04555
696, 80, 0.994779, 0, 1.04717
