hour, t(sec), Tap (pu)
0, 149.00000, 1.0375
0, 150.00000, 1.0375
0, 151.00000, 1.0375
0, 152.00000, 1.0375
0, 153.00000, 1.0375
0, 154.00000, 1.0375
0, 155.00000, 1.0375
0, 156.00000, 1.0375
0, 157.00000, 1.0375
0, 158.00000, 1.0375
0, 159.00000, 1.0375
0, 160.00000, 1.0375
0, 161.00000, 1.0375
0, 162.00000, 1.0375
0, 163.00000, 1.0375
0, 164.00000, 1.0375
0, 165.00000, 1.0375
0, 166.00000, 1.0375
0, 167.00000, 1.0375
0, 168.00000, 1.0375
0, 169.00000, 1.0375
0, 170.00000, 1.0375
0, 171.00000, 1.0375
0, 172.00000, 1.0375
0, 173.00000, 1.0375
0, 174.00000, 1.0375
0, 175.00000, 1.0375
0, 176.00000, 1.0375
0, 177.00000, 1.0375
0, 178.00000, 1.0375
0, 179.00000, 1.0375
0, 180.00000, 1.0375
0, 181.00000, 1.0375
0, 182.00000, 1.0375
0, 183.00000, 1.0375
0, 184.00000, 1.0375
0, 185.00000, 1.0375
0, 186.00000, 1.0375
0, 187.00000, 1.0375
0, 188.00000, 1.0375
0, 189.00000, 1.0375
0, 190.00000, 1.0375
0, 191.00000, 1.0375
0, 192.00000, 1.0375
0, 193.00000, 1.0375
0, 194.00000, 1.0375
0, 195.00000, 1.0375
0, 196.00000, 1.0375
0, 197.00000, 1.0375
0, 198.00000, 1.0375
0, 199.00000, 1.0375
0, 200.00000, 1.0375
0, 201.00000, 1.0375
0, 202.00000, 1.0375
0, 203.00000, 1.0375
0, 204.00000, 1.0375
0, 205.00000, 1.0375
0, 206.00000, 1.0375
0, 207.00000, 1.0375
0, 208.00000, 1.0375
0, 209.00000, 1.0375
0, 210.00000, 1.0375
0, 211.00000, 1.0375
0, 212.00000, 1.0375
0, 213.00000, 1.0375
0, 214.00000, 1.0375
0, 215.00000, 1.0375
0, 216.00000, 1.0375
0, 217.00000, 1.0375
0, 218.00000, 1.0375
0, 219.00000, 1.0375
0, 220.00000, 1.0375
0, 221.00000, 1.0375
0, 222.00000, 1.0375
0, 223.00000, 1.0375
0, 224.00000, 1.0375
0, 225.00000, 1.0375
0, 226.00000, 1.0375
0, 227.00000, 1.0375
0, 228.00000, 1.0375
0, 229.00000, 1.0375
0, 230.00000, 1.0375
0, 231.00000, 1.0375
0, 232.00000, 1.0375
0, 233.00000, 1.0375
0, 234.00000, 1.0375
0, 235.00000, 1.0375
0, 236.00000, 1.0375
0, 237.00000, 1.0375
0, 238.00000, 1.0375
0, 239.00000, 1.0375
0, 240.00000, 1.0375
0, 241.00000, 1.0375
0, 242.00000, 1.0375
0, 243.00000, 1.0375
0, 244.00000, 1.0375
0, 245.00000, 1.0375
0, 246.00000, 1.0375
0, 247.00000, 1.0375
0, 248.00000, 1.0375
0, 249.00000, 1.0375
0, 250.00000, 1.0375
0, 251.00000, 1.0375
0, 252.00000, 1.0375
0, 253.00000, 1.0375
0, 254.00000, 1.0375
0, 255.00000, 1.0375
0, 256.00000, 1.0375
0, 257.00000, 1.0375
0, 258.00000, 1.0375
0, 259.00000, 1.0375
0, 260.00000, 1.0375
0, 261.00000, 1.0375
0, 262.00000, 1.0375
0, 263.00000, 1.0375
0, 264.00000, 1.0375
0, 265.00000, 1.0375
0, 266.00000, 1.0375
0, 267.00000, 1.0375
0, 268.00000, 1.0375
0, 269.00000, 1.0375
0, 270.00000, 1.0375
0, 271.00000, 1.0375
0, 272.00000, 1.0375
0, 273.00000, 1.0375
0, 274.00000, 1.0375
0, 275.00000, 1.0375
0, 276.00000, 1.0375
0, 277.00000, 1.0375
0, 278.00000, 1.0375
0, 279.00000, 1.0375
0, 280.00000, 1.0375
0, 281.00000, 1.0375
0, 282.00000, 1.0375
0, 283.00000, 1.0375
0, 284.00000, 1.0375
0, 285.00000, 1.0375
0, 286.00000, 1.0375
0, 287.00000, 1.0375
0, 288.00000, 1.0375
0, 289.00000, 1.0375
0, 290.00000, 1.0375
0, 291.00000, 1.0375
0, 292.00000, 1.0375
0, 293.00000, 1.0375
0, 294.00000, 1.0375
0, 295.00000, 1.0375
0, 296.00000, 1.0375
0, 297.00000, 1.0375
0, 298.00000, 1.0375
0, 299.00000, 1.0375
0, 300.00000, 1.0375
0, 301.00000, 1.0375
0, 302.00000, 1.0375
0, 303.00000, 1.0375
0, 304.00000, 1.0375
0, 305.00000, 1.0375
0, 306.00000, 1.0375
0, 307.00000, 1.0375
0, 308.00000, 1.0375
0, 309.00000, 1.0375
0, 310.00000, 1.0375
0, 311.00000, 1.0375
0, 312.00000, 1.0375
0, 313.00000, 1.0375
0, 314.00000, 1.0375
0, 315.00000, 1.0375
0, 316.00000, 1.0375
0, 317.00000, 1.0375
0, 318.00000, 1.0375
0, 319.00000, 1.0375
0, 320.00000, 1.0375
0, 321.00000, 1.0375
0, 322.00000, 1.0375
0, 323.00000, 1.0375
0, 324.00000, 1.0375
0, 325.00000, 1.0375
0, 326.00000, 1.0375
0, 327.00000, 1.0375
0, 328.00000, 1.0375
0, 329.00000, 1.0375
0, 330.00000, 1.0375
0, 331.00000, 1.0375
0, 332.00000, 1.0375
0, 333.00000, 1.0375
0, 334.00000, 1.0375
0, 335.00000, 1.0375
0, 336.00000, 1.0375
0, 337.00000, 1.0375
0, 338.00000, 1.0375
0, 339.00000, 1.0375
0, 340.00000, 1.0375
0, 341.00000, 1.0375
0, 342.00000, 1.0375
0, 343.00000, 1.0375
0, 344.00000, 1.0375
0, 345.00000, 1.0375
0, 346.00000, 1.0375
0, 347.00000, 1.0375
0, 348.00000, 1.0375
0, 349.00000, 1.0375
0, 350.00000, 1.0375
0, 351.00000, 1.0375
0, 352.00000, 1.0375
0, 353.00000, 1.0375
0, 354.00000, 1.0375
0, 355.00000, 1.0375
0, 356.00000, 1.0375
0, 357.00000, 1.0375
0, 358.00000, 1.0375
0, 359.00000, 1.0375
0, 360.00000, 1.0375
0, 361.00000, 1.0375
0, 362.00000, 1.0375
0, 363.00000, 1.0375
0, 364.00000, 1.0375
0, 365.00000, 1.0375
0, 366.00000, 1.0375
0, 367.00000, 1.0375
0, 368.00000, 1.0375
0, 369.00000, 1.0375
0, 370.00000, 1.0375
0, 371.00000, 1.0375
0, 372.00000, 1.0375
0, 373.00000, 1.0375
0, 374.00000, 1.0375
0, 375.00000, 1.0375
0, 376.00000, 1.0375
0, 377.00000, 1.0375
0, 378.00000, 1.0375
0, 379.00000, 1.0375
0, 380.00000, 1.0375
0, 381.00000, 1.0375
0, 382.00000, 1.0375
0, 383.00000, 1.0375
0, 384.00000, 1.0375
0, 385.00000, 1.0375
0, 386.00000, 1.0375
0, 387.00000, 1.0375
0, 388.00000, 1.0375
0, 389.00000, 1.0375
0, 390.00000, 1.0375
0, 391.00000, 1.0375
0, 392.00000, 1.0375
0, 393.00000, 1.0375
0, 394.00000, 1.0375
0, 395.00000, 1.0375
0, 396.00000, 1.0375
0, 397.00000, 1.0375
0, 398.00000, 1.0375
0, 399.00000, 1.0375
0, 400.00000, 1.0375
0, 401.00000, 1.0375
0, 402.00000, 1.0375
0, 403.00000, 1.0375
0, 404.00000, 1.0375
0, 405.00000, 1.0375
0, 406.00000, 1.0375
0, 407.00000, 1.0375
0, 408.00000, 1.0375
0, 409.00000, 1.0375
0, 410.00000, 1.0375
0, 411.00000, 1.0375
0, 412.00000, 1.0375
0, 413.00000, 1.0375
0, 414.00000, 1.0375
0, 415.00000, 1.0375
0, 416.00000, 1.0375
0, 417.00000, 1.0375
0, 418.00000, 1.0375
0, 419.00000, 1.0375
0, 420.00000, 1.0375
0, 421.00000, 1.0375
0, 422.00000, 1.0375
0, 423.00000, 1.0375
0, 424.00000, 1.0375
0, 425.00000, 1.0375
0, 426.00000, 1.0375
0, 427.00000, 1.0375
0, 428.00000, 1.0375
0, 429.00000, 1.0375
0, 430.00000, 1.0375
0, 431.00000, 1.0375
0, 432.00000, 1.0375
0, 433.00000, 1.0375
0, 434.00000, 1.0375
0, 435.00000, 1.0375
0, 436.00000, 1.0375
0, 437.00000, 1.0375
0, 438.00000, 1.0375
0, 439.00000, 1.0375
0, 440.00000, 1.0375
0, 441.00000, 1.0375
0, 442.00000, 1.0375
0, 443.00000, 1.0375
0, 444.00000, 1.0375
0, 445.00000, 1.0375
0, 446.00000, 1.0375
0, 447.00000, 1.0375
0, 448.00000, 1.0375
0, 449.00000, 1.0375
0, 450.00000, 1.0375
0, 451.00000, 1.0375
0, 452.00000, 1.0375
0, 453.00000, 1.0375
0, 454.00000, 1.0375
0, 455.00000, 1.0375
0, 456.00000, 1.0375
0, 457.00000, 1.0375
0, 458.00000, 1.0375
0, 459.00000, 1.0375
0, 460.00000, 1.0375
0, 461.00000, 1.0375
0, 462.00000, 1.0375
0, 463.00000, 1.0375
0, 464.00000, 1.0375
0, 465.00000, 1.03125
0, 466.00000, 1.03125
0, 467.00000, 1.025
0, 468.00000, 1.025
0, 469.00000, 1.01875
0, 470.00000, 1.01875
0, 471.00000, 1.0125
0, 472.00000, 1.0125
0, 473.00000, 1.00625
0, 474.00000, 1.00625
0, 475.00000, 1
0, 476.00000, 1
0, 477.00000, 1
0, 478.00000, 1
0, 479.00000, 1
0, 480.00000, 1
0, 481.00000, 1
0, 482.00000, 1
0, 483.00000, 1
0, 484.00000, 1
0, 485.00000, 1
0, 486.00000, 1
0, 487.00000, 1
0, 488.00000, 1
0, 489.00000, 1
0, 490.00000, 1
0, 491.00000, 1
0, 492.00000, 1
0, 493.00000, 1
0, 494.00000, 1
0, 495.00000, 1
0, 496.00000, 1
0, 497.00000, 1
0, 498.00000, 1
0, 499.00000, 1
0, 500.00000, 1
0, 501.00000, 1
0, 502.00000, 1
0, 503.00000, 1
0, 504.00000, 1
0, 505.00000, 1
0, 506.00000, 1
0, 507.00000, 1
0, 508.00000, 1
0, 509.00000, 1
0, 510.00000, 1
0, 511.00000, 1
0, 512.00000, 1
0, 513.00000, 1
0, 514.00000, 1
0, 515.00000, 1
0, 516.00000, 1
0, 517.00000, 1
0, 518.00000, 1
0, 519.00000, 1
0, 520.00000, 1
0, 521.00000, 1
0, 522.00000, 1
0, 523.00000, 1
0, 524.00000, 1
0, 525.00000, 1
0, 526.00000, 1
0, 527.00000, 1
0, 528.00000, 1
0, 529.00000, 1
0, 530.00000, 1
0, 531.00000, 1
0, 532.00000, 1
0, 533.00000, 1
0, 534.00000, 1
0, 535.00000, 1
0, 536.00000, 1
0, 537.00000, 1
0, 538.00000, 1
0, 539.00000, 1
0, 540.00000, 1
0, 541.00000, 1
0, 542.00000, 1
0, 543.00000, 1
0, 544.00000, 1
0, 545.00000, 1
0, 546.00000, 1
0, 547.00000, 1
0, 548.00000, 1
0, 549.00000, 1
0, 550.00000, 1
0, 551.00000, 1
0, 552.00000, 1
0, 553.00000, 1
0, 554.00000, 1
0, 555.00000, 1
0, 556.00000, 1
0, 557.00000, 1
0, 558.00000, 1
0, 559.00000, 1
0, 560.00000, 1
0, 561.00000, 1
0, 562.00000, 1
0, 563.00000, 1
0, 564.00000, 1
0, 565.00000, 1
0, 566.00000, 1
0, 567.00000, 1
0, 568.00000, 1
0, 569.00000, 1
0, 570.00000, 1
0, 571.00000, 1
0, 572.00000, 1
0, 573.00000, 1
0, 574.00000, 1
0, 575.00000, 1
0, 576.00000, 1
0, 577.00000, 1
0, 578.00000, 1
0, 579.00000, 1
0, 580.00000, 1
0, 581.00000, 1
0, 582.00000, 1
0, 583.00000, 1
0, 584.00000, 1
0, 585.00000, 1
0, 586.00000, 1
0, 587.00000, 1
0, 588.00000, 1
0, 589.00000, 1
0, 590.00000, 1
0, 591.00000, 1
0, 592.00000, 1
0, 593.00000, 1
0, 594.00000, 1
0, 595.00000, 1
0, 596.00000, 1
0, 597.00000, 1
0, 598.00000, 1
0, 599.00000, 1
0, 600.00000, 1
0, 601.00000, 1
0, 602.00000, 1
0, 603.00000, 1
0, 604.00000, 1
0, 605.00000, 1
0, 606.00000, 1
0, 607.00000, 1
0, 608.00000, 1
0, 609.00000, 1
0, 610.00000, 1
0, 611.00000, 1
0, 612.00000, 1
0, 613.00000, 1
0, 614.00000, 1
0, 615.00000, 1
0, 616.00000, 1
0, 617.00000, 1
0, 618.00000, 1
0, 619.00000, 1
0, 620.00000, 1
0, 621.00000, 1
0, 622.00000, 1
0, 623.00000, 1
0, 624.00000, 1
0, 625.00000, 1
0, 626.00000, 1
0, 627.00000, 1
0, 628.00000, 1
0, 629.00000, 1
0, 630.00000, 1
0, 631.00000, 1
0, 632.00000, 1
0, 633.00000, 1
0, 634.00000, 1
0, 635.00000, 1
0, 636.00000, 1
0, 637.00000, 1
0, 638.00000, 1
0, 639.00000, 1
0, 640.00000, 1
0, 641.00000, 1
0, 642.00000, 1
0, 643.00000, 1
0, 644.00000, 1
0, 645.00000, 1
0, 646.00000, 1
0, 647.00000, 1
0, 648.00000, 1
0, 649.00000, 1
0, 650.00000, 1
0, 651.00000, 1
0, 652.00000, 1
0, 653.00000, 1
0, 654.00000, 1
0, 655.00000, 1
0, 656.00000, 1
0, 657.00000, 1
0, 658.00000, 1
0, 659.00000, 1
0, 660.00000, 1
0, 661.00000, 1
0, 662.00000, 1
0, 663.00000, 1
0, 664.00000, 1
0, 665.00000, 1
0, 666.00000, 1
0, 667.00000, 1
0, 668.00000, 1
0, 669.00000, 1
0, 670.00000, 1
0, 671.00000, 1
0, 672.00000, 1
0, 673.00000, 1
0, 674.00000, 1
0, 675.00000, 1
0, 676.00000, 1
0, 677.00000, 1
0, 678.00000, 1
0, 679.00000, 1
0, 680.00000, 1
0, 681.00000, 1
0, 682.00000, 1
0, 683.00000, 1
0, 684.00000, 1
0, 685.00000, 1
0, 686.00000, 1
0, 687.00000, 1
0, 688.00000, 1
0, 689.00000, 1
0, 690.00000, 1
0, 691.00000, 1
0, 692.00000, 1
0, 693.00000, 1
0, 694.00000, 1
0, 695.00000, 1
0, 696.00000, 1
0, 697.00000, 1
0, 698.00000, 1
0, 699.00000, 1
0, 700.00000, 1
0, 701.00000, 1
0, 702.00000, 1
0, 703.00000, 1
0, 704.00000, 1
0, 705.00000, 1
0, 706.00000, 1
0, 707.00000, 1
0, 708.00000, 1
0, 709.00000, 1
0, 710.00000, 1
0, 711.00000, 1
0, 712.00000, 1
0, 713.00000, 1
0, 714.00000, 1
0, 715.00000, 1
0, 716.00000, 1
0, 717.00000, 1
0, 718.00000, 1
0, 719.00000, 1
0, 720.00000, 1
0, 721.00000, 1
0, 722.00000, 1
0, 723.00000, 1
0, 724.00000, 1
0, 725.00000, 1
0, 726.00000, 1
0, 727.00000, 1
0, 728.00000, 1
0, 729.00000, 1
0, 730.00000, 1
0, 731.00000, 1
0, 732.00000, 1
0, 733.00000, 1
0, 734.00000, 1
0, 735.00000, 1
0, 736.00000, 1
0, 737.00000, 1
0, 738.00000, 1
0, 739.00000, 1
0, 740.00000, 1
0, 741.00000, 1
0, 742.00000, 1
0, 743.00000, 1
0, 744.00000, 1
0, 745.00000, 1
0, 746.00000, 1
0, 747.00000, 1
0, 748.00000, 1
0, 749.00000, 1
0, 750.00000, 1
0, 751.00000, 1
0, 752.00000, 1
0, 753.00000, 1
0, 754.00000, 1
0, 755.00000, 1
0, 756.00000, 1
0, 757.00000, 1
0, 758.00000, 1
0, 759.00000, 1
0, 760.00000, 1
0, 761.00000, 1
0, 762.00000, 1
0, 763.00000, 1
0, 764.00000, 1
0, 765.00000, 1
0, 766.00000, 1
0, 767.00000, 1
0, 768.00000, 1
0, 769.00000, 1
0, 770.00000, 1
0, 771.00000, 1
0, 772.00000, 1
0, 773.00000, 1
0, 774.00000, 1
0, 775.00000, 1
0, 776.00000, 1
0, 777.00000, 1
0, 778.00000, 1
0, 779.00000, 1
0, 780.00000, 1
0, 781.00000, 1
0, 782.00000, 1
0, 783.00000, 1
0, 784.00000, 1
0, 785.00000, 1
0, 786.00000, 1
0, 787.00000, 1
0, 788.00000, 1
0, 789.00000, 1
0, 790.00000, 1
0, 791.00000, 1
0, 792.00000, 1
0, 793.00000, 1
0, 794.00000, 1
0, 795.00000, 1
0, 796.00000, 1
0, 797.00000, 1
0, 798.00000, 1
0, 799.00000, 1
0, 800.00000, 1
0, 801.00000, 1
0, 802.00000, 1
0, 803.00000, 1
0, 804.00000, 1
0, 805.00000, 1
0, 806.00000, 1
0, 807.00000, 1
0, 808.00000, 1
0, 809.00000, 1
0, 810.00000, 1
0, 811.00000, 1
0, 812.00000, 1
0, 813.00000, 1
0, 814.00000, 1
0, 815.00000, 1
0, 816.00000, 1
0, 817.00000, 1
0, 818.00000, 1
0, 819.00000, 1
0, 820.00000, 1
0, 821.00000, 1
0, 822.00000, 1
0, 823.00000, 1
0, 824.00000, 1
0, 825.00000, 1
0, 826.00000, 1
0, 827.00000, 1
0, 828.00000, 1
0, 829.00000, 1
0, 830.00000, 1
0, 831.00000, 1
0, 832.00000, 1
0, 833.00000, 1
0, 834.00000, 1
0, 835.00000, 1
0, 836.00000, 1
0, 837.00000, 1
0, 838.00000, 1
0, 839.00000, 1
0, 840.00000, 1
0, 841.00000, 1
0, 842.00000, 1
0, 843.00000, 1
0, 844.00000, 1
0, 845.00000, 1
0, 846.00000, 1
0, 847.00000, 1
0, 848.00000, 1
0, 849.00000, 1
0, 850.00000, 1
0, 851.00000, 1
0, 852.00000, 1
0, 853.00000, 1
0, 854.00000, 1
0, 855.00000, 1
0, 856.00000, 1
0, 857.00000, 1
0, 858.00000, 1
0, 859.00000, 1
0, 860.00000, 1
0, 861.00000, 1
0, 862.00000, 1
0, 863.00000, 1
0, 864.00000, 1
0, 865.00000, 1
0, 866.00000, 1
0, 867.00000, 1
0, 868.00000, 1
0, 869.00000, 1
0, 870.00000, 1
0, 871.00000, 1
0, 872.00000, 1
0, 873.00000, 1
0, 874.00000, 1
0, 875.00000, 1
0, 876.00000, 1
0, 877.00000, 1
0, 878.00000, 1.00625
0, 879.00000, 1.00625
0, 880.00000, 1.0125
0, 881.00000, 1.0125
0, 882.00000, 1.01875
0, 883.00000, 1.01875
0, 884.00000, 1.025
0, 885.00000, 1.025
0, 886.00000, 1.03125
0, 887.00000, 1.03125
0, 888.00000, 1.0375
0, 889.00000, 1.0375
0, 890.00000, 1.0375
0, 891.00000, 1.0375
0, 892.00000, 1.0375
0, 893.00000, 1.0375
0, 894.00000, 1.0375
0, 895.00000, 1.0375
0, 896.00000, 1.0375
0, 897.00000, 1.0375
0, 898.00000, 1.0375
0, 899.00000, 1.0375
0, 900.00000, 1.0375
0, 901.00000, 1.0375
0, 902.00000, 1.0375
0, 903.00000, 1.0375
0, 904.00000, 1.0375
0, 905.00000, 1.0375
0, 906.00000, 1.0375
0, 907.00000, 1.0375
0, 908.00000, 1.0375
0, 909.00000, 1.0375
0, 910.00000, 1.0375
0, 911.00000, 1.0375
0, 912.00000, 1.0375
0, 913.00000, 1.0375
0, 914.00000, 1.0375
0, 915.00000, 1.0375
0, 916.00000, 1.0375
0, 917.00000, 1.0375
0, 918.00000, 1.0375
0, 919.00000, 1.0375
0, 920.00000, 1.0375
0, 921.00000, 1.0375
0, 922.00000, 1.0375
0, 923.00000, 1.0375
0, 924.00000, 1.0375
0, 925.00000, 1.0375
0, 926.00000, 1.0375
0, 927.00000, 1.0375
0, 928.00000, 1.0375
0, 929.00000, 1.0375
0, 930.00000, 1.0375
0, 931.00000, 1.0375
0, 932.00000, 1.0375
0, 933.00000, 1.0375
0, 934.00000, 1.0375
0, 935.00000, 1.0375
0, 936.00000, 1.0375
0, 937.00000, 1.0375
0, 938.00000, 1.0375
0, 939.00000, 1.0375
0, 940.00000, 1.0375
0, 941.00000, 1.0375
0, 942.00000, 1.0375
0, 943.00000, 1.0375
0, 944.00000, 1.0375
0, 945.00000, 1.0375
0, 946.00000, 1.0375
0, 947.00000, 1.0375
0, 948.00000, 1.0375
0, 949.00000, 1.0375
0, 950.00000, 1.0375
0, 951.00000, 1.0375
0, 952.00000, 1.0375
0, 953.00000, 1.0375
0, 954.00000, 1.0375
0, 955.00000, 1.0375
0, 956.00000, 1.0375
0, 957.00000, 1.0375
0, 958.00000, 1.0375
0, 959.00000, 1.0375
0, 960.00000, 1.0375
0, 961.00000, 1.0375
0, 962.00000, 1.0375
0, 963.00000, 1.0375
0, 964.00000, 1.0375
0, 965.00000, 1.0375
0, 966.00000, 1.0375
0, 967.00000, 1.0375
0, 968.00000, 1.0375
0, 969.00000, 1.0375
0, 970.00000, 1.0375
0, 971.00000, 1.0375
0, 972.00000, 1.0375
0, 973.00000, 1.0375
0, 974.00000, 1.0375
0, 975.00000, 1.0375
0, 976.00000, 1.0375
0, 977.00000, 1.0375
0, 978.00000, 1.0375
0, 979.00000, 1.0375
0, 980.00000, 1.0375
0, 981.00000, 1.0375
0, 982.00000, 1.0375
0, 983.00000, 1.0375
0, 984.00000, 1.0375
0, 985.00000, 1.0375
0, 986.00000, 1.0375
0, 987.00000, 1.0375
0, 988.00000, 1.0375
0, 989.00000, 1.0375
0, 990.00000, 1.0375
0, 991.00000, 1.0375
0, 992.00000, 1.0375
0, 993.00000, 1.0375
0, 994.00000, 1.0375
0, 995.00000, 1.0375
0, 996.00000, 1.0375
0, 997.00000, 1.0375
0, 998.00000, 1.0375
0, 999.00000, 1.0375
0, 1000.00000, 1.0375
