hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 60.00000, 2483.83, -1.13638, 2480.25, -119.789, 2481.57, 119.956, 186.09, 179.294, 186.103, 60.6267, 186.35, -59.6692
0, 61.00000, 2483.93, -1.13165, 2480.34, -119.785, 2481.65, 119.96, 186.419, 179.299, 186.432, 60.6317, 186.68, -59.6642
0, 62.00000, 2484.04, -1.12639, 2480.44, -119.78, 2481.74, 119.965, 186.785, 179.305, 186.798, 60.6373, 187.049, -59.6587
0, 63.00000, 2484.16, -1.12093, 2480.55, -119.775, 2481.83, 119.97, 187.165, 179.312, 187.179, 60.6431, 187.432, -59.6529
0, 64.00000, 2484.27, -1.11555, 2480.66, -119.77, 2481.93, 119.975, 187.54, 179.318, 187.554, 60.6488, 187.809, -59.6472
0, 65.00000, 2484.38, -1.11034, 2480.76, -119.766, 2482.01, 119.98, 187.902, 179.324, 187.916, 60.6543, 188.174, -59.6418
0, 66.00000, 2484.48, -1.10564, 2480.85, -119.761, 2482.09, 119.984, 188.229, 179.329, 188.244, 60.6593, 188.503, -59.6368
0, 67.00000, 2484.56, -1.10179, 2480.92, -119.758, 2482.16, 119.987, 188.498, 179.334, 188.512, 60.6634, 188.773, -59.6327
0, 68.00000, 2484.63, -1.0988, 2480.98, -119.755, 2482.21, 119.99, 188.705, 179.337, 188.72, 60.6665, 188.982, -59.6296
0, 69.00000, 2484.67, -1.09675, 2481.02, -119.753, 2482.24, 119.992, 188.848, 179.34, 188.863, 60.6687, 189.126, -59.6274
0, 70.00000, 2484.7, -1.09542, 2481.05, -119.752, 2482.26, 119.993, 188.941, 179.341, 188.955, 60.6701, 189.219, -59.626
0, 71.00000, 2484.72, -1.09434, 2481.07, -119.751, 2482.28, 119.994, 189.016, 179.343, 189.031, 60.6713, 189.294, -59.6249
0, 72.00000, 2484.74, -1.09359, 2481.08, -119.75, 2482.3, 119.995, 189.068, 179.343, 189.083, 60.6721, 189.347, -59.6241
0, 73.00000, 2484.74, -1.09356, 2481.08, -119.75, 2482.3, 119.995, 189.07, 179.343, 189.085, 60.6721, 189.349, -59.624
0, 74.00000, 2484.73, -1.09407, 2481.07, -119.751, 2482.29, 119.994, 189.035, 179.343, 189.05, 60.6716, 189.313, -59.6246
0, 75.00000, 2484.71, -1.09493, 2481.06, -119.752, 2482.27, 119.994, 188.974, 179.342, 188.989, 60.6706, 189.253, -59.6255
0, 76.00000, 2484.68, -1.09628, 2481.03, -119.753, 2482.25, 119.992, 188.881, 179.34, 188.896, 60.6692, 189.158, -59.6269
0, 77.00000, 2484.64, -1.09811, 2480.99, -119.754, 2482.22, 119.991, 188.753, 179.338, 188.768, 60.6673, 189.03, -59.6288
0, 78.00000, 2484.59, -1.10037, 2480.95, -119.757, 2482.18, 119.989, 188.596, 179.336, 188.611, 60.6649, 188.872, -59.6312
0, 79.00000, 2484.54, -1.10273, 2480.9, -119.759, 2482.14, 119.987, 188.432, 179.333, 188.446, 60.6624, 188.706, -59.6337
0, 80.00000, 2484.5, -1.10492, 2480.86, -119.761, 2482.1, 119.985, 188.28, 179.33, 188.294, 60.6601, 188.553, -59.636
0, 81.00000, 2484.45, -1.107, 2480.82, -119.763, 2482.07, 119.983, 188.135, 179.328, 188.149, 60.6579, 188.407, -59.6382
0, 82.00000, 2484.42, -1.10865, 2480.79, -119.764, 2482.04, 119.981, 188.02, 179.326, 188.034, 60.6561, 188.292, -59.64
0, 83.00000, 2484.39, -1.10976, 2480.77, -119.765, 2482.02, 119.98, 187.943, 179.325, 187.957, 60.6549, 188.214, -59.6411
0, 84.00000, 2484.38, -1.11047, 2480.75, -119.766, 2482.01, 119.979, 187.893, 179.324, 187.908, 60.6542, 188.165, -59.6419
0, 85.00000, 2484.37, -1.11075, 2480.75, -119.766, 2482.01, 119.979, 187.874, 179.324, 187.888, 60.6539, 188.145, -59.6422
0, 86.00000, 2484.38, -1.11048, 2480.75, -119.766, 2482.01, 119.979, 187.893, 179.324, 187.907, 60.6542, 188.164, -59.6419
0, 87.00000, 2484.4, -1.10955, 2480.77, -119.765, 2482.03, 119.98, 187.957, 179.325, 187.971, 60.6551, 188.229, -59.6409
0, 88.00000, 2484.43, -1.10817, 2480.8, -119.764, 2482.05, 119.982, 188.053, 179.327, 188.067, 60.6566, 188.326, -59.6395
0, 89.00000, 2484.46, -1.10663, 2480.83, -119.762, 2482.08, 119.983, 188.16, 179.328, 188.175, 60.6582, 188.433, -59.6378
0, 90.00000, 2484.49, -1.10529, 2480.85, -119.761, 2482.1, 119.984, 188.254, 179.33, 188.268, 60.6597, 188.527, -59.6364
0, 91.00000, 2484.51, -1.10418, 2480.88, -119.76, 2482.12, 119.985, 188.331, 179.331, 188.345, 60.6608, 188.605, -59.6353
0, 92.00000, 2484.53, -1.10351, 2480.89, -119.759, 2482.13, 119.986, 188.377, 179.332, 188.392, 60.6615, 188.652, -59.6345
0, 93.00000, 2484.53, -1.10355, 2480.89, -119.759, 2482.13, 119.986, 188.375, 179.332, 188.389, 60.6615, 188.649, -59.6346
0, 94.00000, 2484.51, -1.10409, 2480.88, -119.76, 2482.12, 119.985, 188.337, 179.331, 188.351, 60.6609, 188.611, -59.6352
0, 95.00000, 2484.5, -1.10493, 2480.86, -119.761, 2482.1, 119.984, 188.279, 179.33, 188.293, 60.66, 188.552, -59.636
0, 96.00000, 2484.47, -1.10629, 2480.84, -119.762, 2482.08, 119.983, 188.184, 179.329, 188.199, 60.6586, 188.457, -59.6375
0, 97.00000, 2484.42, -1.10848, 2480.79, -119.764, 2482.04, 119.981, 188.032, 179.326, 188.046, 60.6563, 188.304, -59.6398
0, 98.00000, 2484.36, -1.1113, 2480.74, -119.766, 2482, 119.979, 187.835, 179.323, 187.85, 60.6533, 188.106, -59.6428
0, 99.00000, 2484.29, -1.1147, 2480.67, -119.77, 2481.94, 119.976, 187.599, 179.319, 187.613, 60.6497, 187.868, -59.6464
0, 100.00000, 2484.21, -1.11866, 2480.59, -119.773, 2481.87, 119.972, 187.323, 179.314, 187.337, 60.6455, 187.59, -59.6505
0, 101.00000, 2484.12, -1.12277, 2480.51, -119.777, 2481.8, 119.968, 187.037, 179.31, 187.051, 60.6412, 187.302, -59.6549
0, 102.00000, 2484.03, -1.12678, 2480.44, -119.78, 2481.74, 119.964, 186.758, 179.305, 186.772, 60.6369, 187.021, -59.6591
0, 103.00000, 2483.95, -1.13054, 2480.36, -119.784, 2481.67, 119.961, 186.496, 179.301, 186.509, 60.6329, 186.758, -59.6631
0, 104.00000, 2483.89, -1.13373, 2480.3, -119.787, 2481.62, 119.958, 186.273, 179.297, 186.287, 60.6295, 186.534, -59.6664
0, 105.00000, 2483.83, -1.13624, 2480.25, -119.789, 2481.58, 119.956, 186.099, 179.294, 186.112, 60.6269, 186.358, -59.6691
0, 106.00000, 2483.79, -1.13814, 2480.22, -119.791, 2481.54, 119.954, 185.967, 179.292, 185.98, 60.6249, 186.225, -59.6711
0, 107.00000, 2483.76, -1.13943, 2480.19, -119.792, 2481.52, 119.953, 185.877, 179.29, 185.89, 60.6235, 186.135, -59.6725
0, 108.00000, 2483.74, -1.14043, 2480.17, -119.793, 2481.51, 119.952, 185.807, 179.289, 185.82, 60.6224, 186.065, -59.6735
0, 109.00000, 2483.73, -1.1411, 2480.16, -119.793, 2481.49, 119.951, 185.761, 179.288, 185.774, 60.6217, 186.018, -59.6742
0, 110.00000, 2483.73, -1.14088, 2480.16, -119.793, 2481.5, 119.952, 185.777, 179.289, 185.79, 60.622, 186.034, -59.674
0, 111.00000, 2483.76, -1.1397, 2480.18, -119.792, 2481.52, 119.953, 185.858, 179.29, 185.871, 60.6232, 186.116, -59.6727
0, 112.00000, 2483.79, -1.13817, 2480.21, -119.791, 2481.54, 119.954, 185.965, 179.292, 185.978, 60.6248, 186.223, -59.6711
0, 113.00000, 2483.82, -1.1368, 2480.24, -119.79, 2481.57, 119.955, 186.06, 179.293, 186.074, 60.6263, 186.32, -59.6697
0, 114.00000, 2483.85, -1.1356, 2480.26, -119.788, 2481.59, 119.956, 186.144, 179.295, 186.157, 60.6275, 186.404, -59.6684
0, 115.00000, 2483.87, -1.13436, 2480.29, -119.787, 2481.61, 119.958, 186.23, 179.296, 186.243, 60.6289, 186.49, -59.6671
0, 116.00000, 2483.9, -1.13319, 2480.31, -119.786, 2481.63, 119.959, 186.312, 179.298, 186.325, 60.6301, 186.572, -59.6659
0, 117.00000, 2483.92, -1.13229, 2480.33, -119.785, 2481.64, 119.959, 186.374, 179.299, 186.388, 60.6311, 186.635, -59.6649
0, 118.00000, 2483.93, -1.13183, 2480.34, -119.785, 2481.65, 119.96, 186.406, 179.299, 186.42, 60.6315, 186.668, -59.6644
0, 119.00000, 2483.92, -1.13193, 2480.34, -119.785, 2481.65, 119.96, 186.399, 179.299, 186.413, 60.6314, 186.661, -59.6645
0, 120.00000, 2483.91, -1.1325, 2480.33, -119.786, 2481.64, 119.959, 186.36, 179.298, 186.373, 60.6308, 186.621, -59.6651
0, 121.00000, 2483.89, -1.13346, 2480.31, -119.787, 2481.62, 119.958, 186.293, 179.297, 186.306, 60.6298, 186.554, -59.6662
0, 122.00000, 2483.86, -1.13468, 2480.28, -119.788, 2481.6, 119.957, 186.207, 179.296, 186.221, 60.6285, 186.468, -59.6674
0, 123.00000, 2483.83, -1.13641, 2480.25, -119.789, 2481.57, 119.956, 186.088, 179.294, 186.101, 60.6267, 186.347, -59.6693
0, 124.00000, 2483.78, -1.13883, 2480.2, -119.791, 2481.53, 119.953, 185.919, 179.291, 185.932, 60.6241, 186.177, -59.6718
0, 125.00000, 2483.72, -1.14144, 2480.15, -119.794, 2481.49, 119.951, 185.737, 179.288, 185.751, 60.6214, 185.995, -59.6746
0, 126.00000, 2483.67, -1.14381, 2480.1, -119.796, 2481.45, 119.949, 185.572, 179.285, 185.586, 60.6189, 185.828, -59.6771
0, 127.00000, 2483.63, -1.14586, 2480.06, -119.798, 2481.41, 119.947, 185.429, 179.283, 185.442, 60.6167, 185.684, -59.6792
0, 128.00000, 2483.59, -1.14763, 2480.03, -119.799, 2481.38, 119.945, 185.307, 179.281, 185.32, 60.6148, 185.561, -59.6811
0, 129.00000, 2483.55, -1.14938, 2480, -119.801, 2481.35, 119.944, 185.184, 179.279, 185.197, 60.6129, 185.438, -59.683
0, 130.00000, 2483.51, -1.15157, 2479.95, -119.803, 2481.32, 119.942, 185.032, 179.276, 185.045, 60.6106, 185.284, -59.6853
0, 131.00000, 2483.45, -1.15421, 2479.9, -119.805, 2481.27, 119.939, 184.848, 179.273, 184.861, 60.6078, 185.1, -59.6881
0, 132.00000, 2483.4, -1.15678, 2479.85, -119.808, 2481.23, 119.937, 184.669, 179.27, 184.682, 60.6051, 184.92, -59.6908
0, 133.00000, 2483.35, -1.15904, 2479.81, -119.81, 2481.19, 119.935, 184.512, 179.268, 184.524, 60.6027, 184.761, -59.6932
0, 134.00000, 2483.3, -1.16134, 2479.76, -119.812, 2481.15, 119.933, 184.352, 179.265, 184.365, 60.6003, 184.6, -59.6956
0, 135.00000, 2483.24, -1.1639, 2479.71, -119.814, 2481.11, 119.931, 184.173, 179.262, 184.186, 60.5976, 184.421, -59.6983
0, 136.00000, 2483.19, -1.1664, 2479.66, -119.816, 2481.07, 119.928, 183.999, 179.259, 184.012, 60.5949, 184.245, -59.7009
0, 137.00000, 2483.15, -1.16839, 2479.63, -119.818, 2481.03, 119.926, 183.861, 179.257, 183.873, 60.5928, 184.106, -59.703
0, 138.00000, 2483.11, -1.17005, 2479.59, -119.82, 2481.01, 119.925, 183.745, 179.255, 183.758, 60.591, 183.99, -59.7048
0, 139.00000, 2483.09, -1.17128, 2479.57, -119.821, 2480.99, 119.924, 183.66, 179.253, 183.672, 60.5897, 183.904, -59.7061
0, 140.00000, 2483.07, -1.17184, 2479.56, -119.821, 2480.98, 119.923, 183.621, 179.253, 183.633, 60.5891, 183.864, -59.7067
0, 141.00000, 2483.07, -1.17224, 2479.55, -119.822, 2480.97, 119.923, 183.593, 179.252, 183.605, 60.5887, 183.837, -59.7071
0, 142.00000, 2483.05, -1.17302, 2479.54, -119.822, 2480.96, 119.922, 183.539, 179.251, 183.551, 60.5879, 183.782, -59.7079
0, 143.00000, 2483.03, -1.17398, 2479.52, -119.823, 2480.94, 119.921, 183.472, 179.25, 183.484, 60.5869, 183.715, -59.7089
0, 144.00000, 2483.01, -1.17468, 2479.5, -119.824, 2480.93, 119.921, 183.423, 179.249, 183.435, 60.5861, 183.665, -59.7097
0, 145.00000, 2483, -1.17554, 2479.49, -119.825, 2480.91, 119.92, 183.363, 179.249, 183.375, 60.5852, 183.605, -59.7106
0, 146.00000, 2482.97, -1.17691, 2479.46, -119.826, 2480.89, 119.919, 183.268, 179.247, 183.28, 60.5838, 183.51, -59.712
0, 147.00000, 2482.93, -1.17861, 2479.43, -119.828, 2480.86, 119.917, 183.149, 179.245, 183.161, 60.582, 183.39, -59.7138
0, 148.00000, 2482.88, -1.18085, 2479.38, -119.83, 2480.82, 119.915, 182.994, 179.242, 183.006, 60.5796, 183.233, -59.7162
0, 149.00000, 2482.82, -1.18375, 2479.33, -119.832, 2480.77, 119.912, 182.792, 179.239, 182.804, 60.5765, 183.03, -59.7192
0, 150.00000, 2482.75, -1.18704, 2479.26, -119.835, 2480.72, 119.909, 182.562, 179.235, 182.574, 60.573, 182.799, -59.7227
0, 151.00000, 2482.67, -1.1907, 2479.19, -119.838, 2480.66, 119.906, 182.308, 179.231, 182.319, 60.5692, 182.543, -59.7266
0, 152.00000, 2482.59, -1.19447, 2479.12, -119.842, 2480.59, 119.903, 182.045, 179.227, 182.057, 60.5652, 182.279, -59.7305
0, 153.00000, 2482.52, -1.19796, 2479.05, -119.845, 2480.53, 119.899, 181.802, 179.223, 181.813, 60.5615, 182.034, -59.7342
0, 154.00000, 2482.45, -1.20117, 2478.99, -119.848, 2480.48, 119.896, 181.579, 179.219, 181.59, 60.5581, 181.81, -59.7376
0, 155.00000, 2482.38, -1.20436, 2478.92, -119.851, 2480.43, 119.893, 181.357, 179.215, 181.368, 60.5547, 181.586, -59.741
0, 156.00000, 2482.31, -1.20777, 2478.86, -119.854, 2480.37, 119.89, 181.119, 179.211, 181.13, 60.5511, 181.347, -59.7446
0, 157.00000, 2482.24, -1.21101, 2478.79, -119.857, 2480.31, 119.887, 180.894, 179.207, 180.905, 60.5476, 181.12, -59.748
0, 158.00000, 2482.18, -1.21362, 2478.74, -119.859, 2480.27, 119.885, 180.712, 179.204, 180.723, 60.5449, 180.937, -59.7507
0, 159.00000, 2482.13, -1.21592, 2478.7, -119.861, 2480.23, 119.883, 180.552, 179.202, 180.562, 60.5424, 180.776, -59.7532
0, 160.00000, 2482.08, -1.2184, 2478.65, -119.864, 2480.19, 119.881, 180.38, 179.199, 180.39, 60.5398, 180.603, -59.7558
0, 161.00000, 2482.02, -1.22112, 2478.6, -119.866, 2480.14, 119.878, 180.19, 179.196, 180.2, 60.5369, 180.412, -59.7586
0, 162.00000, 2481.96, -1.22405, 2478.54, -119.869, 2480.09, 119.875, 179.986, 179.192, 179.996, 60.5338, 180.207, -59.7617
0, 163.00000, 2481.89, -1.2272, 2478.48, -119.872, 2480.04, 119.873, 179.767, 179.189, 179.777, 60.5305, 179.986, -59.7651
0, 164.00000, 2481.82, -1.2305, 2478.41, -119.875, 2479.98, 119.87, 179.537, 179.185, 179.547, 60.527, 179.755, -59.7685
0, 165.00000, 2481.76, -1.23361, 2478.35, -119.877, 2479.93, 119.867, 179.32, 179.181, 179.33, 60.5237, 179.537, -59.7718
0, 166.00000, 2481.7, -1.23632, 2478.3, -119.88, 2479.88, 119.864, 179.132, 179.178, 179.141, 60.5208, 179.347, -59.7747
0, 167.00000, 2481.64, -1.23888, 2478.25, -119.882, 2479.84, 119.862, 178.954, 179.175, 178.963, 60.5181, 179.168, -59.7774
0, 168.00000, 2481.59, -1.24152, 2478.2, -119.885, 2479.8, 119.86, 178.77, 179.172, 178.779, 60.5153, 178.983, -59.7802
0, 169.00000, 2481.52, -1.24446, 2478.14, -119.887, 2479.75, 119.857, 178.565, 179.169, 178.574, 60.5122, 178.777, -59.7833
0, 170.00000, 2481.45, -1.24786, 2478.07, -119.89, 2479.69, 119.854, 178.328, 179.165, 178.338, 60.5086, 178.539, -59.7868
0, 171.00000, 2481.37, -1.25165, 2478, -119.894, 2479.62, 119.85, 178.064, 179.16, 178.073, 60.5045, 178.273, -59.7908
0, 172.00000, 2481.28, -1.25587, 2477.92, -119.898, 2479.55, 119.846, 177.77, 179.155, 177.78, 60.5001, 177.978, -59.7953
0, 173.00000, 2481.18, -1.26045, 2477.83, -119.902, 2479.48, 119.842, 177.451, 179.15, 177.46, 60.4952, 177.656, -59.8001
0, 174.00000, 2481.08, -1.26517, 2477.73, -119.906, 2479.4, 119.838, 177.123, 179.145, 177.132, 60.4902, 177.326, -59.8051
0, 175.00000, 2480.98, -1.27005, 2477.64, -119.911, 2479.31, 119.833, 176.783, 179.139, 176.792, 60.485, 176.984, -59.8102
0, 176.00000, 2480.87, -1.27517, 2477.54, -119.915, 2479.23, 119.829, 176.426, 179.133, 176.435, 60.4796, 176.625, -59.8157
0, 177.00000, 2480.75, -1.28049, 2477.43, -119.92, 2479.14, 119.824, 176.056, 179.127, 176.065, 60.474, 176.253, -59.8213
0, 178.00000, 2480.64, -1.28581, 2477.33, -119.925, 2479.05, 119.819, 175.685, 179.121, 175.693, 60.4683, 175.88, -59.8269
0, 179.00000, 2480.52, -1.29119, 2477.22, -119.93, 2478.95, 119.814, 175.311, 179.115, 175.319, 60.4626, 175.503, -59.8325
0, 180.00000, 2480.4, -1.29705, 2477.11, -119.935, 2478.85, 119.809, 174.903, 179.108, 174.911, 60.4564, 175.093, -59.8387
0, 181.00000, 2480.26, -1.30375, 2476.98, -119.941, 2478.74, 119.803, 174.436, 179.1, 174.444, 60.4493, 174.624, -59.8458
0, 182.00000, 2480.11, -1.31057, 2476.84, -119.947, 2478.63, 119.796, 173.961, 179.092, 173.969, 60.4421, 174.146, -59.853
0, 183.00000, 2479.98, -1.31659, 2476.73, -119.953, 2478.52, 119.791, 173.542, 179.085, 173.549, 60.4357, 173.724, -59.8593
0, 184.00000, 2479.87, -1.32188, 2476.62, -119.958, 2478.43, 119.786, 173.174, 179.079, 173.18, 60.4301, 173.354, -59.8649
0, 185.00000, 2479.76, -1.32658, 2476.53, -119.962, 2478.35, 119.782, 172.847, 179.074, 172.853, 60.4251, 173.025, -59.8698
0, 186.00000, 2479.68, -1.33052, 2476.45, -119.965, 2478.29, 119.778, 172.573, 179.069, 172.579, 60.4209, 172.749, -59.874
0, 187.00000, 2479.61, -1.33375, 2476.39, -119.968, 2478.23, 119.775, 172.347, 179.065, 172.353, 60.4175, 172.522, -59.8774
0, 188.00000, 2479.55, -1.33645, 2476.34, -119.971, 2478.18, 119.773, 172.16, 179.062, 172.166, 60.4146, 172.333, -59.8803
