Line, "Line.l12", "13.3", "34.3", 1280, 2,  1, 3, 2.4017771, 1.2, 1500, 1500, 1500, 1350, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l13", "13.1.2.3", "18.1.2.3", 1344, 6,  0, 26, 2.4017771, 1.2, 1500, 1500, 1500, 2325, 12954659, 3, 0, 0, 0, 0, 16, 1
Line, "Line.l14", "14.1", "11.1", 1536, 2,  1, 1, 2.4017771, 1.55, 1200, 2150, 950, 2150, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l15", "14.1", "10.1", 1600, 2,  1, 1, 2.4017771, 1.55, 1200, 2150, 1450, 2150, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l16", "15.3", "16.3", 1664, 2,  1, 1, 2.4017771, 1.45, 1500, 1250, 1500, 875, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l17", "15.3", "17.3", 1728, 2,  1, 1, 2.4017771, 1.45, 1500, 1250, 1850, 1250, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l18", "18.1", "19.1", 1792, 2,  1, 2, 2.4017771, 2.025, 1500, 2325, 1250, 2325, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l19", "18.1.2.3", "21.1.2.3", 1856, 6,  0, 8, 2.4017771, 2.025, 1500, 2325, 1500, 2625, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l20", "19.1", "20.1", 2048, 2,  1, 1, 2.4017771, 2.275, 1250, 2325, 925, 2325, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l21", "21.2", "22.2", 2112, 2,  1, 1, 2.4017771, 2.325, 1500, 2625, 975, 2625, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l22", "21.1.2.3", "23.1.2.3", 2176, 6,  0, 7, 2.4017771, 2.325, 1500, 2625, 1500, 2875, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l23", "23.3", "24.3", 2368, 2,  1, 1, 2.4017771, 2.575, 1500, 2875, 950, 2875, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l24", "23.1.2.3", "25.1.2.3", 2432, 6,  0, 6, 2.4017771, 2.575, 1500, 2875, 1500, 3150, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l25", "25r.1.3", "26.1.3", 2624, 4,  0, 3, 2.4017771, 2.85, 1500, 3150, 1150, 3150, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l26", "25.1.2.3", "28.1.2.3", 2752, 6,  1, 3, 2.4017771, 2.85, 1500, 3150, 1500, 3350, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l27", "26.1.3", "27.1.3", 2944, 4,  0, 1, 2.4017771, 3.2, 1150, 3150, 875, 3150, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l28", "26.3", "31.3", 3072, 2,  1, 2, 2.4017771, 3.2, 1150, 3150, 1150, 3375, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l29", "27.1", "33.1", 3136, 2,  1, 1, 2.4017771, 3.475, 875, 3150, 875, 3650, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l30", "28.1.2.3", "29.1.2.3", 3200, 6,  1, 2, 2.4017771, 3.05, 1500, 3350, 1500, 3650, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l31", "29.1.2.3", "30.1.2.3", 3392, 6,  1, 1, 2.4017771, 3.35, 1500, 3650, 1850, 3650, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l32", "30.1.2.3", "250.1.2.3", 3584, 6,  0, 0, 2.4017771, 3.7, 1850, 3650, 2050, 3650, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l33", "31.3", "32.3", 3776, 2,  1, 1, 2.4017771, 3.425, 1150, 3375, 1150, 3675, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l34", "34.3", "15.3", 3840, 2,  0, 2, 2.4017771, 1.35, 1500, 1350, 1500, 1250, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l35", "35.1.2", "36.1.2", 3904, 4,  0, 3, 2.4017771, 2.401, 1975, 2325, 2075, 2000, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l36", "35.1.2.3", "40.1.2.3", 4032, 6,  0, 12, 2.4017771, 2.401, 1975, 2325, 1975, 2575, 12954659, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l37", "36.1", "37.1", 4224, 2,  1, 1, 2.4017771, 3.051, 2075, 2000, 1775, 2000, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l38", "36.2", "38.2", 4288, 2,  1, 2, 2.4017771, 3.051, 2075, 2000, 2325, 2000, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l39", "38.2", "39.2", 4352, 2,  1, 1, 2.4017771, 3.301, 2325, 2000, 2650, 2000, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l40", "40.3", "41.3", 4416, 2,  1, 1, 2.4017771, 2.651, 1975, 2575, 2300, 2575, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l41", "40.1.2.3", "42.1.2.3", 4480, 6,  1, 11, 2.4017771, 2.651, 1975, 2575, 1975, 2825, 12954659, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l42", "42.2", "43.2", 4672, 2,  1, 1, 2.4017771, 2.901, 1975, 2825, 2475, 2825, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l43", "42.1.2.3", "44.1.2.3", 4736, 6,  0, 9, 2.4017771, 2.901, 1975, 2825, 1975, 3025, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l44", "44.1", "45.1", 4928, 2,  1, 2, 2.4017771, 3.101, 1975, 3025, 2175, 3025, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l45", "44.1.2.3", "47.1.2.3", 4992, 6,  1, 7, 2.4017771, 3.101, 1975, 3025, 1975, 3275, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l46", "45.1", "46.1", 5184, 2,  1, 1, 2.4017771, 3.301, 2175, 3025, 2475, 3025, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l47", "47.1.2.3", "48.1.2.3", 5248, 6,  1, 1, 2.4017771, 3.351, 1975, 3275, 1825, 3275, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l48", "47.1.2.3", "49.1.2.3", 5440, 6,  3, 5, 2.4017771, 3.351, 1975, 3275, 2225, 3275, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l49", "49.1.2.3", "50.1.2.3", 5632, 6,  1, 2, 2.4017771, 3.601, 2225, 3275, 2475, 3275, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l50", "50.1.2.3", "51.1.2.3", 5824, 6,  1, 1, 2.4017771, 3.851, 2475, 3275, 2725, 3275, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l51", "51.1.2.3", "151.1.2.3", 6016, 6,  0, 0, 2.4017771, 4.101, 2725, 3275, 3187, 3928, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l52", "52.1.2.3", "53.1.2.3", 6208, 6,  1, 51, 2.4017771, 1.601, 2000, 1500, 2200, 1500, 12954659, 5, 0, 0, 0, 0, 16, 1
Line, "Line.l53", "53.1.2.3", "54.1.2.3", 6400, 6,  0, 50, 2.4017771, 1.801, 2200, 1500, 2325, 1500, 12954659, 5, 0, 0, 0, 0, 16, 1
Line, "Line.l54", "54.1.2.3", "55.1.2.3", 6592, 6,  1, 2, 2.4017771, 1.926, 2325, 1500, 2600, 1500, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l55", "54.1.2.3", "57.1.2.3", 6784, 6,  0, 48, 2.4017771, 1.926, 2325, 1500, 2325, 1850, 12954659, 5, 0, 0, 0, 0, 16, 1
Line, "Line.l56", "55.1.2.3", "56.1.2.3", 6976, 6,  1, 1, 2.4017771, 2.201, 2600, 1500, 2875, 1500, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l57", "57.2", "58.2", 7168, 2,  1, 2, 2.4017771, 2.276, 2325, 1850, 2075, 1850, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l58", "57.1.2.3", "60.1.2.3", 7232, 6,  1, 46, 2.4017771, 2.276, 2325, 1850, 3075, 1850, 12954659, 5, 0, 0, 0, 0, 16, 1
Line, "Line.l59", "58.2", "59.2", 7424, 2,  1, 1, 2.4017771, 2.526, 2075, 1850, 1825, 1850, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l60", "60.1.2.3", "61.1.2.3", 7488, 6,  0, 0, 2.4017771, 3.026, 3075, 1850, 3075, 1300, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l61", "60.1.2.3", "62.1.2.3", 7680, 6,  1, 7, 2.4017771, 3.026, 3075, 1850, 3075, 2100, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l62", "62.1.2.3", "63.1.2.3", 7872, 6,  1, 6, 2.4017771, 3.276, 3075, 2100, 3075, 2275, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l63", "63.1.2.3", "64.1.2.3", 8064, 6,  1, 5, 2.4017771, 3.451, 3075, 2275, 3075, 2625, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l64", "64.1.2.3", "65.1.2.3", 8256, 6,  3, 4, 2.4017771, 3.801, 3075, 2625, 2650, 2625, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l65", "65.1.2.3", "66.1.2.3", 8448, 6,  1, 1, 2.4017771, 4.226, 2650, 2625, 2650, 2300, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l66", "67.1", "68.1", 8640, 2,  1, 4, 2.4017771, 3.377, 3525, 1850, 3725, 1850, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l67", "67.1.2.3", "72.1.2.3", 8704, 6,  0, 21, 2.4017771, 3.377, 3525, 1850, 3525, 1575, 12954659, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l68", "67.1.2.3", "97.1.2.3", 8896, 6,  0, 13, 2.4017771, 3.377, 3525, 1850, 3525, 2100, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l69", "68.1", "69.1", 9088, 2,  1, 3, 2.4017771, 3.577, 3725, 1850, 4000, 1850, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l70", "69.1", "70.1", 9152, 2,  1, 2, 2.4017771, 3.852, 4000, 1850, 4325, 1850, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l71", "70.1", "71.1", 9216, 2,  1, 1, 2.4017771, 4.177, 4325, 1850, 4600, 1850, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l72", "72.3", "73.3", 9280, 2,  1, 3, 2.4017771, 3.652, 3525, 1575, 3800, 1575, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l73", "72.1.2.3", "76.1.2.3", 9344, 6,  3, 18, 2.4017771, 3.652, 3525, 1575, 3525, 1375, 12954659, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l74", "73.3", "74.3", 9536, 2,  1, 2, 2.4017771, 3.927, 3800, 1575, 4150, 1575, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l75", "74.3", "75.3", 9600, 2,  1, 1, 2.4017771, 4.277, 4150, 1575, 4550, 1575, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l76", "76.1.2.3", "77.1.2.3", 9664, 6,  1, 7, 2.4017771, 3.852, 3525, 1375, 3925, 1375, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l77", "76.1.2.3", "86.1.2.3", 9856, 6,  1, 8, 2.4017771, 3.852, 3525, 1375, 3255, 725, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l78", "77.1.2.3", "78.1.2.3", 10048, 6,  0, 6, 2.4017771, 4.252, 3925, 1375, 4025, 1375, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l79", "78.1.2.3", "79.1.2.3", 10240, 6,  1, 1, 2.4017771, 4.352, 4025, 1375, 4250, 1375, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l80", "78.1.2.3", "80.1.2.3", 10432, 6,  1, 5, 2.4017771, 4.352, 4025, 1375, 4025, 900, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l81", "80.1.2.3", "81.1.2.3", 10624, 6,  0, 4, 2.4017771, 4.827, 4025, 900, 4025, 425, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l82", "81.1.2.3", "82.1.2.3", 10816, 6,  1, 2, 2.4017771, 5.002, 4025, 425, 4025, 175, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l83", "81.3", "84.3", 11008, 2,  1, 2, 2.4017771, 5.002, 4025, 425, 4700, 425, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l84", "82.1.2.3", "83.1.2.3", 11072, 6,  1, 1, 2.4017771, 5.252, 4025, 175, 4275, 175, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l85", "84.3", "85.3", 11264, 2,  1, 1, 2.4017771, 5.677, 4700, 425, 4700, 900, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l86", "86.1.2.3", "87.1.2.3", 11328, 6,  1, 7, 2.4017771, 4.552, 3255, 725, 3050, 1125, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l87", "87.1", "88.1", 11520, 2,  1, 1, 2.4017771, 5.002, 3050, 1125, 2950, 1300, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l88", "87.1.2.3", "89.1.2.3", 11584, 6,  0, 5, 2.4017771, 5.002, 3050, 1125, 2775, 1125, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l89", "89.2", "90.2", 11776, 2,  1, 1, 2.4017771, 5.277, 2775, 1125, 2775, 900, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l90", "89.1.2.3", "91.1.2.3", 11840, 6,  0, 4, 2.4017771, 5.277, 2775, 1125, 2550, 1125, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l91", "91.3", "92.3", 12032, 2,  1, 1, 2.4017771, 5.502, 2550, 1125, 2550, 825, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l92", "91.1.2.3", "93.1.2.3", 12096, 6,  0, 3, 2.4017771, 5.502, 2550, 1125, 2325, 1125, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l93", "93.1", "94.1", 12288, 2,  1, 1, 2.4017771, 5.727, 2325, 1125, 2325, 850, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l94", "93.1.2.3", "95.1.2.3", 12352, 6,  1, 2, 2.4017771, 5.727, 2325, 1125, 2025, 1125, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l95", "95.2", "96.2", 12544, 2,  1, 1, 2.4017771, 6.027, 2025, 1125, 2025, 925, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l96", "97.1.2.3", "98.1.2.3", 12608, 6,  1, 3, 2.4017771, 3.627, 3525, 2100, 3800, 2100, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l97", "98.1.2.3", "99.1.2.3", 12800, 6,  1, 2, 2.4017771, 3.902, 3800, 2100, 4350, 2100, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l98", "99.1.2.3", "100.1.2.3", 12992, 6,  1, 1, 2.4017771, 4.452, 4350, 2100, 4650, 2100, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l99", "100.1.2.3", "450.1.2.3", 13184, 6,  0, 0, 2.4017771, 4.752, 4650, 2100, 5450, 2100, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l118", "197.1.2.3", "101.1.2.3", 13376, 6,  0, 10, 2.4017771, 3.628, 3525, 2200, 3525, 2450, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l100", "101.3", "102.3", 13568, 2,  1, 3, 2.4017771, 3.878, 3525, 2450, 3750, 2450, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l101", "101.1.2.3", "105.1.2.3", 13632, 6,  0, 7, 2.4017771, 3.878, 3525, 2450, 3525, 2725, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l102", "102.3", "103.3", 13824, 2,  1, 2, 2.4017771, 4.103, 3750, 2450, 4075, 2450, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l103", "103.3", "104.3", 13888, 2,  1, 1, 2.4017771, 4.428, 4075, 2450, 4775, 2450, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l104", "105.2", "106.2", 13952, 2,  1, 2, 2.4017771, 4.153, 3525, 2725, 3750, 2725, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l105", "105.1.2.3", "108.1.2.3", 14016, 6,  0, 5, 2.4017771, 4.153, 3525, 2725, 3525, 3050, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l106", "106.2", "107.2", 14208, 2,  1, 1, 2.4017771, 4.378, 3750, 2725, 4325, 2725, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l107", "108.1", "109.1", 14272, 2,  1, 5, 2.4017771, 4.478, 3525, 3050, 3975, 3050, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l108", "108.1.2.3", "300.1.2.3", 14336, 6,  0, 0, 2.4017771, 4.478, 3525, 3050, 3245, 4010, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l109", "109.1", "110.1", 14528, 2,  0, 4, 2.4017771, 4.928, 3975, 3050, 4275, 3050, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l110", "110.1", "111.1", 14592, 2,  1, 1, 2.4017771, 5.228, 4275, 3050, 4275, 3625, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l111", "110.1", "112.1", 14656, 2,  1, 3, 2.4017771, 5.228, 4275, 3050, 4275, 2925, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l112", "112.1", "113.1", 14720, 2,  1, 2, 2.4017771, 5.353, 4275, 2925, 4800, 2925, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l113", "113.1", "114.1", 14784, 2,  1, 1, 2.4017771, 5.878, 4800, 2925, 5125, 2925, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.l114", "135.1.2.3", "35.1.2.3", 14848, 6,  1, 16, 2.4017771, 2.026, 1600, 2325, 1975, 2325, 12954659, 2, 0, 0, 0, 0, 16, 1
Line, "Line.l116", "152.1.2.3", "52.1.2.3", 15040, 6,  1, 52, 2.4017771, 1.201, 1600, 1500, 2000, 1500, 12954659, 5, 0, 0, 0, 0, 16, 1
Line, "Line.l117", "160r.1.2.3", "67.1.2.3", 15232, 6,  0, 38, 2.4017771, 3.027, 3175, 1850, 3525, 1850, 12954659, 4, 0, 0, 0, 0, 16, 1
Line, "Line.sw1", "150r", "149", 15424, 6,  0, 0, 2.4017771, 0, 100, 1500, 300, 1500, 16711935, 3, 0, 0, 0, 5, 16, 1
Line, "Line.sw2", "13", "152", 15616, 6,  0, 52, 2.4017771, 1.2, 1500, 1500, 1600, 1500, 12954659, 5, 0, 0, 0, 0, 16, 1
Line, "Line.sw3", "18", "135", 15808, 6,  0, 16, 2.4017771, 2.025, 1500, 2325, 1600, 2325, 12954659, 2, 0, 0, 0, 0, 16, 1
Line, "Line.sw4", "60", "160", 16000, 6,  0, 38, 2.4017771, 3.026, 3075, 1850, 3175, 1850, 12954659, 4, 0, 0, 0, 0, 16, 1
Line, "Line.sw5", "97", "197", 16192, 6,  0, 10, 2.4017771, 3.627, 3525, 2100, 3525, 2200, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "Line.sw6", "61", "61s", 16384, 6,  0, 0, 2.4017771, 3.576, 3075, 1300, 3175, 1300, 12954659, 1, 0, 0, 0, 0, 16, 1
Line, "transformer.reg1a", "150", "150r", 16576, 8,  0, 0, 2.4017771, 0, 100, 1500, 100, 1500, 8421504, 3, 0, 0, 0, 0, 16, 1
Line, "transformer.xfm1", "61s", "610", 16832, 8,  0, 0, 2.4017771, 3.577, 3175, 1300, 3275, 1300, 8421504, 3, 0, 0, 0, 0, 16, 1
Line, "transformer.reg2a", "9.1", "9r.1", 17088, 4,  0, 2, 2.4017771, 1.125, 1200, 1725, 1200, 1725, 8421504, 3, 0, 0, 0, 0, 16, 1
Line, "transformer.reg3a", "25.1", "25r.1", 17216, 4,  0, 0, 2.4017771, 2.85, 1500, 3150, 1500, 3150, 8421504, 3, 0, 0, 0, 0, 16, 1
Line, "transformer.reg4a", "160.1", "160r.1", 17344, 4,  0, 0, 2.4017771, 3.027, 3175, 1850, 3175, 1850, 8421504, 3, 0, 0, 0, 0, 16, 1
Line, "transformer.reg3c", "25.3", "25r.3", 17472, 4,  0, 3, 2.4017771, 2.85, 1500, 3150, 1500, 3150, 8421504, 3, 0, 0, 0, 0, 16, 1
Line, "transformer.reg4b", "160.2", "160r.2", 17600, 4,  0, 0, 2.4017771, 3.027, 3175, 1850, 3175, 1850, 8421504, 3, 0, 0, 0, 0, 16, 1
Line, "transformer.reg4c", "160.3", "160r.3", 17728, 4,  0, 38, 2.4017771, 3.027, 3175, 1850, 3175, 1850, 8421504, 3, 0, 0, 0, 0, 16, 1
Range, -158.775, 5708.775, 96.766, 4008.466
KeepAspect, 1
